50
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50
12,205;599;496,daytime:morning,3611;1.0293001,3225;1.0137992,1672;1.0124433,1877;1.0065813,3040;1.0065008,1157;1.0058185,1602;1.0051495,512;1.0048788,965;1.00402,816;1.0035068,1879;1.0029336,1207;1.0026075,1712;1.0021102,26;1.0016416,1074;1.0015692,3654;1.0013698,1840;1.0012672,287;1.0012372,1025;1.0012037,807;1.0011704,1568;1.0011703,1028;1.001125,2858;1.0010622,472;1.001039,3226;1.0010196,2931;1.0009799,442;1.0001755834471946,732;1.0001602630165107,1842;1.00003452235678,2038;1.0000319966097406,628;1.0000277500790884,2928;1.0000121787105696,1927;1.0000038007253762,1942;0.999998974134159,131;0.9999988243004393,1434;0.9999862440361134,3848;0.9999835094878731,2163;0.9999804958705718,496;0.9999697053924755,279;0.9999690960231378,991;0.9999683919981656,1481;0.9999652058008512,2191;0.9999551757184375,599;0.9999550049275046,420;0.9999499110390189,859;0.9999451284853751,205;0.9999375545344328,1332;0.9999368273018094,2877;0.9999088938804988,3679;0.9994367765559867
12,977;321;2836;954;2536,daytime:evening,3611;1.0293001,3225;1.0137992,1672;1.0124433,1877;1.0065813,3040;1.0065008,1157;1.0058185,1602;1.0051495,512;1.0048788,965;1.00402,816;1.0035068,1879;1.0029336,1207;1.0026075,1712;1.0021102,26;1.0016416,1074;1.0015692,933;1.001566,3654;1.0013698,1840;1.0012672,287;1.0012372,1025;1.0012037,807;1.0011704,1568;1.0011703,1028;1.001125,2858;1.0010622,472;1.001039,3226;1.0010196,2931;1.0009799,2355;1.0009062,1525;1.0008974,2161;1.0008842,724;1.0008796,1440;1.0000313344745508,2536;1.0000263615414264,2361;1.0000215928664236,419;1.0000096345428768,2836;1.000002661300624,2337;1.0000009528998992,2099;0.9999952458674513,2600;0.9999821534123605,1308;0.9999780884846989,235;0.9999692636530197,954;0.9999675684595456,6;0.999960736944499,4;0.9999601781044503,549;0.9999584239180475,977;0.9999447530817517,3594;0.9999388471634829,1274;0.9999323605984127,706;0.9999013496589912,321;0.9998681239453301
12,545;1985;1593;963;1951,daytime:afternoon,3611;1.0293001,3225;1.0137992,1672;1.0124433,1877;1.0065813,3040;1.0065008,1157;1.0058185,1602;1.0051495,512;1.0048788,965;1.00402,816;1.0035068,1879;1.0029336,1207;1.0026075,1712;1.0021102,26;1.0016416,1074;1.0015692,933;1.001566,3654;1.0013698,1840;1.0012672,287;1.0012372,1025;1.0012037,807;1.0011704,1568;1.0011703,1028;1.001125,2858;1.0010622,472;1.001039,3226;1.0010196,2931;1.0009799,2355;1.0009062,1525;1.0008974,2161;1.0008842,724;1.0008796,1985;1.0003112347449512,2804;1.0001073918021415,963;1.0000713685029117,2577;1.000024978196835,1746;1.0000090767131742,1846;0.9999970900816052,1202;0.9999885479950675,18;0.9999815005899115,2160;0.9999745157352841,545;0.9999733427748821,1097;0.9999658327144737,3284;0.9999638255391773,2277;0.999954944249421,1951;0.9999529723180588,2406;0.9999425056165478,1593;0.9999342426703194,1240;0.9999243757075975,1377;0.9999063953941764,2384;0.9998883292765067
12,2842;311;688;5;2382,daytime:night,3611;1.0293001,3225;1.0137992,1672;1.0124433,1877;1.0065813,3040;1.0065008,1157;1.0058185,1602;1.0051495,512;1.0048788,965;1.00402,816;1.0035068,1879;1.0029336,1207;1.0026075,1712;1.0021102,26;1.0016416,1074;1.0015692,933;1.001566,3654;1.0013698,1840;1.0012672,287;1.0012372,1025;1.0012037,807;1.0011704,1568;1.0011703,1028;1.001125,2858;1.0010622,472;1.001039,3226;1.0010196,2931;1.0009799,2355;1.0009062,1525;1.0008974,2161;1.0008842,724;1.0008796,842;1.0008696,383;1.0008523,311;1.0000441544460235,231;1.0000440772670358,3265;1.000009400464132,688;1.0000054885487026,2842;0.9999995647350334,10;0.9999991067526074,61;0.9999936920193296,2514;0.9999923109728809,3412;0.9999838188262331,1665;0.99995493705993,1944;0.999948444808382,2236;0.9999453388955918,2382;0.9999435783210403,5;0.9999375398639169,2944;0.9999373924023616,80;0.9999259874940626,2576;0.9998977643209036
139,494;3663;3789;885,daytime:morning,3611;1.0293483,3225;1.0138792,1672;1.0125381,1877;1.0066644,3040;1.0066168,1157;1.0059158,1602;1.0052152,512;1.0049475,965;1.004143,816;1.0036012,1879;1.0030278,1207;1.0027138,1712;1.0021762,26;1.0017278,933;1.0016415,3654;1.001509,1840;1.0013483,287;1.0013033,807;1.0013015,1025;1.0012903,1568;1.0012678,785;1.0001238813769648,494;1.00012360878309,2336;1.0001211760468856,2206;1.0001207395663019,1260;1.0001093058132091,2823;1.0001081551433653,3420;1.0001023766325485,1416;1.000094588117875,3289;1.0000909524651482,885;1.0000832874207977,3007;1.0000677819057866,3663;1.0000656983955691,3097;1.0000642420749115,1227;1.000060999215436,1292;1.000057076186843,2016;1.0000546064449234,170;1.0000538651832784,3769;1.0000471053350823,1832;1.0000411060702172,3789;1.0000401835222432,665;1.0000367984761076,2155;1.000032958025168,17;1.0000251164913587,662;1.0000243464225342,2275;1.0000189709371627,2137;1.0000146782629127,2990;1.0000141868024623,700;1.0000070172864046,1368;0.9999941911507602
139,163;1072;404;1870,daytime:evening,3611;1.0293483,3225;1.0138792,1672;1.0125381,1877;1.0066644,3040;1.0066168,1157;1.0059158,1602;1.0052152,512;1.0049475,965;1.004143,816;1.0036012,1879;1.0030278,1207;1.0027138,1712;1.0021762,26;1.0017278,1074;1.0016593,3654;1.001509,1840;1.0013483,287;1.0013033,807;1.0013015,1025;1.0012903,1568;1.0012678,1028;1.0012134,3223;1.0005055200181645,2327;1.000133733911873,2482;1.0001179169666161,163;1.0001064453981174,2439;1.0001049555631631,731;1.0000888153741807,757;1.0000874144517473,342;1.0000793489604007,2546;1.000077917901136,1606;1.0000752694861863,2874;1.0000687971228377,1906;1.000066042248443,2625;1.0000611367245253,337;1.0000597223897476,2998;1.000056401585799,1870;1.0000503653398252,477;1.0000501287010277,1740;1.000042734078042,1072;1.000036821690702,404;1.0000341473985266,2462;1.0000295987116783,364;1.0000222568976145,3088;1.0000179660829278,765;1.0000133756843108,592;1.0000057326716847,2859;0.9999980802683713,2077;0.9999874898591924,142;0.9998016424306416
139,841;1730;313;677,daytime:afternoon,3611;1.0293483,3225;1.0138792,1672;1.0125381,1877;1.0066644,3040;1.0066168,1157;1.0059158,1602;1.0052152,512;1.0049475,965;1.004143,816;1.0036012,1879;1.0030278,1207;1.0027138,1712;1.0021762,26;1.0017278,1074;1.0016593,933;1.0016415,3654;1.001509,1840;1.0013483,287;1.0013033,807;1.0013015,1025;1.0012903,1568;1.0012678,1028;1.0012134,2858;1.0011458,3226;1.0011275,882;1.0001366894113606,3026;1.0001292823098442,862;1.0001192398344858,2945;1.0001026886583064,2044;1.000099124723902,2290;1.0000848939181666,2088;1.0000815859807535,677;1.0000768800988127,2824;1.000074797450791,1911;1.0000736951383205,2791;1.0000657740071108,36;1.000065711558734,1428;1.000058465125614,1730;1.0000558432608144,95;1.0000547532831083,3146;1.0000456948667615,3114;1.0000450476564005,1398;1.0000405117285422,3739;1.0000380065999903,1686;1.000032660389788,841;1.000031489163622,2768;1.0000224362145755,428;1.000013737249629,313;1.0000016597086145,2643;0.9999830566883902
139,207;754;1732,daytime:night,3611;1.0293483,3225;1.0138792,1672;1.0125381,1877;1.0066644,3040;1.0066168,1157;1.0059158,1602;1.0052152,512;1.0049475,965;1.004143,816;1.0036012,1879;1.0030278,1207;1.0027138,1712;1.0021762,26;1.0017278,1074;1.0016593,933;1.0016415,3654;1.001509,1840;1.0013483,287;1.0013033,807;1.0013015,1025;1.0012903,1568;1.0012678,1028;1.0012134,2858;1.0011458,3226;1.0011275,472;1.0011265,2931;1.0010916,2355;1.0010062,1525;1.0009921,2681;1.0001152611042634,1639;1.0001136365433851,3256;1.0000858448009888,207;1.0000803823348883,547;1.0000766308152609,279;1.0000754892737018,2315;1.0000669206546144,1913;1.0000667552728675,2184;1.0000652354013708,2179;1.0000610578506914,930;1.0000557355791555,754;1.000050408406406,2178;1.00004935168196,3220;1.000046104609236,2224;1.0000413218179254,1685;1.0000355218049517,1558;1.0000312406366292,2191;1.0000208227831413,1361;1.0000060747687678,1732;1.000003523864853,3129;0.999855884681976
140,1329;2630;2798;168,daytime:morning,3611;1.0293152,3225;1.0138103,1672;1.0125146,1877;1.006602,3040;1.0065867,1157;1.0058498,1602;1.0051482,512;1.0048712,965;1.0040258,816;1.0035758,1879;1.0030853,1207;1.0026381,1712;1.0022068,26;1.0016416,933;1.0016142,3654;1.0014161,287;1.0013548,1840;1.0013443,807;1.0013399,1025;1.00129,1028;1.0011759,3226;1.0011559,1568;1.0011424,472;1.001113,168;1.000115360422272,2439;1.0000704486326664,1851;1.0000518122036384,2358;1.000049485718378,2057;1.0000479657721295,2798;1.0000440168848814,1532;1.0000287225900928,1621;1.0000245599772155,2952;1.0000223764842544,45;1.0000186758490055,2936;1.0000175386096424,2630;1.000014572247232,1229;1.0000130096170958,719;1.0000068275635732,2738;0.9999994800136505,1329;0.9999990067835383,167;0.9999943427130837,1811;0.9999857457645998,1185;0.9999785750603319,3601;0.9999776202766372,115;0.9999749895765647,1506;0.9999659182891194,568;0.9999584722235464,1570;0.9999445902082321,670;0.9999230623717769,1794;0.9997391384708538
140,321;522;2853;1262;970,daytime:evening,3611;1.0293152,3225;1.0138103,1672;1.0125146,1877;1.006602,3040;1.0065867,1157;1.0058498,1602;1.0051482,512;1.0048712,965;1.0040258,816;1.0035758,2799;1.0002078089281314,2430;1.0001365452170992,1771;1.0001341265921126,2853;1.0001258377024602,3280;1.000108293530559,2751;1.000107499549925,396;1.0000971802265968,628;1.0000967153750646,230;1.0000913665783109,417;1.0000843239593693,1969;1.000073946382203,963;1.0000716460324013,824;1.0000646903262764,1977;1.0000572449697611,714;1.000057181506973,1052;1.0000537853433522,2263;1.000052363636663,1980;1.000044984705854,904;1.0000347437103778,1231;1.0000300366915944,2351;1.0000269575289995,2556;1.0000211351151524,771;1.0000150590895978,2508;1.000014370442897,657;1.0000135724145027,984;1.0000126828105602,3111;1.0000107921131085,245;1.0000024809946189,2074;1.0000018720273995,3764;0.9999953006238606,665;0.9999918223320341,552;0.9999900848604649,1262;0.9999820176649103,1096;0.9999813770391227,269;0.9999630716214221,1748;0.9999571640562932,522;0.9999470237637792,2540;0.999922486306567,321;0.9998897275063314,970;0.9998516963797442
140,1813;803;2514;2550;1886,daytime:afternoon,3611;1.0293152,3225;1.0138103,1672;1.0125146,1877;1.006602,3040;1.0065867,1157;1.0058498,1602;1.0051482,512;1.0048712,965;1.0040258,816;1.0035758,1879;1.0030853,1207;1.0026381,1712;1.0022068,1074;1.0016456,26;1.0016416,3654;1.0014161,287;1.0013548,1840;1.0013443,807;1.0013399,1025;1.00129,1028;1.0011759,3226;1.0011559,1568;1.0011424,472;1.001113,2858;1.0011095,2931;1.001023,383;1.0009706,724;1.0009682,842;1.0009634,2161;1.0009515,2355;1.000924,442;1.0002062133195073,2171;1.0000800436290342,1174;1.0000795785378553,1813;1.0000788935433609,1367;1.0000568795130556,456;1.0000414493488334,783;1.0000312085384844,803;1.0000200876459917,2514;1.0000170070588679,1451;0.9999983920469707,2209;0.9999968435907128,1600;0.9999951348175261,2023;0.999988645459194,1886;0.9999851283252207,2913;0.9999733038448133,3173;0.9999733004537458,2550;0.9999702747351518,3210;0.9999483342183642,291;0.9997871117230689
