50
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50
12,38;1035;2395;20;3332,daytime:morning,867;1.046786,1672;1.0103016,3638;1.0046203,3225;1.0044357,1805;1.0036134,2562;1.003164,2959;1.0024811,1221;1.0019712,2695;1.0017719,842;1.0016999,3672;1.0016514,3798;1.00159,1571;1.0014616,1689;1.0014077,3654;1.0013617,1025;1.0013348,1313;1.0011997,2355;1.0010437,441;1.0010175,686;1.0010004,1525;1.000976,2245;1.0009199,1576;1.0009012,1824;1.000826,3375;1.0008215,747;1.0007991,693;1.0007498,3094;1.0007288,965;1.0006917,683;1.0006644,1952;1.0006633,2956;1.0006497,724;1.0006458,600;1.0002766301816897,2475;1.0000349991260198,20;1.0000312924843033,853;1.0000063143844524,1035;1.0000047318405483,175;0.9999896453508275,665;0.9999747348945139,2893;0.9999742890656257,675;0.999970189895057,2395;0.9999608571265391,38;0.9999600716441186,1761;0.9999546690610228,2112;0.9999361232929435,3332;0.9999336773533518,1232;0.9999262611869064,884;0.999854115794448,869;0.9996893880159867
12,1857;2436;1759,daytime:evening,867;1.046786,1672;1.0103016,3638;1.0046203,3225;1.0044357,1805;1.0036134,2562;1.003164,2959;1.0024811,1221;1.0019712,2695;1.0017719,842;1.0016999,3672;1.0016514,3798;1.00159,1571;1.0014616,1689;1.0014077,3654;1.0013617,1025;1.0013348,1313;1.0011997,2355;1.0010437,441;1.0010175,686;1.0010004,992;1.0009879,1525;1.000976,2245;1.0009199,1576;1.0009012,933;1.0008706,1824;1.000826,3375;1.0008215,747;1.0007991,693;1.0007498,522;1.0000457180935605,1;1.000045631906093,2030;1.0000436097332952,3312;1.0000282906596254,273;1.0000158953062404,550;1.0000063792610787,1532;1.0000009543426713,534;0.9999960348447823,1868;0.9999936564341598,2721;0.9999883623344333,1467;0.999976990715445,2078;0.9999725864486912,493;0.9999697949287571,1759;0.9999513128559429,1429;0.9999429979333984,988;0.999941548679133,2450;0.9999365940125191,2436;0.9999352561765391,1925;0.99993339737694,3328;0.9998938472692168,1857;0.9997848690952644
12,215;1420;172;1299,daytime:afternoon,867;1.046786,1672;1.0103016,3638;1.0046203,3225;1.0044357,1805;1.0036134,2562;1.003164,2959;1.0024811,1221;1.0019712,2695;1.0017719,842;1.0016999,3672;1.0016514,3798;1.00159,1571;1.0014616,1689;1.0014077,3654;1.0013617,1025;1.0013348,2355;1.0010437,441;1.0010175,686;1.0010004,992;1.0009879,1525;1.000976,2245;1.0009199,1576;1.0009012,933;1.0008706,1824;1.000826,3375;1.0008215,747;1.0007991,693;1.0007498,3094;1.0007288,965;1.0006917,683;1.0006644,1952;1.0006633,2956;1.0006497,724;1.0006458,234;1.0006362,605;1.0000572015234257,2003;1.0000267775456528,1299;0.9999984177741575,1075;0.9999972645222475,1660;0.9999967119420667,652;0.999990527036306,1462;0.9999698720882438,1991;0.9999676661604082,1603;0.9999609718528438,172;0.9999527474447449,215;0.9999523897541824,2486;0.9999471972445235,1750;0.9999452896574674,1420;0.9999442033243573,1031;0.9999180831079288
12,3742;789;47;735;1002,daytime:night,867;1.046786,1672;1.0103016,3638;1.0046203,3225;1.0044357,1805;1.0036134,2562;1.003164,2959;1.0024811,1221;1.0019712,2695;1.0017719,842;1.0016999,3672;1.0016514,3798;1.00159,1571;1.0014616,1689;1.0014077,3654;1.0013617,1025;1.0013348,1313;1.0011997,2355;1.0010437,441;1.0010175,686;1.0010004,992;1.0009879,1525;1.000976,2245;1.0009199,1576;1.0009012,933;1.0008706,1824;1.000826,3375;1.0008215,747;1.0007991,693;1.0007498,3094;1.0007288,965;1.0006917,683;1.0006644,1952;1.0006633,887;1.0000507346145653,1206;1.0000365283456043,1259;1.0000326777142705,47;1.0000147069731673,789;1.0000130881704505,117;0.9999678349451524,571;0.9999662311816405,210;0.9999653819931962,1329;0.9999630473031671,1393;0.9999624382736846,100;0.9999617630377824,735;0.9999552016302805,2399;0.999954235172387,3742;0.999948271186291,1802;0.9999255321694677,1002;0.9999173226667313,401;0.9990925605831995
139,1272;2173;2569;1776,daytime:morning,867;1.0468321,1672;1.0103275,3638;1.0045573,3225;1.004374,1805;1.0035857,2562;1.0031475,2959;1.0024679,1221;1.0018662,2695;1.0017246,842;1.0016689,3672;1.0015686,3798;1.0015355,1571;1.0013977,1689;1.0013955,3654;1.0013425,1025;1.0012811,1313;1.0011711,2355;1.0010513,441;1.0010201,1525;1.0009997,686;1.0009775,992;1.0009766,2245;1.0009001,1576;1.0008717,933;1.0008616,1824;1.0008416,2730;1.000039977656198,2173;1.0000308053273463,1776;1.0000072667782194,604;0.9999968101968622,752;0.9999886256295807,1420;0.9999841423620017,2697;0.9999828869961743,2569;0.9999778208606732,2999;0.9999679980050655,16;0.9999654196304916,568;0.9999625709289881,1133;0.9999562327636279,1517;0.9999546544841741,2553;0.9999427544027416,2306;0.9999398287000508,2257;0.9999371480793657,5;0.9999362096227175,2606;0.9999176095986584,3670;0.999914688085838,791;0.9999066888102442,197;0.9998928839949643,1633;0.9998831349854863,2836;0.9998740395693824,1272;0.9997653361306915
139,2398;2086;216,daytime:evening,867;1.0468321,1672;1.0103275,3638;1.0045573,3225;1.004374,1805;1.0035857,2562;1.0031475,2959;1.0024679,1221;1.0018662,2695;1.0017246,842;1.0016689,3672;1.0015686,3798;1.0015355,1571;1.0013977,1689;1.0013955,3654;1.0013425,1025;1.0012811,1313;1.0011711,2355;1.0010513,441;1.0010201,1525;1.0009997,686;1.0009775,992;1.0009766,2245;1.0009001,1576;1.0008717,1824;1.0008416,747;1.0007951,3375;1.0007612,693;1.0007486,3094;1.000704,778;1.0001871931748478,2511;0.9999980216291058,1636;0.9999828952191934,835;0.9999793729915988,1552;0.9999724251729866,1498;0.9999717608529675,2398;0.9999692761163922,664;0.9999547184499271,2721;0.999950568507213,702;0.9999468874350587,1285;0.9999362427346747,121;0.999934566347317,3209;0.9999294182779049,131;0.9999277769767158,2086;0.999923748001598,2421;0.9999176629768973,216;0.9999137749579059,928;0.999902349725227,3572;0.9998897966479212,1675;0.9998678298864112,118;0.9979320722644176
139,3361;1871;2377,daytime:afternoon,867;1.0468321,1672;1.0103275,3638;1.0045573,3225;1.004374,1805;1.0035857,2562;1.0031475,2959;1.0024679,1221;1.0018662,2695;1.0017246,842;1.0016689,3672;1.0015686,3798;1.0015355,1571;1.0013977,1689;1.0013955,3654;1.0013425,1025;1.0012811,1313;1.0011711,2355;1.0010513,441;1.0010201,1525;1.0009997,686;1.0009775,992;1.0009766,2245;1.0009001,1576;1.0008717,933;1.0008616,1824;1.0008416,747;1.0007951,3375;1.0007612,3361;1.000009648810509,684;1.000003871971529,1871;0.9999999209953988,2167;0.999994335274056,3067;0.9999863515424497,1742;0.999979710854635,2377;0.9999729306215682,1610;0.9999707280523467,2382;0.9999702925371443,549;0.9999642075201822,1958;0.9999627629753808,2344;0.9999565221069382,2346;0.9999516761575236,2098;0.9999396886700815,2006;0.9999387537189501,58;0.9999384930132025,1669;0.9999301808128248,1511;0.9999102544691463,160;0.9999019946227484,1217;0.9998929915910412,1391;0.9998821809559577,2047;0.9998594784247115
139,48;951;2465;969,daytime:night,867;1.0468321,1672;1.0103275,3638;1.0045573,3225;1.004374,1805;1.0035857,2562;1.0031475,2959;1.0024679,1221;1.0018662,2695;1.0017246,3672;1.0015686,3798;1.0015355,1689;1.0013955,3654;1.0013425,1025;1.0012811,1313;1.0011711,2355;1.0010513,441;1.0010201,1525;1.0009997,686;1.0009775,992;1.0009766,2245;1.0009001,1576;1.0008717,933;1.0008616,1824;1.0008416,969;1.0000667650323638,2626;1.0000063375329606,2222;0.9999933222161722,2204;0.999984716359074,1621;0.999984159505523,706;0.9999831606395071,2295;0.9999785082982059,2465;0.9999771774350901,315;0.9999758619419757,2133;0.9999623262794805,48;0.999949467949812,951;0.9999485914641196,1267;0.9999476212911707,1475;0.9999455269399687,872;0.9999364537739697,192;0.9999340202315857,2240;0.9999305770074476,2954;0.9999274179620347,1569;0.9999215514381977,2591;0.9999211210716785,2391;0.9999179667880432,2662;0.999908843687543,57;0.9999065251638908,1311;0.9999039307082165,2790;0.9998969382928894,3338;0.9998717371495252
140,116;2557;1995;2809,daytime:morning,867;1.0468068,1672;1.0103186,3638;1.0046022,3225;1.0044487,1805;1.0036458,2562;1.003173,2959;1.0024874,1221;1.0019579,2695;1.0017805,842;1.0017042,3672;1.0016311,3798;1.0015796,1571;1.0014619,1689;1.0014387,3654;1.0013824,1025;1.0013574,1313;1.0012232,2355;1.0010659,441;1.0010533,992;1.0010282,686;1.0010164,1525;1.0009884,2245;1.0009286,1576;1.0009141,933;1.0008852,1824;1.0008622,3375;1.0008334,747;1.0008223,693;1.0007858,3094;1.000742,1952;1.0007097,965;1.000702,2956;1.000679,683;1.0006629,1218;1.0006623,116;1.0001794527503949,703;1.0000482997686744,159;1.000045925437869,1785;1.0000206015036435,1066;1.0000086759606954,2072;1.000006060090124,2809;0.9999788821440767,1995;0.9999786982879791,3224;0.9999734285566422,459;0.9999725807548918,2557;0.999961423972121,656;0.9999474923238695,3345;0.9999329927200697,524;0.9999272480277277,2677;0.9998751778412133
140,667;2261;1025;1117;2698,daytime:evening,867;1.0468068,1672;1.0103186,3638;1.0046022,3225;1.0044487,1805;1.0036458,2562;1.003173,2959;1.0024874,1221;1.0019579,2695;1.0017805,842;1.0017042,3672;1.0016311,3798;1.0015796,1571;1.0014619,3654;1.0013824,1025;1.0013574,1313;1.0012232,2355;1.0010659,3586;1.0001523877803935,745;1.0000907566732289,33;1.0000820951291403,2173;1.000060638800297,2851;1.000055387970546,2275;1.0000393343572407,495;1.0000289168696057,591;1.0000223287906351,1160;1.0000222032522548,644;1.000020892145627,1112;1.000011085246476,2261;1.0000080442790187,76;1.000008035948609,1211;1.0000049180108836,1312;1.0000037740040832,2698;0.9999987070829242,193;0.9999979965995976,1117;0.9999978853361734,1316;0.9999902361765828,850;0.9999896292478635,235;0.9999887004907398,100;0.9999879139405475,1619;0.999986560938207,2770;0.9999708987480597,187;0.9999679240660145,3278;0.9999439226914971,2037;0.999938060830525,2791;0.9999297761137335,496;0.9999239663910016,908;0.999919596134068,3147;0.9999091479265836,768;0.9998572726327012,667;0.9996486299842958
140,3169;1393;1569;2493;3062,daytime:afternoon,867;1.0468068,1672;1.0103186,3638;1.0046022,3225;1.0044487,1805;1.0036458,2562;1.003173,2959;1.0024874,1221;1.0019579,2695;1.0017805,842;1.0017042,3672;1.0016311,3798;1.0015796,1571;1.0014619,1689;1.0014387,3654;1.0013824,1025;1.0013574,1313;1.0012232,2355;1.0010659,441;1.0010533,992;1.0010282,686;1.0010164,2245;1.0009286,1576;1.0009141,1824;1.0008622,3375;1.0008334,747;1.0008223,1952;1.0007097,965;1.000702,2956;1.000679,683;1.0006629,1218;1.0006623,724;1.0006561,513;1.0006398,706;1.0000497626478106,1106;1.000038824960647,1162;1.0000276317623211,2950;1.0000192982221774,1122;1.000014544668333,1791;1.0000123221752881,652;1.00000110384579,216;0.9999924992293904,2493;0.9999786195557596,3062;0.9999766045912934,977;0.9999668184109919,1393;0.9999650013631015,2343;0.9999612991735538,1244;0.9999574088315276,1569;0.9999571017857689,3169;0.9999559671597157,1504;0.9997298489192034
140,718;1968;225;1350,daytime:night,867;1.0468068,1672;1.0103186,3638;1.0046022,3225;1.0044487,1805;1.0036458,2562;1.003173,2959;1.0024874,1221;1.0019579,2695;1.0017805,842;1.0017042,3672;1.0016311,3798;1.0015796,1571;1.0014619,1689;1.0014387,3654;1.0013824,1025;1.0013574,1313;1.0012232,2355;1.0010659,441;1.0010533,992;1.0010282,686;1.0010164,1525;1.0009884,2245;1.0009286,1576;1.0009141,933;1.0008852,1824;1.0008622,3375;1.0008334,747;1.0008223,693;1.0007858,3094;1.000742,1952;1.0007097,965;1.000702,2956;1.000679,683;1.0006629,1218;1.0006623,724;1.0006561,513;1.0006398,234;1.0006367,145;1.000619,3679;1.0006071,2904;1.0006057,1320;1.0006015,1237;1.0005976,225;1.0000321685127391,1350;1.0000217007412333,1300;0.9999973876481951,1968;0.9999877059377708,687;0.9999797114907011,3237;0.9999399854215716,718;0.9994009905067224
114,3335;1487;2762;2799,daytime:morning,867;1.0468434,1672;1.010313,3638;1.0046147,3225;1.004451,1805;1.0036459,2562;1.0032015,2959;1.0025051,1221;1.0019077,2695;1.0017765,842;1.0016873,3672;1.0016124,3798;1.0015945,1571;1.0014564,1689;1.0014322,3654;1.0013745,1025;1.0013354,1313;1.0011969,2355;1.001081,441;1.0010453,992;1.0010396,686;1.0010198,1525;1.0009934,2245;1.0009223,1576;1.0008837,1824;1.0008758,933;1.0008754,3375;1.0008178,747;1.0007944,693;1.0007776,1952;1.0007334,3094;1.0007256,965;1.0007086,2956;1.0007035,1218;1.000664,724;1.000653,2799;1.000118257830702,177;1.0000652699883024,591;1.0000390015159184,712;1.0000373680406556,273;1.0000233458442556,1487;1.0000193938005528,1630;1.0000161437217718,2861;1.0000080301528254,3335;1.0000021439067506,1211;0.9999970307948555,2056;0.9999716144388767,2762;0.9999612771943409,1352;0.9999586973549638,3758;0.9999405588979483,2550;0.9999296776060149
114,2143;2408;535;2041,daytime:evening,867;1.0468434,1672;1.010313,3638;1.0046147,3225;1.004451,1805;1.0036459,2562;1.0032015,2959;1.0025051,1221;1.0019077,2695;1.0017765,842;1.0016873,3672;1.0016124,3798;1.0015945,1571;1.0014564,1689;1.0014322,3654;1.0013745,1025;1.0013354,1313;1.0011969,2355;1.001081,441;1.0010453,992;1.0010396,686;1.0010198,1525;1.0009934,2245;1.0009223,1576;1.0008837,1824;1.0008758,933;1.0008754,3375;1.0008178,747;1.0007944,693;1.0007776,1952;1.0007334,3094;1.0007256,965;1.0007086,2956;1.0007035,1218;1.000664,724;1.000653,683;1.0006473,513;1.000638,234;1.000629,145;1.0006143,1320;1.0006119,1471;1.0005997,1237;1.0005907,3679;1.0005867,2904;1.000582,3807;1.0005724,1639;1.0005711,2041;0.9999947976771701,2143;0.9999876122466491,2408;0.9999862514825267,535;0.9999579615225445
