userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
1025,291,landscape:coast line,699;3.6666667,753;3.6666667,691;3.6666667,736;3.6666667,719;3.6666667,762;3.6666667,277;3.6666667,757;3.6666667,296;3.6666667,735;3.6666667,690;3.6666667,732;3.6666667,276;3.6666667,278;3.6666667,739;3.6666667,748;3.6666667,714;3.6666667,253;3.6666667,725;3.6666667,274;3.6666667
1018,684,mood:happy,699;2.397436,753;2.397436,691;2.397436,736;2.397436,719;2.397436,762;2.397436,277;2.397436,757;2.397436,296;2.397436,735;2.397436,690;2.397436,732;2.397436,276;2.397436,278;2.397436,739;2.397436,748;2.397436,714;2.397436,253;2.397436,725;2.397436,274;2.397436
1019,712,drivingstyle:relaxed driving,699;2.340967,753;2.340967,691;2.340967,736;2.340967,719;2.340967,762;2.340967,277;2.340967,757;2.340967,296;2.340967,735;2.340967,690;2.340967,732;2.340967,276;2.340967,278;2.340967,739;2.340967,748;2.340967,714;2.340967,253;2.340967,725;2.340967,274;2.340967
1019,291,weather:snowing;trafficconditions:lots of cars;mood:sad;drivingstyle:sport driving,699;2.340967,753;2.340967,691;2.340967,736;2.340967,719;2.340967,762;2.340967,277;2.340967,757;2.340967,296;2.340967,735;2.340967,690;2.340967,732;2.340967,276;2.340967,278;2.340967,739;2.340967,748;2.340967,714;2.340967,253;2.340967,725;2.340967,274;2.340967
1019,265,sleepiness:sleepy,699;2.340967,753;2.340967,691;2.340967,736;2.340967,719;2.340967,762;2.340967,277;2.340967,757;2.340967,296;2.340967,735;2.340967,690;2.340967,732;2.340967,276;2.340967,278;2.340967,739;2.340967,748;2.340967,714;2.340967,253;2.340967,725;2.340967,274;2.340967
1019,259,weather:cloudy;roadtype:highway;naturalphenomena:morning;mood:active;landscape:coast line,699;2.340967,753;2.340967,691;2.340967,736;2.340967,719;2.340967,762;2.340967,277;2.340967,757;2.340967,296;2.340967,735;2.340967,690;2.340967,732;2.340967,276;2.340967,278;2.340967,739;2.340967,748;2.340967,714;2.340967,253;2.340967,725;2.340967,274;2.340967
1019,288,landscape:coast line;drivingstyle:relaxed driving,699;2.340967,753;2.340967,691;2.340967,736;2.340967,719;2.340967,762;2.340967,277;2.340967,757;2.340967,296;2.340967,735;2.340967,690;2.340967,732;2.340967,276;2.340967,278;2.340967,739;2.340967,748;2.340967,714;2.340967,253;2.340967,725;2.340967,274;2.340967
1019,716,naturalphenomena:afternoon,699;2.340967,753;2.340967,691;2.340967,736;2.340967,719;2.340967,762;2.340967,277;2.340967,757;2.340967,296;2.340967,735;2.340967,690;2.340967,732;2.340967,276;2.340967,278;2.340967,739;2.340967,748;2.340967,714;2.340967,253;2.340967,725;2.340967,274;2.340967
1019,722,naturalphenomena:morning;mood:active,699;2.340967,753;2.340967,691;2.340967,736;2.340967,762;2.340967,277;2.340967,757;2.340967,296;2.340967,735;2.340967,690;2.340967,732;2.340967,276;2.340967,278;2.340967,739;2.340967,748;2.340967,714;2.340967,253;2.340967,725;2.340967,274;2.340967,679;2.340967
1019,274,weather:rainy;sleepiness:awake;drivingstyle:relaxed driving,699;2.340967,753;2.340967,691;2.340967,736;2.340967,719;2.340967,762;2.340967,277;2.340967,757;2.340967,296;2.340967,735;2.340967,690;2.340967,732;2.340967,276;2.340967,278;2.340967,739;2.340967,748;2.340967,714;2.340967,253;2.340967,725;2.340967,274;2.340967
1019,256,mood:sad,699;2.340967,753;2.340967,691;2.340967,736;2.340967,719;2.340967,762;2.340967,277;2.340967,757;2.340967,296;2.340967,735;2.340967,690;2.340967,732;2.340967,276;2.340967,278;2.340967,739;2.340967,748;2.340967,714;2.340967,253;2.340967,725;2.340967,274;2.340967
1019,250,weather:rainy;roadtype:city,699;2.340967,753;2.340967,691;2.340967,736;2.340967,719;2.340967,762;2.340967,277;2.340967,757;2.340967,296;2.340967,735;2.340967,690;2.340967,732;2.340967,276;2.340967,278;2.340967,739;2.340967,748;2.340967,714;2.340967,253;2.340967,725;2.340967,274;2.340967
1019,260,weather:cloudy;trafficconditions:free road;naturalphenomena:night;landscape:mountains,699;2.340967,753;2.340967,691;2.340967,736;2.340967,719;2.340967,762;2.340967,277;2.340967,757;2.340967,296;2.340967,735;2.340967,690;2.340967,732;2.340967,276;2.340967,278;2.340967,739;2.340967,748;2.340967,714;2.340967,253;2.340967,725;2.340967,274;2.340967
1032,684,weather:sunny;naturalphenomena:day time,699;2.5,753;2.5,691;2.5,736;2.5,719;2.5,762;2.5,277;2.5,757;2.5,296;2.5,735;2.5,690;2.5,732;2.5,276;2.5,278;2.5,739;2.5,748;2.5,714;2.5,253;2.5,725;2.5,274;2.5
1040,255,sleepiness:sleepy,699;2.4444444,753;2.4444444,691;2.4444444,736;2.4444444,719;2.4444444,762;2.4444444,277;2.4444444,757;2.4444444,296;2.4444444,735;2.4444444,690;2.4444444,732;2.4444444,276;2.4444444,278;2.4444444,739;2.4444444,748;2.4444444,714;2.4444444,253;2.4444444,725;2.4444444,274;2.4444444
1012,746,weather:cloudy;sleepiness:awake;naturalphenomena:night,699;1.8333334,753;1.8333334,691;1.8333334,736;1.8333334,719;1.8333334,762;1.8333334,277;1.8333334,757;1.8333334,296;1.8333334,735;1.8333334,690;1.8333334,732;1.8333334,276;1.8333334,278;1.8333334,739;1.8333334,748;1.8333334,714;1.8333334,253;1.8333334,725;1.8333334,274;1.8333334
1012,283,roadtype:highway,699;1.8333334,753;1.8333334,691;1.8333334,736;1.8333334,719;1.8333334,762;1.8333334,277;1.8333334,757;1.8333334,296;1.8333334,735;1.8333334,690;1.8333334,732;1.8333334,276;1.8333334,278;1.8333334,739;1.8333334,748;1.8333334,714;1.8333334,253;1.8333334,725;1.8333334,274;1.8333334
1009,253,trafficconditions:lots of cars;naturalphenomena:night,699;2.1985295,753;2.1985295,691;2.1985295,736;2.1985295,719;2.1985295,762;2.1985295,277;2.1985295,757;2.1985295,296;2.1985295,735;2.1985295,690;2.1985295,732;2.1985295,276;2.1985295,278;2.1985295,739;2.1985295,748;2.1985295,714;2.1985295,253;2.1985295,725;2.1985295,274;2.1985295
1009,273,weather:cloudy;sleepiness:awake,699;2.1985295,753;2.1985295,691;2.1985295,736;2.1985295,719;2.1985295,762;2.1985295,277;2.1985295,757;2.1985295,296;2.1985295,735;2.1985295,690;2.1985295,732;2.1985295,276;2.1985295,278;2.1985295,739;2.1985295,748;2.1985295,714;2.1985295,253;2.1985295,725;2.1985295,274;2.1985295
1009,277,weather:sunny,699;2.1985295,753;2.1985295,691;2.1985295,736;2.1985295,719;2.1985295,762;2.1985295,277;2.1985295,757;2.1985295,296;2.1985295,735;2.1985295,690;2.1985295,732;2.1985295,276;2.1985295,278;2.1985295,739;2.1985295,748;2.1985295,714;2.1985295,253;2.1985295,725;2.1985295,274;2.1985295
1033,690,sleepiness:sleepy,699;2.751462,753;2.751462,691;2.751462,736;2.751462,719;2.751462,762;2.751462,277;2.751462,757;2.751462,296;2.751462,735;2.751462,690;2.751462,732;2.751462,276;2.751462,278;2.751462,739;2.751462,748;2.751462,714;2.751462,253;2.751462,725;2.751462,274;2.751462
1033,254,trafficconditions:free road,699;2.751462,753;2.751462,691;2.751462,719;2.751462,762;2.751462,277;2.751462,757;2.751462,296;2.751462,735;2.751462,690;2.751462,732;2.751462,276;2.751462,278;2.751462,739;2.751462,714;2.751462,253;2.751462,725;2.751462,274;2.751462,679;2.751462,686;2.751462
1033,289;703,mood:happy,699;2.751462,753;2.751462,691;2.751462,736;2.751462,719;2.751462,762;2.751462,277;2.751462,757;2.751462,296;2.751462,735;2.751462,690;2.751462,732;2.751462,276;2.751462,278;2.751462,739;2.751462,748;2.751462,714;2.751462,253;2.751462,725;2.751462,274;2.751462
1033,287,roadtype:serpentine,699;2.751462,753;2.751462,691;2.751462,736;2.751462,719;2.751462,762;2.751462,277;2.751462,757;2.751462,296;2.751462,735;2.751462,732;2.751462,276;2.751462,278;2.751462,739;2.751462,748;2.751462,714;2.751462,253;2.751462,725;2.751462,274;2.751462,679;2.751462
1033,680,roadtype:city,699;2.751462,753;2.751462,691;2.751462,736;2.751462,719;2.751462,762;2.751462,277;2.751462,757;2.751462,296;2.751462,735;2.751462,690;2.751462,732;2.751462,276;2.751462,278;2.751462,739;2.751462,748;2.751462,714;2.751462,253;2.751462,725;2.751462,274;2.751462
1033,699,drivingstyle:sport driving,699;2.751462,753;2.751462,691;2.751462,736;2.751462,762;2.751462,277;2.751462,757;2.751462,296;2.751462,735;2.751462,690;2.751462,732;2.751462,276;2.751462,278;2.751462,739;2.751462,748;2.751462,714;2.751462,253;2.751462,725;2.751462,274;2.751462,679;2.751462
1023,682,landscape:coast line,699;3.264706,753;3.264706,691;3.264706,736;3.264706,719;3.264706,762;3.264706,277;3.264706,757;3.264706,296;3.264706,735;3.264706,690;3.264706,732;3.264706,276;3.264706,278;3.264706,739;3.264706,748;3.264706,714;3.264706,253;3.264706,725;3.264706,274;3.264706
1023,734,trafficconditions:lots of cars;mood:sad;landscape:coast line,699;3.264706,753;3.264706,691;3.264706,736;3.264706,719;3.264706,762;3.264706,277;3.264706,757;3.264706,296;3.264706,735;3.264706,690;3.264706,732;3.264706,276;3.264706,278;3.264706,739;3.264706,748;3.264706,714;3.264706,253;3.264706,725;3.264706,274;3.264706
1023,692,trafficconditions:lots of cars;landscape:coast line,699;3.264706,753;3.264706,691;3.264706,736;3.264706,719;3.264706,762;3.264706,277;3.264706,757;3.264706,296;3.264706,735;3.264706,690;3.264706,732;3.264706,276;3.264706,278;3.264706,739;3.264706,748;3.264706,714;3.264706,253;3.264706,725;3.264706,274;3.264706
1008,281,roadtype:highway,699;1.7291666,753;1.7291666,691;1.7291666,736;1.7291666,719;1.7291666,762;1.7291666,277;1.7291666,757;1.7291666,296;1.7291666,735;1.7291666,690;1.7291666,732;1.7291666,276;1.7291666,278;1.7291666,739;1.7291666,748;1.7291666,714;1.7291666,253;1.7291666,725;1.7291666,274;1.7291666
1006,675,drivingstyle:relaxed driving,699;2.2829862,753;2.2829862,691;2.2829862,736;2.2829862,719;2.2829862,762;2.2829862,277;2.2829862,757;2.2829862,296;2.2829862,735;2.2829862,690;2.2829862,732;2.2829862,276;2.2829862,278;2.2829862,748;2.2829862,714;2.2829862,253;2.2829862,725;2.2829862,274;2.2829862,679;2.2829862
1006,676,roadtype:highway;drivingstyle:sport driving,699;2.2829862,753;2.2829862,691;2.2829862,736;2.2829862,719;2.2829862,762;2.2829862,277;2.2829862,757;2.2829862,296;2.2829862,735;2.2829862,690;2.2829862,732;2.2829862,276;2.2829862,278;2.2829862,739;2.2829862,748;2.2829862,714;2.2829862,253;2.2829862,725;2.2829862,274;2.2829862
1006,273;250,roadtype:highway,699;2.2829862,753;2.2829862,691;2.2829862,736;2.2829862,719;2.2829862,762;2.2829862,757;2.2829862,296;2.2829862,735;2.2829862,690;2.2829862,732;2.2829862,276;2.2829862,278;2.2829862,739;2.2829862,748;2.2829862,714;2.2829862,253;2.2829862,725;2.2829862,274;2.2829862,679;2.2829862
