50
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50
12,2168;221;1348,daytime:morning,544;10.51842,772;8.811935,458;8.778286,445;8.654165,118;8.471363,116;8.427055,3807;8.340972,37;8.309167,550;8.254461,177;8.152813,142;8.079112,280;8.075434,221;7.956508,616;7.933423,396;7.901965,1506;7.7740088,114;7.7365723,84;7.7312775,170;7.711936,3267;7.6851335,262;7.598114,1235;7.573069,831;7.571243,41;7.5472856,146;7.5181813,6;7.455459,850;7.422223,830;7.412696,16;7.4101567,652;7.4079914,1799;7.387984,46;6.523775189946787,1785;6.453278512936274,1622;6.15411091972817,1257;5.991939548365861,1607;5.866974910240856,1342;5.462966891658932,584;5.259152167303105,2853;5.240885125239873,1348;4.768211237835044,741;4.624386068552949,3360;4.382981397389657,2764;4.328580420740509,1061;4.32526327028132,2000;3.934572570135173,2212;3.8313214850976887,2118;3.519473422075904,265;3.4663908516362794,2950;3.4345013869797993,2168;2.4345789771870487
12,2292;79;1739;2662,daytime:evening,458;8.778286,445;8.654165,279;8.518108,118;8.471363,116;8.427055,177;8.152813,360;8.100526,142;8.079112,280;8.075434,58;8.000851,221;7.956508,396;7.901965,732;7.7915754,1506;7.7740088,114;7.7365723,84;7.7312775,170;7.711936,600;7.7116303,3267;7.6851335,841;7.617345,262;7.598114,2275;7.596701,41;7.5472856,3263;7.5335164,146;7.5181813,880;7.4999156,1513;6.919500295541134,2907;6.588997803495826,1252;6.534809360922806,1934;6.426252043882202,79;6.385860145136987,678;6.114682276848473,1852;6.077501136941676,438;5.921743195285169,446;5.786047067334187,2786;5.284647123321552,1371;5.002345743852767,2682;4.871625349506898,1739;4.702982278611814,717;4.638053941481163,3097;4.627058036209878,1782;4.556948918794886,578;4.525713058014244,964;4.299467833930141,1551;4.166990436899421,2653;4.1556376534061314,2096;3.734915985457208,2527;3.3149414890454816,2662;3.255566465418417,2292;1.7222070099707283
12,2564;926;2628;3282,daytime:afternoon,544;10.51842,772;8.811935,458;8.778286,279;8.518108,116;8.427055,3807;8.340972,37;8.309167,550;8.254461,177;8.152813,360;8.100526,142;8.079112,58;8.000851,221;7.956508,616;7.933423,396;7.901965,732;7.7915754,1506;7.7740088,114;7.7365723,84;7.7312775,600;7.7116303,3267;7.6851335,841;7.617345,262;7.598114,2275;7.596701,1235;7.573069,1781;6.986104467288309,761;6.935759548090793,1112;6.760787003410464,1082;6.695657435721395,258;6.3666668395300405,994;6.19424667291982,1283;6.187025688120906,643;5.871910153425386,1066;5.861896870345241,3282;5.565039648367997,720;5.554440916670516,591;5.542966548680471,2473;5.425601001736336,1563;5.253271555457595,2612;5.158838760560296,1522;5.019028194036018,2564;4.858546321777076,3775;4.700354896298731,865;4.6187436915961335,1654;4.174048322724154,926;3.8224198312560977,580;3.6617259831737887,144;3.353298357185078,1151;2.611076420801446,2628;2.4950374156455895
12,1180;2032;3769,daytime:night,544;10.51842,772;8.811935,445;8.654165,279;8.518108,118;8.471363,3807;8.340972,37;8.309167,550;8.254461,177;8.152813,360;8.100526,142;8.079112,280;8.075434,58;8.000851,221;7.956508,616;7.933423,732;7.7915754,1506;7.7740088,114;7.7365723,84;7.7312775,170;7.711936,600;7.7116303,841;7.617345,262;7.598114,2275;7.596701,1235;7.573069,831;7.571243,41;7.5472856,3263;7.5335164,146;7.5181813,880;7.4999156,3548;7.464318,6;7.455459,931;7.4342313,850;7.422223,830;7.412696,16;7.4101567,652;7.4079914,205;7.390775,552;7.019708343283602,207;6.84590873362353,3268;6.275834297529253,1180;6.127753399030677,2818;5.895462143069245,3769;5.471090997096737,331;5.268845200583619,1539;5.254150271152818,462;4.302019728666862,3374;4.042726943247856,2032;2.4422177470844186,1437;0.603753397632449
139,1312;1087;1423,daytime:morning,268;8.295592,201;7.7092133,280;7.54952,488;7.519426,181;7.4775786,1112;7.348596,1231;7.2649956,1010;7.190776,1609;7.1464267,686;7.1257257,445;7.0798597,969;7.040623,1294;7.023615,747;6.9499793,116;6.9242086,1665;6.8551135,1351;6.7923937,1893;6.772567,384;6.772366,142;6.7656984,477;6.745307,283;6.733198,2748;6.686393,994;6.6855664,321;6.6612024,187;6.644086,2262;6.131001656534009,172;5.700448293952686,2905;5.297260407925224,238;5.264767806000313,656;5.2628603038075195,1087;5.013921154411061,1194;4.740821714900095,2272;4.700975853146684,2913;4.619053528246393,2130;4.590022382188965,1423;4.482698750996328,84;4.477958495335756,1683;4.340483617601242,1449;4.179838423534168,2536;4.085665703195583,2102;3.9630195115987665,3128;3.8611739971008987,56;3.8128337069164875,1312;3.4372204520311147,674;2.993920918575217,2322;2.809719862061352,2582;2.2030857473233123,1690;1.4831982395531107,848;1.152110524098012
139,3394;2434;2103,daytime:evening,268;8.295592,16;7.7708716,201;7.7092133,280;7.54952,2264;7.534509,181;7.4775786,1112;7.348596,1483;7.2675953,1010;7.190776,1017;7.1346292,686;7.1257257,371;7.117382,1429;7.105198,969;7.040623,333;7.0340548,747;6.9499793,1292;6.934824,116;6.9242086,3323;6.820407,1041;6.799315,384;6.772366,283;6.733198,1074;6.688833,2748;6.686393,994;6.6855664,321;6.6612024,254;6.649744,1412;6.6316743,1500;6.607886,1246;6.1283237709784535,1829;5.441194934230235,727;5.405721186319849,1752;5.263865538850089,1821;5.044310023264949,1434;5.030430453717358,2934;4.942187604527277,3710;4.906879106972463,2893;4.8654543764007405,3394;4.850692587517446,248;4.809267677525381,2902;4.653738557766994,1259;4.612197612622489,1276;4.539906448702623,2852;3.629037103266716,2434;3.5597973006408514,2387;3.3396787911336863,3733;3.1842214473329222,1666;3.181658011054404,3679;3.1797440952895832,2103;1.3893627279052303
139,1655;1436;673;710,daytime:afternoon,268;8.295592,16;7.7708716,201;7.7092133,280;7.54952,2264;7.534509,488;7.519426,181;7.4775786,1112;7.348596,1483;7.2675953,1231;7.2649956,1010;7.190776,1609;7.1464267,1017;7.1346292,686;7.1257257,371;7.117382,1429;7.105198,445;7.0798597,969;7.040623,333;7.0340548,1294;7.023615,747;6.9499793,1292;6.934824,116;6.9242086,1665;6.8551135,3323;6.820407,64;6.329496872547231,1800;5.996230945329044,1430;5.540577354577792,673;5.191453435891891,2340;4.905126153301585,2491;4.838865431998346,1655;4.7564502547936875,2505;4.740264690883826,3388;4.701483260392474,190;4.612707289724552,135;4.493447096282652,1436;4.470011744185987,1766;4.4331344430812285,2310;4.259690248795463,1189;3.9697719115512675,1526;3.94732761451628,2003;3.9042828570987558,621;3.8746315939073477,3641;3.8024181497069285,635;3.7337844724350866,2125;3.675623944500132,2920;3.585457069394235,710;3.5760318013154726,2558;3.515676871100122,3594;2.5098147517532516
139,384;268;73,daytime:night,268;8.295592,16;7.7708716,201;7.7092133,2264;7.534509,488;7.519426,181;7.4775786,1112;7.348596,1483;7.2675953,1231;7.2649956,1010;7.190776,1609;7.1464267,1017;7.1346292,686;7.1257257,371;7.117382,1429;7.105198,445;7.0798597,333;7.0340548,1294;7.023615,1292;6.934824,116;6.9242086,1665;6.8551135,3323;6.820407,1041;6.799315,1351;6.7923937,1893;6.772567,384;6.772366,142;6.7656984,477;6.745307,283;6.733198,1074;6.688833,1464;5.866048665631969,73;5.863303827064786,233;5.746931682536161,1214;5.449894603724878,3609;4.976120814021373,2501;4.943811779543638,944;4.835535610363408,2124;4.514488644446516,2927;4.421430843570811,1140;4.300406197337119,2311;4.093323444482973,923;3.896013248212016,161;3.7811822630805882,3290;3.677203179499459,114;3.6211590895268726,225;3.1015237326803735,3384;3.0181492386609645,2677;2.8523939673013645,2269;2.550652107195774,2970;1.7087550343051632
140,855;1833;3202,daytime:morning,544;10.171947,600;9.467083,279;9.204483,458;9.149491,2275;8.75993,2;8.609667,772;8.579022,37;8.532161,652;8.512123,3807;8.47885,392;8.459721,112;8.457839,584;8.443045,3267;8.436964,445;8.346883,177;8.293263,2748;8.273842,118;8.247584,404;8.247375,1843;8.207381,396;8.205952,442;8.155511,552;8.106695,2056;8.03827,3548;8.027028,1235;8.026016,360;7.991925,41;7.9851375,58;7.9468193,1434;6.690081475821387,1595;6.554128391597106,592;6.354274755629017,589;6.255741826712041,1342;6.099486629837972,855;5.798374030256762,1866;5.77288500042792,1833;5.404481393698395,349;5.3258030623862656,1477;5.174676443069872,394;5.009598988970606,57;4.967747035240082,3131;4.833776757767877,2494;4.773188319339907,3049;4.771320893270841,3202;4.54551236274103,2087;4.3117752682951025,1818;3.9518703429539936,2965;3.580702977302992,1000;3.498970948414708,2865;2.032524247298358
140,2693;1240;41,daytime:evening,544;10.171947,600;9.467083,279;9.204483,2;8.609667,772;8.579022,37;8.532161,652;8.512123,3807;8.47885,392;8.459721,1320;6.686357387689796,2730;6.466526926675205,2382;6.3553869514656665,201;6.233962477830897,3361;5.927878293147021,36;5.8502385091665285,109;5.707525916718959,3284;5.625569499043077,1747;5.447587529634051,2129;5.2754477172347425,2144;5.268666842801861,535;5.223943859742857,892;5.0502533703501795,1837;4.898655366859565,2693;4.839001818011097,2116;4.618011103546804,968;4.561311142075905,2932;4.346496222294701,1445;4.334824795370113,1754;4.291283014895204,2578;3.902995483062397,1100;3.7492600450891573,184;3.6880452620884085,598;3.661572663935814,1485;3.49854574419421,1240;3.4940655090104764,3701;3.378964689462819,1090;3.3724036044273604,2576;3.351288234255009,707;3.1151877286891834,3436;3.0229197110765993,2082;2.8848376043092245,2075;2.797724589978078,3209;2.696738789520315,669;2.636552569618016,3103;2.602533346849326,2773;2.521372670559787,1484;2.512379380431315,2948;2.508679614380896,2168;2.2725821254007106,2931;1.5756675548408818
