50
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50
12,3395;662;2897,daytime:morning,544;8.90448,458;8.110871,652;7.943879,1162;7.9012113,262;7.749961,1350;7.7105503,37;7.698775,552;7.692942,891;7.572001,170;7.5589905,1029;7.540344,520;7.530877,201;7.4941,830;7.4899273,100;7.4830403,831;7.453672,880;7.4164934,1799;7.368444,146;7.3325143,56;7.3127685,161;7.3076615,727;7.2687798,280;7.2226844,3014;7.1969175,445;7.190488,121;7.184485,348;7.1775928,706;7.174611,41;7.15632,1560;7.14697,1095;6.06853092144755,3395;5.921308815906005,2257;5.855432497623668,1351;5.790373542362402,1479;5.506488356465727,946;5.501664951348589,1649;5.336172120121244,3607;5.283855712442262,933;5.2731073523525325,1435;5.206406913262108,662;5.085914156268033,2144;5.04592573109077,700;4.994554700670005,2378;4.820134410652984,589;4.552381671428059,327;3.734514022589953,1990;3.5853652744827498,315;3.261228581968226,2897;3.2310181998670444,1905;1.6707506676588864
12,805;1569;845;121;556,daytime:evening,458;8.110871,652;7.943879,442;7.9186115,1162;7.9012113,552;7.692942,170;7.5589905,1029;7.540344,520;7.530877,830;7.4899273,100;7.4830403,880;7.4164934,146;7.3325143,216;7.3180943,56;7.3127685,161;7.3076615,568;7.2960587,727;7.2687798,280;7.2226844,3014;7.1969175,445;7.190488,628;7.186878,121;7.184485,348;7.1775928,41;7.15632,1560;7.14697,320;7.1032505,242;7.0977874,1622;7.096993,2569;7.065842,350;7.0634665,1569;6.556035525310303,1117;6.05383973994425,687;5.639329570923054,1705;5.5742246553924755,414;5.524505356598386,133;5.447535666886535,2900;5.355184298334284,3287;5.300832820079876,556;4.7944445609388,805;4.556625809904348,2448;4.355800742718946,955;4.34908104332348,845;4.2975392754306485,2289;4.121569866913452,3336;3.93862566566866,2967;3.351111045332812,2736;2.9913481652428575,1069;2.9152742516383046,2260;2.58871391917979,3160;2.1331031662189908
12,2176;2011;2192,daytime:afternoon,544;8.90448,458;8.110871,442;7.9186115,1162;7.9012113,262;7.749961,1350;7.7105503,37;7.698775,552;7.692942,891;7.572001,170;7.5589905,520;7.530877,201;7.4941,100;7.4830403,831;7.453672,880;7.4164934,1799;7.368444,216;7.3180943,56;7.3127685,161;7.3076615,568;7.2960587,3014;7.1969175,628;7.186878,121;7.184485,348;7.1775928,706;7.174611,1560;7.14697,218;7.136235,177;7.126548,235;7.1227326,320;7.1032505,1622;7.096993,2743;6.414761788137449,152;6.1974358121573685,495;6.159099450595927,256;5.78854640075851,112;5.341311430610267,1501;5.287179110033443,2176;5.211584760509853,2011;5.1706385126294805,603;4.966815041680913,1354;4.881620051560561,3364;4.845425019147515,3246;4.81369750865449,471;4.517456041089248,2192;4.498516403937296,3529;4.453427636803978,2443;4.211851208280619,1710;4.079922834242832,1113;4.00312944789624,421;2.927774926042402
12,518;2278;1863,daytime:night,544;8.90448,652;7.943879,442;7.9186115,262;7.749961,1350;7.7105503,37;7.698775,891;7.572001,170;7.5589905,1029;7.540344,520;7.530877,201;7.4941,830;7.4899273,831;7.453672,880;7.4164934,1799;7.368444,146;7.3325143,216;7.3180943,568;7.2960587,727;7.2687798,280;7.2226844,3014;7.1969175,445;7.190488,628;7.186878,121;7.184485,348;7.1775928,706;7.174611,41;7.15632,1560;7.14697,218;7.136235,177;7.126548,235;7.1227326,242;7.0977874,1622;7.096993,2569;7.065842,350;7.0634665,221;7.052411,1301;7.048676,1219;7.0381765,21;7.0073214,1235;7.006734,239;7.0031343,396;6.580259672326265,2278;6.285687513386106,1863;5.090440818915461,518;4.732354779165882,819;4.708667742092724,1233;4.68536735053817,447;4.073944006951547,698;3.232490052946469,2824;2.661647217965501
139,408;1904;1601,daytime:morning,201;8.241157,686;7.401708,280;7.223739,1074;7.2211614,652;7.138238,1441;7.122347,477;7.1017323,1112;7.0175366,1550;7.004089,842;6.9453654,1086;6.935132,1252;6.9111447,1744;6.8954425,1609;6.895419,1665;6.8949895,747;6.8802576,181;6.8309627,1010;6.796323,1159;6.7911687,142;6.777245,488;6.7558184,268;6.699659,1246;6.6886535,384;6.6499586,1913;6.6046386,1750;6.531168,1283;6.528309,1724;5.694116823129326,1583;5.5883996605736055,2255;5.483568854904985,550;5.473673662670205,2601;5.205119205331131,1904;5.193066247481588,408;5.131277874288589,1745;5.0961658732782436,401;4.650398884696917,352;4.626396770484687,2853;4.480643707913461,1466;4.351950210695368,2718;4.313680816205309,2458;3.882866224279732,1622;3.832366465092686,511;3.657346830997589,1614;3.5930917580908766,3190;3.5614986473378494,1601;3.491268710463252,179;3.309024812379922,2675;3.114564726334461,328;2.8709023286492927,2609;2.34964349993025
139,2110;915;1612;1491,daytime:evening,333;7.7174106,16;7.637545,686;7.401708,280;7.223739,1074;7.2211614,652;7.138238,1292;7.1300225,1441;7.122347,1112;7.0175366,1550;7.004089,3287;6.994626,842;6.9453654,1252;6.9111447,1744;6.8954425,747;6.8802576,371;6.84756,181;6.8309627,1159;6.7911687,488;6.7558184,268;6.699659,3323;6.6873217,384;6.6499586,1913;6.6046386,2001;6.5892873,1750;6.531168,697;5.919099610348496,1612;5.705606791622641,2769;5.643637944054686,1201;5.485069813337641,2709;5.122222131371396,2381;5.07659672656678,618;5.046052962223581,840;5.0328676532019845,895;4.978064055865138,2110;4.894572818615609,1262;4.857313300610403,584;4.838215165577891,2117;4.618675836202849,915;4.581229672724645,1978;4.25003870725465,1818;4.094642985409563,1491;3.8463032772458097,2242;3.773409386921632,1307;3.580723842746903,2722;3.350271504204307,3642;3.2492530531014294,2456;3.206355364251271,3381;2.8969173335672367,2281;2.016588818281418,243;1.5993444793215794
139,852;1570;1465;2716,daytime:afternoon,201;8.241157,333;7.7174106,16;7.637545,686;7.401708,280;7.223739,1074;7.2211614,652;7.138238,1292;7.1300225,1441;7.122347,477;7.1017323,1550;7.004089,3287;6.994626,842;6.9453654,1086;6.935132,1252;6.9111447,1744;6.8954425,1609;6.895419,1665;6.8949895,747;6.8802576,371;6.84756,181;6.8309627,1010;6.796323,1159;6.7911687,142;6.777245,488;6.7558184,268;6.699659,2936;5.9965558513417285,1058;5.82534687338615,1465;5.782864036600988,852;5.009523346388423,2431;4.721402287599973,2050;4.593888670426824,2516;4.535795126341044,1964;4.534711510278376,2817;4.512220994289783,2716;4.4600500715496745,2467;4.423358667811625,2370;4.403757777096404,1506;4.393956956848752,1473;4.390859785164527,1235;4.366445995325563,808;4.362661541149047,362;4.258461557109356,2985;3.8953118688360022,368;3.372280584820254,1570;3.1468922756305444,3218;3.123620680077895,493;2.8617221071472487,2342;2.8273582767610206,1055;1.95206765002836
139,2587;625;1753;1860,daytime:night,201;8.241157,333;7.7174106,16;7.637545,686;7.401708,1074;7.2211614,1292;7.1300225,1441;7.122347,477;7.1017323,1112;7.0175366,3287;6.994626,1086;6.935132,1744;6.8954425,1609;6.895419,1665;6.8949895,371;6.84756,181;6.8309627,1010;6.796323,142;6.777245,488;6.7558184,1246;6.6886535,3323;6.6873217,1753;5.729698091692147,1860;5.7005313543826475,1571;5.649298514702548,1392;5.566600034805642,2698;5.395284739674717,2705;5.3232705353663965,1499;5.307149752290122,1171;5.187999524256984,47;4.976613329686548,2298;4.904028182715749,2587;4.8935200294333265,625;4.799904095188459,2976;4.6937354129244975,2674;4.68085865782246,802;4.634948402566443,2837;4.528781351463257,1924;4.48278758326181,1516;4.476711390062147,880;4.137202119990099,479;4.103000512089135,1619;4.059465672964041,2338;3.7899058492368005,1927;3.645894810485818,2732;3.6324323309786855,518;3.3841796496817325,1215;3.2133495775292413,2666;2.9817709928292544,3589;1.371264528157665,890;0.20977712174403357
140,1890;15;2262,daytime:morning,544;9.844206,458;9.465936,218;9.131837,442;8.947949,2;8.757454,37;8.562608,176;8.554868,232;8.545499,320;8.510693,652;8.482966,118;8.480024,552;8.369843,2275;8.30986,783;8.197418,1743;8.191984,3548;8.090731,121;8.066319,710;8.060421,281;8.054879,706;8.037629,2748;7.990832,629;7.933551,245;7.916967,600;7.914412,727;7.8942666,2794;7.8797154,41;7.8593774,1843;7.855213,257;7.808635,969;7.3692395401669355,261;6.747330359650972,712;6.537247263012544,1482;6.456453221881268,1890;6.320981058634678,1803;5.844478461748979,895;5.823660554695019,1522;5.451819947206113,1563;5.351786782954206,550;5.285183957409197,1180;5.277344446654539,2262;5.225299571881118,2308;5.220144780598695,1967;5.193087337704874,1409;5.189819899766591,1454;4.909438904444541,3757;4.867032114084642,1202;4.83175232304422,15;4.741892802042632,293;3.9158432190825696,3641;3.1070027712095047
140,2444;79;3247,daytime:evening,544;9.844206,442;8.947949,37;8.562608,176;8.554868,320;8.510693,652;8.482966,118;8.480024,4;8.205251,783;8.197418,1743;8.191984,3679;8.189177,2124;6.618355620165111,2411;6.465754621457153,126;6.283625334949864,2837;6.217931154615633,1749;6.177129067066254,2440;5.96027737028713,1183;5.822406609916786,901;5.783862030657291,2301;5.773861982612023,1858;5.764310079376208,579;5.689193339670563,79;5.54080150330565,2883;5.503422981143709,2746;5.487521685029123,3247;5.23166093202367,3036;5.225124515734555,330;5.172898530350766,1533;5.163636238644371,993;5.123498068376608,1951;5.107330185795033,2444;5.063564092591682,3135;5.028780712918304,930;5.004103284171343,1942;4.9427869110562215,3130;4.831817279301167,2191;4.769351730468701,1553;4.652296423430397,3245;4.4817900072337435,3108;4.416672080789285,3585;4.294474351319716,3145;4.291995537594764,2583;4.124014602021059,699;4.049443736983015,2675;4.030767437932522,1114;3.698004991404152,3561;3.235437529104927,3689;1.8864576371883919,1719;1.5892920943682345,3061;1.2640773589982348
