10
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
1026,266,landscape:urban,290;4.133333,689;3.9166667,704;3.8333333,263;3.8125,248;3.75,297;3.75,720;3.75,287;3.75,255;3.7,266;2.9444444444444446
1026,266,drivingstyle:sport driving,290;4.133333,689;3.9166667,704;3.8333333,263;3.8125,248;3.75,297;3.75,720;3.75,287;3.75,255;3.7,266;2.9444444444444446
1019,712;720,drivingstyle:relaxed driving,290;4.133333,689;3.9166667,704;3.8333333,263;3.8125,248;3.75,297;3.75,720;3.75,287;3.75,255;3.7,712;3.0
1019,253,trafficconditions:traffic jam;naturalphenomena:afternoon,290;4.133333,689;3.9166667,704;3.8333333,263;3.8125,248;3.75,297;3.75,720;3.75,287;3.75,255;3.7,253;2.7380952380952377
1019,262,trafficconditions:lots of cars;roadtype:serpentine,290;4.133333,689;3.9166667,704;3.8333333,263;3.8125,248;3.75,297;3.75,720;3.75,287;3.75,255;3.7,262;2.2857142857142856
1019,252,trafficconditions:free road;sleepiness:sleepy;roadtype:highway;mood:active;landscape:mountains,290;4.133333,689;3.9166667,704;3.8333333,263;3.8125,248;3.75,297;3.75,720;3.75,287;3.75,255;3.7,252;3.357142857142857
1019,288,landscape:coast line;drivingstyle:relaxed driving,290;4.133333,689;3.9166667,704;3.8333333,263;3.8125,248;3.75,297;3.75,720;3.75,287;3.75,255;3.7,288;3.5555555555555554
1019,257,trafficconditions:free road;roadtype:highway;naturalphenomena:day time,290;4.133333,689;3.9166667,704;3.8333333,263;3.8125,248;3.75,297;3.75,720;3.75,287;3.75,255;3.7,257;1.625
1019,291,weather:rainy,290;4.133333,689;3.9166667,704;3.8333333,263;3.8125,248;3.75,297;3.75,720;3.75,287;3.75,255;3.7,291;3.020833333333333
1019,258,mood:active,290;4.133333,689;3.9166667,704;3.8333333,263;3.8125,248;3.75,297;3.75,720;3.75,287;3.75,255;3.7,258;2.433333333333333
1019,722,naturalphenomena:morning;mood:active,290;4.133333,689;3.9166667,704;3.8333333,263;3.8125,248;3.75,297;3.75,720;3.75,287;3.75,255;3.7,722;2.7916666666666665
1019,274,weather:rainy;sleepiness:awake;drivingstyle:relaxed driving,290;4.133333,689;3.9166667,704;3.8333333,263;3.8125,248;3.75,297;3.75,720;3.75,287;3.75,255;3.7,274;2.9
1019,256,mood:sad,290;4.133333,689;3.9166667,704;3.8333333,263;3.8125,248;3.75,297;3.75,720;3.75,287;3.75,255;3.7,256;1.7222222222222223
1019,260,weather:cloudy;trafficconditions:free road;naturalphenomena:night;landscape:mountains,290;4.133333,689;3.9166667,704;3.8333333,263;3.8125,248;3.75,297;3.75,720;3.75,287;3.75,255;3.7,260;2.5
1019,249,weather:cloudy;sleepiness:awake;roadtype:highway;mood:sad,290;4.133333,689;3.9166667,704;3.8333333,263;3.8125,248;3.75,297;3.75,720;3.75,287;3.75,255;3.7,249;3.4
1019,294,weather:snowing;trafficconditions:lots of cars;naturalphenomena:day time;mood:happy;drivingstyle:sport driving,290;4.133333,689;3.9166667,704;3.8333333,263;3.8125,248;3.75,297;3.75,720;3.75,287;3.75,255;3.7,294;2.9166666666666665
1019,291,weather:snowing;trafficconditions:lots of cars;mood:sad;drivingstyle:sport driving,290;4.133333,689;3.9166667,704;3.8333333,263;3.8125,248;3.75,297;3.75,720;3.75,287;3.75,255;3.7,291;3.020833333333333
1019,265,sleepiness:sleepy,290;4.133333,689;3.9166667,704;3.8333333,263;3.8125,248;3.75,297;3.75,720;3.75,287;3.75,255;3.7,265;3.7
1019,707,mood:lazy,290;4.133333,689;3.9166667,704;3.8333333,263;3.8125,248;3.75,297;3.75,720;3.75,287;3.75,255;3.7,707;2.5833333333333335
1019,259,weather:cloudy;roadtype:highway;naturalphenomena:morning;mood:active;landscape:coast line,290;4.133333,689;3.9166667,704;3.8333333,263;3.8125,248;3.75,297;3.75,720;3.75,287;3.75,255;3.7,259;2.6875
1019,716,naturalphenomena:afternoon,290;4.133333,689;3.9166667,704;3.8333333,263;3.8125,248;3.75,297;3.75,720;3.75,287;3.75,255;3.7,716;1.9166666666666667
1019,254,weather:cloudy;trafficconditions:free road,290;4.133333,689;3.9166667,704;3.8333333,263;3.8125,248;3.75,297;3.75,720;3.75,287;3.75,255;3.7,254;2.357142857142857
1019,295,weather:snowing;mood:active;drivingstyle:sport driving,290;4.133333,689;3.9166667,704;3.8333333,263;3.8125,248;3.75,297;3.75,720;3.75,287;3.75,255;3.7,295;3.357142857142857
1019,250,weather:rainy;roadtype:city,290;4.133333,689;3.9166667,704;3.8333333,263;3.8125,248;3.75,297;3.75,720;3.75,287;3.75,255;3.7,250;2.7407407407407405
1019,289,roadtype:city;naturalphenomena:night;drivingstyle:sport driving,290;4.133333,689;3.9166667,704;3.8333333,263;3.8125,248;3.75,297;3.75,720;3.75,287;3.75,255;3.7,289;3.25
1032,684,weather:sunny;naturalphenomena:day time,290;4.133333,689;3.9166667,704;3.8333333,263;3.8125,248;3.75,297;3.75,720;3.75,287;3.75,255;3.7,684;2.5
