50
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50
12,3051;2254;1212;225,daytime:morning,342;8.908519,656;8.718412,652;8.485316,118;8.480509,177;8.420804,262;8.23956,95;8.235522,396;8.143528,1219;8.070946,706;7.8587184,280;7.846276,6;7.7836227,1575;7.7230387,401;7.701359,142;7.696682,1436;7.622415,1420;7.613974,918;7.5915112,1174;7.5812626,281;7.579954,2345;7.569558,176;7.56263,116;7.539894,969;7.53439,201;7.4886146,1235;7.4809613,170;7.4634147,454;7.4524765,302;7.4425306,2601;7.4139223,670;7.397421,34;7.391234,2261;7.3559265,1259;7.327698,1737;7.317282,931;6.893993116542793,721;6.586156800349759,3051;6.325268007857846,1718;5.542767462093329,225;5.3371489201353395,992;5.2943906344999005,167;5.076666011387941,1212;4.8583346570586645,2287;4.771493419901573,2703;4.5162722633317625,2254;4.459132287549325,1089;4.414259768066354,1186;4.1999534276033295,452;3.7972764506768257,3010;3.342397207163727
12,616;29;1504;218,daytime:evening,656;8.718412,732;8.639876,652;8.485316,118;8.480509,396;8.143528,1219;8.070946,280;7.846276,3548;7.756261,401;7.701359,142;7.696682,579;7.6399016,1436;7.622415,1420;7.613974,918;7.5915112,1174;7.5812626,281;7.579954,116;7.539894,1434;7.537997,600;7.5176654,1235;7.4809613,96;7.469886,170;7.4634147,302;7.4425306,2988;6.831845347088545,2920;6.056081707742976,616;6.048200007096311,45;6.037528984266197,218;6.024472925281947,2452;5.9624820893312975,1010;5.74863459432319,424;5.718028501592778,2026;5.609833728809722,1618;5.585856710532429,629;5.459557994949702,1301;5.417757766031863,1062;5.369358288633955,1451;5.332797145111478,2404;5.267754189504681,1535;5.177883072213855,1997;5.0909681795042525,29;4.85671258887137,1165;4.800110168976218,1504;4.758437686894613,914;4.521810962080184,1349;4.485073064635045,1559;4.445488520537331,2912;4.389996407904501,3016;4.001567271781882,2134;2.3247013939607233,444;1.1131350136588527
12,1555;405;1787;783,daytime:afternoon,342;8.908519,656;8.718412,732;8.639876,177;8.420804,262;8.23956,95;8.235522,396;8.143528,706;7.8587184,6;7.7836227,3548;7.756261,1575;7.7230387,401;7.701359,142;7.696682,579;7.6399016,1436;7.622415,918;7.5915112,2345;7.569558,176;7.56263,116;7.539894,1434;7.537997,969;7.53439,600;7.5176654,201;7.4886146,1235;7.4809613,96;7.469886,783;7.047363373984571,2785;6.243195178854951,1867;6.119821605052221,2511;5.792673927278703,1101;5.710378026726195,1555;5.585292623725467,718;5.532323197928807,1445;5.45629117085841,2805;5.097630862687718,1255;5.0240892675205036,2659;4.741932934137651,932;4.523446057304917,2884;4.488020686945154,1694;4.446968195038653,106;4.400574822483436,1787;4.331661466908041,657;4.179447829171692,1070;4.1526229588585,2041;3.831609496611894,405;3.5116711076737492,1529;3.2244226875772215,844;3.121669439829099,2510;2.9333146714221403,354;2.6295196341130653,2949;2.003649693649259
12,1914;293;1430;2019;2457,daytime:night,342;8.908519,656;8.718412,732;8.639876,652;8.485316,118;8.480509,177;8.420804,262;8.23956,95;8.235522,1219;8.070946,706;7.8587184,280;7.846276,6;7.7836227,3548;7.756261,1575;7.7230387,142;7.696682,579;7.6399016,1436;7.622415,1420;7.613974,918;7.5915112,1174;7.5812626,281;7.579954,2345;7.569558,176;7.56263,1434;7.537997,969;7.53439,600;7.5176654,201;7.4886146,1235;7.4809613,96;7.469886,170;7.4634147,454;7.4524765,302;7.4425306,1430;6.707153991879055,370;6.261310872593238,2457;6.116984447903961,2174;5.804735838822125,2734;5.7504231107765404,2019;5.682328242049319,2342;5.155622693903536,2434;5.154220077450315,3025;4.977648817503353,577;4.91734666966617,2173;4.9111349689854205,2333;4.875851040810344,1914;4.620772010159099,2418;4.583378291464237,2799;4.38941328615188,293;4.218942238957265,2766;3.9190027510638505,780;2.3337289561112193
139,1447;2498;2925;320,daytime:morning,201;7.8647146,969;7.1611185,1086;7.1359434,918;7.1010833,1609;6.9571214,142;6.8737936,684;6.8694143,1464;6.8522305,1252;6.7047133,1096;6.6958175,268;6.648376,2785;6.599251,280;6.5987234,1306;6.4987755,1750;6.4785013,1677;6.4464927,181;6.4207144,34;6.40483,2261;6.352578,3323;6.3423367,1913;6.34037,1636;6.3099346,371;5.9668090624536445,136;5.875178331928301,2264;5.7885119329158075,3287;5.76094911588099,254;5.645669375162971,530;5.615112987828176,2080;4.96171104507419,1152;4.813998911047838,2229;4.587112426408505,2127;4.531305747167934,70;4.415791578167429,2498;4.231886635187158,1725;4.226558785882991,1008;4.202062548381811,482;3.9115868952280834,1447;3.851192172556758,320;3.7719266235581896,3217;3.4309710211848525,1039;3.3330479921630523,2925;3.1982441921222438,2696;3.0314706863215917,1363;2.9731024359473412,1487;2.95868409964545,79;2.550669506381544,2583;2.2168823109358735,3138;1.6897939829316613,3630;1.4674879188432592
139,3107;2517;1955,daytime:evening,1074;7.557713,1292;7.193627,969;7.1611185,918;7.1010833,684;6.8694143,1464;6.8522305,1252;6.7047133,1096;6.6958175,268;6.648376,2785;6.599251,280;6.5987234,1306;6.4987755,1750;6.4785013,1677;6.4464927,181;6.4207144,656;6.414723,1420;6.409821,2261;6.352578,3323;6.3423367,1913;6.34037,16;6.3269706,747;6.283053,2591;6.2747974,1731;6.272455,333;6.2470927,855;6.2306194,1105;6.227719,600;6.2275877,1732;6.191859,1442;5.7581993356264825,1403;5.373297225408624,2411;5.2172172718991945,1893;5.0031911300683705,1351;4.666629205216127,167;4.6524590775353705,1965;4.583534606729628,1861;4.438976829257438,3393;4.346839975093917,2616;4.323109335044581,1006;4.286888943322567,1955;3.7830327253561036,2640;3.5008906044694093,2707;3.4627747760232683,3390;3.3970067239540462,3107;3.3880527142936074,1037;3.365593173192719,850;3.2746487257188654,2528;3.2595220385239627,2026;3.183872718799539,2517;2.997915813528636
139,2260;1600;1279,daytime:afternoon,201;7.8647146,1074;7.557713,1292;7.193627,969;7.1611185,1086;7.1359434,918;7.1010833,1609;6.9571214,142;6.8737936,1464;6.8522305,1252;6.7047133,1096;6.6958175,268;6.648376,2785;6.599251,280;6.5987234,1306;6.4987755,1750;6.4785013,1677;6.4464927,181;6.4207144,656;6.414723,1420;6.409821,34;6.40483,2261;6.352578,3323;6.3423367,1913;6.34037,16;6.3269706,1636;6.3099346,1294;6.286638,747;6.283053,1206;5.77031569544071,221;5.638179640491585,1600;5.232198983303053,2260;5.005123675892823,1534;4.929595234575223,1279;4.522927812294922,1102;4.500089361097691,2543;4.1874121651048695,3267;4.051348544136692,689;4.017295675838194,1701;3.9535967050862704,2577;3.9370594315024325,3109;3.8125200449977683,255;3.670040765024038,2329;3.503677558650003,202;3.368940956296949,1876;3.1947400820597736,1587;3.1248222013753373,3364;2.811121921156537,3041;2.2651850342416884,666;0.3907735339733995,1788;0.19309035952361753
139,1850;129;2900;1105;280,daytime:night,201;7.8647146,1074;7.557713,1292;7.193627,1086;7.1359434,918;7.1010833,1609;6.9571214,142;6.8737936,684;6.8694143,1096;6.6958175,2785;6.599251,280;6.5987234,1750;6.4785013,1677;6.4464927,181;6.4207144,656;6.414723,1420;6.409821,34;6.40483,2261;6.352578,3323;6.3423367,16;6.3269706,1636;6.3099346,1294;6.286638,747;6.283053,1731;6.272455,333;6.2470927,1105;6.227719,600;6.2275877,3710;6.2275167,488;6.1820736,1052;6.1564755,1667;6.1196394,3753;6.115204,1246;6.0996237,342;6.09845,223;5.4352383958050545,1934;5.116083720356592,1850;4.913277048222946,129;4.78695971971902,2761;4.493007387718564,2473;4.402824285639224,3382;4.380110406265505,2672;3.754198779737804,3006;3.5250001483048528,967;3.5230949595719814,295;3.163273337751238,2389;3.0563870428231277,1513;3.041803280478949,2654;2.7756213217878782,2900;2.6986930429221143,3350;2.369983736070815
140,2038;2887;1349;2571,daytime:morning,176;9.832495,652;9.4793415,2;9.201136,281;9.128617,396;8.8019085,177;8.692722,458;8.619314,245;8.577762,3548;8.449461,544;8.333976,3369;8.327699,118;8.300499,1235;8.1687975,600;8.083644,442;7.9702063,84;7.897285,41;7.8902745,1127;7.866917,1584;7.864275,1035;7.7982984,783;7.7962713,616;7.7878156,1174;7.7556367,456;7.7532973,37;7.746459,1843;7.7250223,552;7.7050204,6;7.6955113,302;7.6446095,2275;7.628564,2794;7.607883,880;7.6023374,1348;7.579313,3267;7.574845,218;7.5730095,3590;6.8231565803470815,796;6.319309801546909,2038;6.241620476442838,2887;6.016561342390293,3046;5.437312316785584,857;4.9367143976375925,910;4.793744606794022,3020;4.654935066640965,2571;4.459420772837595,1074;4.3269146469668565,2427;4.252858063069498,467;3.240200387826113,1349;3.162763185059993,1865;3.062965334126817,477;2.793209188271854
140,3002;1517;1033,daytime:evening,176;9.832495,652;9.4793415,281;9.128617,177;8.692722,458;8.619314,3548;8.449461,544;8.333976,279;8.319548,118;8.300499,39;8.240923,1235;8.1687975,262;8.14196,915;6.36447153428301,2408;6.115670568006507,2824;6.066644147160503,1799;6.005735278711614,1737;5.9858348471054885,1075;5.8882685194427955,2400;5.813484170567735,2354;5.6714579887341925,1059;5.5697938756513885,2724;5.447591210091854,336;5.418077356580788,2759;5.312207879026956,2311;5.3057346056193335,1940;5.280003993091916,1924;5.164585219025472,1585;5.073195232004604,1508;4.895423799900927,2458;4.894642254561185,3607;4.789475812954827,2983;4.773858196163337,3;4.7049638338301225,2245;4.690993589803886,1045;4.650473963547835,1033;4.566157607559508,3537;4.260874570537891,3002;4.212061711509827,2194;4.007461972108043,1110;3.8550993437248904,1383;3.7402772469656136,2813;3.7354144283309165,3727;3.69982556705853,3128;3.6893172125850255,2372;3.514850412741164,3735;3.510395336373543,17;3.427253299332717,1517;3.1720799584256123,3323;2.8580105502077418
140,2949;3168;2831,daytime:afternoon,176;9.832495,2;9.201136,281;9.128617,396;8.8019085,177;8.692722,458;8.619314,245;8.577762,3548;8.449461,544;8.333976,3369;8.327699,279;8.319548,118;8.300499,39;8.240923,262;8.14196,600;8.083644,114;7.89321,41;7.8902745,1127;7.866917,1584;7.864275,37;7.746459,1843;7.7250223,552;7.7050204,6;7.6955113,302;7.6446095,2275;7.628564,2794;7.607883,1348;7.579313,3267;7.574845,218;7.5730095,619;7.080618435856529,1513;6.99367524374318,727;6.802976844745033,721;6.530252312527414,511;6.3592199496654755,1525;6.071498201749497,2089;5.830425940048224,2250;5.586415980804711,2831;5.2840830894697435,3014;5.118771522114603,2174;5.003431042807257,709;4.506715127846782,3553;4.447937200036763,571;4.290196251165272,1686;4.247543508335217,530;4.077888407331854,762;4.061323667398432,3291;3.4536835287501977,2021;3.449615468867752,3168;2.4851055664493034,2949;2.0158859552356394
140,258;2156;1559,daytime:night,652;9.4793415,2;9.201136,396;8.8019085,458;8.619314,245;8.577762,544;8.333976,3369;8.327699,279;8.319548,39;8.240923,1235;8.1687975,262;8.14196,600;8.083644,442;7.9702063,84;7.897285,114;7.89321,41;7.8902745,1127;7.866917,1584;7.864275,1035;7.7982984,783;7.7962713,616;7.7878156,1174;7.7556367,456;7.7532973,552;7.7050204,6;7.6955113,302;7.6446095,2275;7.628564,880;7.6023374,218;7.5730095,4;7.549981,3175;7.5258346,56;7.5229497,2876;7.5213175,3280;7.5116224,3807;7.50835,969;7.4879646,772;7.48355,1866;7.4697895,1434;7.462068,1262;7.4612556,2382;7.4432,1112;7.4181867,67;7.400616,2345;7.385406,931;6.95968690143219,3395;6.523551195308217,2156;6.403541462183525,3019;5.112502906609965,258;5.080373255126377,1559;4.88578394295572
114,114;1220;1674;216,daytime:morning,6;7.3109727,456;7.1346483,342;7.1279836,3548;7.113326,176;7.102509,783;6.9969482,262;6.9967766,458;6.9164047,281;6.860164,133;6.8498263,39;6.839889,2;6.8365984,442;6.830389,584;6.8183246,41;6.8109426,600;6.7903037,568;6.7314124,830;6.728895,4;6.7241263,706;6.714796,84;6.663604,2748;6.650689,3395;6.6433353,337;6.614719,789;6.5468364,401;6.5241885,175;6.493662,100;6.49177,969;6.486368,118;6.486316,855;6.421722,2400;6.410104,302;6.383835,552;6.377265,1112;6.371374,159;6.370423,280;6.362202,161;6.3554826,1235;6.3322363,1262;6.3107457,1858;6.301479,772;6.2875824,114;5.715435759502154,2222;5.3124410693736435,348;5.261493539860985,2887;5.093329732088029,216;5.011050993161747,702;4.954627378929727,1220;4.75435070202075,1674;4.289028752821026
114,835;1491;359;2024;1062,daytime:evening,652;7.809614,177;7.4362974,396;7.34825,6;7.3109727,732;7.2999334,456;7.1346483,342;7.1279836,3548;7.113326,176;7.102509,783;6.9969482,262;6.9967766,458;6.9164047,1174;6.8859706,281;6.860164,39;6.839889,2;6.8365984,442;6.830389,584;6.8183246,880;6.817651,41;6.8109426,600;6.7903037,568;6.7314124,830;6.728895,4;6.7241263,706;6.714796,1434;6.6862464,1047;6.6817675,84;6.663604,2748;6.650689,3395;6.6433353,656;6.6339216,337;6.614719,1420;6.5644045,401;6.5241885,175;6.493662,100;6.49177,969;6.486368,118;6.486316,2345;6.4699836,511;6.4452376,1342;5.489666281536382,1062;4.742782885568944,1192;4.179668988267597,230;4.177456566289064,265;3.9894131450687964,2258;3.3526063450136023,359;3.3358703784806534,835;3.200208071120413,1491;2.6267961378646665,2024;2.1731282283928675
114,1180;261;1202;2645,daytime:afternoon,652;7.809614,177;7.4362974,396;7.34825,6;7.3109727,732;7.2999334,456;7.1346483,342;7.1279836,3548;7.113326,176;7.102509,262;6.9967766,1174;6.8859706,281;6.860164,133;6.8498263,39;6.839889,2;6.8365984,442;6.830389,584;6.8183246,880;6.817651,41;6.8109426,568;6.7314124,1434;6.6862464,1047;6.6817675,84;6.663604,2748;6.650689,656;6.6339216,337;6.614719,1420;6.5644045,789;6.5468364,401;6.5241885,175;6.493662,100;6.49177,969;6.486368,118;6.486316,2345;6.4699836,360;6.137827700162239,2913;5.401909960820144,2124;5.289602783548158,261;5.059692210704341,1320;5.059520688413495,1421;4.978361529276274,2873;4.911590059698478,2645;4.448489198071955,2974;4.248100743271841,1202;3.889495572093688,2967;3.6999049202850105,1180;3.228356079665937,865;3.2184372878262164,1297;3.039869211852148,2234;2.9197557692896465,2682;2.844092508607499
114,146;1531;1029;2365;850,daytime:night,652;7.809614,177;7.4362974,396;7.34825,6;7.3109727,732;7.2999334,342;7.1279836,783;6.9969482,458;6.9164047,1174;6.8859706,281;6.860164,133;6.8498263,39;6.839889,442;6.830389,584;6.8183246,880;6.817651,41;6.8109426,600;6.7903037,830;6.728895,4;6.7241263,706;6.714796,1434;6.6862464,1047;6.6817675,84;6.663604,3395;6.6433353,656;6.6339216,1420;6.5644045,789;6.5468364,401;6.5241885,2345;6.4699836,511;6.4452376,855;6.421722,2400;6.410104,1350;6.399125,404;5.9709800617768956,5;5.744886777752849,850;5.180535296381907,2365;4.791921731515084,1101;4.622532179568982,958;4.576728227671129,1029;4.519867504534387,2452;4.381620640280487,1531;3.983373030309422,960;3.9724073516796805,814;3.95437894197438,982;3.5242137897652697,654;3.348201663142991,2954;3.263464600219082,241;3.036823092821928,2930;2.963067725068643,2192;2.6385142195794624
55,2862;3604;793;2728,daytime:morning,747;9.083515,750;8.823365,2358;8.809097,2073;8.463086,2263;8.369121,885;8.329773,2746;8.294384,1655;8.096499,2372;8.018705,3275;7.8115463,1388;7.6710877,2540;7.616832,3650;7.565767,620;7.498056,659;7.4716706,2771;7.397488,2599;7.3027124,2014;7.288355,1194;7.272431,969;7.218327,3352;7.1853147,3185;7.139397,2591;7.13398,372;7.081316,172;7.06484,3155;7.0398536,2056;6.9961786,2688;6.9921494,1074;6.989044,584;6.943467,3214;6.9355702,1553;6.913573,1845;6.891017,2724;6.8610263,3353;6.792588,3111;6.7895427,1143;6.786166,2430;6.776422,1584;6.72947,1247;6.723563,3604;6.690785,2357;6.6130214,1108;6.612082,2628;6.6055436,2654;6.6029425,2351;5.472170953684843,793;4.868261703670864,2728;4.849828051400855,2862;4.10362240794898
55,220;2409;2852;155,daytime:evening,747;9.083515,750;8.823365,2358;8.809097,2073;8.463086,885;8.329773,2746;8.294384,1655;8.096499,2372;8.018705,2665;7.909579,933;7.8275013,3275;7.8115463,2540;7.616832,3650;7.565767,620;7.498056,914;7.44823,2771;7.397488,2599;7.3027124,2014;7.288355,589;7.2823696,1194;7.272431,3352;7.1853147,3185;7.139397,2591;7.13398,172;7.06484,1005;7.043407,192;5.54188998338906,1111;5.380187863801045,3037;5.142491418503299,2409;4.916838552922663,612;4.911307355088875,2783;4.886428038410993,1529;4.744779968769976,3193;4.430190030966296,827;4.216440683313581,3764;4.180528074775001,1460;3.9655392111909213,2075;3.923464341537933,1818;3.74372535754662,2346;3.4689196510956273,907;3.189050398077998,1281;3.0205438950056607,220;2.8377978854225376,1813;2.5589807836060157,946;2.485921573801127,968;2.343411630493889,242;2.2949313972108514,2852;2.24244559113575,126;2.083806300300907,155;1.3769650008292387,1100;1.0962146985184535
