50
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50
12,841;1085;2266,daytime:morning,3610;1.0483743,3611;1.0411354,3040;1.0129173,3225;1.0076729,1877;1.0057949,1926;1.0052229,3675;1.0047569,917;1.0046391,1628;1.0039015,2437;1.0025822,1938;1.0023152,867;1.0022429,1984;1.0021042,807;1.0018523,766;1.001581,91;1.0015725,3426;1.0015391,2753;1.0015216,1692;1.0014664,1405;1.0014415,52;1.0012044,2230;1.0011829,1356;1.0011177,497;1.0010679,3133;1.0010493,3094;1.0010382,2773;1.0010248,2200;1.0010213,1441;1.0000655142533985,2996;1.0000368922994443,1474;1.000028715045061,1085;1.0000155070162502,2266;1.0000058334648523,3042;1.0000017930658547,3049;1.0000001930977778,3263;0.9999977973738194,2857;0.9999958497098415,1009;0.9999956233050747,1038;0.9999950987551651,48;0.9999943995299969,3023;0.9999923019135394,2318;0.9999905621151068,2551;0.9999884507389257,1675;0.9999883678260382,1160;0.9999818113242371,102;0.999980918966976,841;0.9999791946048059,3757;0.999964576986236,2794;0.9999527365132223,508;0.9999370414073087
12,1475;2439;308,daytime:evening,3610;1.0483743,3611;1.0411354,3040;1.0129173,3225;1.0076729,1877;1.0057949,1926;1.0052229,3675;1.0047569,917;1.0046391,1628;1.0039015,2437;1.0025822,1938;1.0023152,867;1.0022429,933;1.0021863,1984;1.0021042,732;1.0018749,807;1.0018523,766;1.001581,91;1.0015725,3426;1.0015391,2753;1.0015216,1692;1.0014664,1405;1.0014415,52;1.0012044,2230;1.0011829,1356;1.0011177,497;1.0010679,1229;1.0001444153034094,2715;1.0000669023266406,308;1.0000551601027314,201;1.0000217918481364,303;1.0000213311172714,130;1.0000201093981782,3141;1.000006609829898,3004;1.0000037371649833,1993;1.0000028020667473,3719;1.0000001819153501,344;0.999999843579791,2304;0.9999956405703183,1211;0.9999934616956384,702;0.999987004931246,891;0.999986450429372,1865;0.9999854948149448,266;0.9999718405722073,1183;0.9999659492775904,2050;0.999965937823381,2609;0.9999624130102496,2439;0.9999623420697894,1475;0.9999610868486467,454;0.9999406461521232,95;0.9999166166095679
12,2408;1940;3116,daytime:afternoon,3610;1.0483743,3611;1.0411354,3040;1.0129173,3225;1.0076729,1877;1.0057949,1926;1.0052229,3675;1.0047569,917;1.0046391,1628;1.0039015,2437;1.0025822,1938;1.0023152,867;1.0022429,933;1.0021863,1984;1.0021042,732;1.0018749,807;1.0018523,766;1.001581,91;1.0015725,3426;1.0015391,2753;1.0015216,1692;1.0014664,1405;1.0014415,52;1.0012044,2230;1.0011829,1356;1.0011177,497;1.0010679,3133;1.0010493,2777;1.0000790955621615,430;1.000059770374565,70;1.00004554795493,2014;1.0000314305542959,2408;1.0000212894906373,2936;1.0000149177346636,945;1.0000123170342472,2458;1.000007749952717,2813;1.000005905242066,2280;1.0000025881197188,445;0.9999992821332074,2252;0.9999912044117069,2932;0.9999819384852807,411;0.9999769459221762,1533;0.9999764474228005,1872;0.9999753788832485,373;0.9999734386330736,282;0.9999639157142596,337;0.9999546574745062,2873;0.9999530803538866,1940;0.9999426040436261,1166;0.9999019302348647,3116;0.9998523836318465
12,2964;68;1017,daytime:night,3610;1.0483743,3611;1.0411354,3040;1.0129173,3225;1.0076729,1877;1.0057949,1926;1.0052229,3675;1.0047569,917;1.0046391,1628;1.0039015,2437;1.0025822,1938;1.0023152,867;1.0022429,933;1.0021863,1984;1.0021042,732;1.0018749,807;1.0018523,766;1.001581,91;1.0015725,3426;1.0015391,2753;1.0015216,1692;1.0014664,1405;1.0014415,52;1.0012044,2230;1.0011829,1356;1.0011177,497;1.0010679,3133;1.0010493,3094;1.0010382,2773;1.0010248,2200;1.0010213,559;1.0009942,2765;1.0009921,1221;1.0009145,1295;1.0008937,3645;1.0008824,1470;1.0008615,2004;1.0007632,475;1.0007569,2956;1.0007548,1383;1.0000191492009414,68;1.000011548685563,803;0.9999932948131577,480;0.9999899986150315,1017;0.9999893743540159,2964;0.9999818566983125,1046;0.9999725830874985,93;0.9999721573219742,939;0.9999571826097354,1964;0.999946957129469,155;0.9994535635165204
139,1406;19;1303;946,daytime:morning,3610;1.0484233,3611;1.0410984,3040;1.0128708,3225;1.007677,1877;1.0057684,1926;1.00528,3675;1.0047605,917;1.0046216,1628;1.0038592,2437;1.002624,867;1.002278,1938;1.0022755,933;1.0021658,1984;1.0020479,732;1.0018754,807;1.001846,766;1.0015897,91;1.0015762,3426;1.0015094,1692;1.0014781,1405;1.001433,52;1.0012038,1356;1.0011646,3133;1.0010977,1944;1.000039992637482,2352;1.0000326741101473,2971;1.0000311523444707,1613;1.0000299498577825,39;1.0000274418505561,1303;1.000025844858665,3055;1.0000256783626644,596;1.0000252366760758,946;1.0000247321078237,3189;1.00002164445649,1851;1.0000120562115395,461;0.9999915336564519,1319;0.9999900525953509,789;0.9999877302120197,2533;0.9999874364735085,1483;0.9999853490660757,1085;0.9999848591689434,3108;0.9999847508754673,75;0.9999783355704682,3321;0.9999666792984456,3320;0.9999629598062949,19;0.9999583710045277,3617;0.9999505136266297,1406;0.9999271435491197,18;0.9999179959932636,718;0.9997349195942069
139,1490;2247;2416;1162,daytime:evening,3610;1.0484233,3611;1.0410984,3040;1.0128708,3225;1.007677,1877;1.0057684,1926;1.00528,3675;1.0047605,917;1.0046216,1628;1.0038592,2437;1.002624,867;1.002278,1938;1.0022755,1984;1.0020479,732;1.0018754,807;1.001846,766;1.0015897,91;1.0015762,3426;1.0015094,1692;1.0014781,2753;1.0014482,1405;1.001433,2230;1.0012335,52;1.0012038,1356;1.0011646,3133;1.0010977,2372;1.0003246724881647,1231;1.0001856487480774,1086;1.0000713614689154,61;1.0000594980830275,2390;1.0000395119126193,1161;1.0000378471213867,1494;1.0000208125340695,2268;1.0000085640777976,1127;1.0000017013436957,2416;0.9999986918673088,3680;0.9999934908320317,1003;0.9999927305032213,1162;0.9999905891952574,1748;0.999980749066178,2247;0.9999805548550484,350;0.9999728929448878,1490;0.9999720031071764,2289;0.9999692852158965,627;0.9999660384516389,1204;0.9999639359336782,411;0.9999622025646165,947;0.9999491050196363,602;0.9999300204205375,2024;0.9999230020168447,1557;0.9998481721621117
139,1543;2810;2000,daytime:afternoon,3610;1.0484233,3611;1.0410984,3040;1.0128708,3225;1.007677,1877;1.0057684,1926;1.00528,3675;1.0047605,917;1.0046216,1628;1.0038592,2437;1.002624,867;1.002278,1938;1.0022755,933;1.0021658,1984;1.0020479,807;1.001846,766;1.0015897,91;1.0015762,3426;1.0015094,1692;1.0014781,2753;1.0014482,1405;1.001433,2230;1.0012335,52;1.0012038,1356;1.0011646,3133;1.0010977,3094;1.0010793,497;1.0010563,2765;1.001001,2200;1.0009888,1939;1.000052056285894,2729;1.0000443507501553,787;1.0000422460698415,1648;1.0000407263479585,360;1.0000217064260213,2000;1.0000162247871807,1071;1.0000069542164294,3014;1.0000008867407113,2568;0.9999955695068119,2996;0.9999836435163892,326;0.999983304670542,844;0.9999714948234883,1471;0.9999562290073706,3059;0.9999543252216173,2810;0.999948911904046,1578;0.9999476691017878,1543;0.9999430293852225,3398;0.9999397618283108,1759;0.9999369380628504,2180;0.9999254744452839,2880;0.999752550184726
139,1550;3132;466;3023,daytime:night,3610;1.0484233,3611;1.0410984,3040;1.0128708,3225;1.007677,1877;1.0057684,1926;1.00528,3675;1.0047605,917;1.0046216,1628;1.0038592,2437;1.002624,867;1.002278,1938;1.0022755,933;1.0021658,1984;1.0020479,732;1.0018754,807;1.001846,766;1.0015897,91;1.0015762,3426;1.0015094,1692;1.0014781,2753;1.0014482,1405;1.001433,2230;1.0012335,2958;1.0000215596036095,354;1.000019382584674,1427;1.0000098351829843,3336;1.0000045705166225,2045;1.000003389973407,3023;1.000002583016731,483;0.9999864773864753,8;0.9999839726569344,3193;0.9999832063128699,2053;0.9999795291118904,2070;0.9999666360891855,466;0.9999655318613685,2834;0.9999644100669587,2366;0.9999643162171974,2572;0.9999440682599736,393;0.9999433694798757,842;0.999940086571335,2778;0.9999330092272924,1455;0.9999327998373965,458;0.9999319407018611,3077;0.9999279876199969,1709;0.999922227041064,1334;0.9999173924042393,906;0.9998792958219693,3132;0.9998769776334465,1714;0.9998306403827415,1550;0.9997861704660007
140,1390;1721;1521;3263,daytime:morning,3610;1.0484065,3611;1.0412298,3040;1.0129824,3225;1.0077219,1877;1.005834,1926;1.0052898,3675;1.0048258,917;1.0046892,1628;1.0039651,2437;1.002671,1938;1.002377,867;1.0023066,933;1.0022432,1984;1.0021628,807;1.0019159,766;1.001657,91;1.001651,3426;1.0016178,2753;1.0015769,1692;1.0015246,1405;1.0014898,52;1.0012703,2230;1.0012575,1356;1.0011908,2773;1.0011301,637;1.0003785454572747,34;1.0001818927510358,2814;1.0001591561410772,1390;1.0001127218809283,2211;1.0001022627810827,1086;1.0000860578006956,3051;1.000083671900137,2564;1.0000815653984345,1521;1.000080798959852,866;1.0000775164841524,2026;1.000070203617791,2988;1.0000618741743381,1730;1.0000596612854689,3263;1.0000588734013491,1721;1.0000581751819482,1351;1.0000524120124763,3685;1.0000515342526124,262;1.0000493828584,2443;1.0000306338676628,1575;1.000023038786166,2612;1.0000135312764602,741;1.0000116919496302,2601;1.0000096517304538,3543;0.9999873623567354,1113;0.9999735661361489
140,3095;2533;1641;701;2271,daytime:evening,3610;1.0484065,3611;1.0412298,3040;1.0129824,3225;1.0077219,1877;1.005834,1926;1.0052898,3675;1.0048258,917;1.0046892,1628;1.0039651,2437;1.002671,1938;1.002377,867;1.0023066,933;1.0022432,1984;1.0021628,3369;1.0001223100225927,3175;1.0000935191008489,1934;1.0000856369873707,701;1.0000804778813381,170;1.0000802870591459,2294;1.000078177266032,2622;1.000076343035092,257;1.000070562050756,520;1.000070163542714,1534;1.0000685967401548,2762;1.000068033796948,2271;1.0000600686067698,236;1.0000598045699938,3286;1.0000591121029627,805;1.0000587609651443,1786;1.0000500739067755,1944;1.0000499987436837,1607;1.000044659831635,2533;1.0000410517233256,1641;1.0000404308023656,1657;1.0000389638178542,1083;1.0000368683638339,997;1.0000356088237126,3663;1.0000329346965982,3680;1.0000308198237202,1544;1.0000234947257518,3095;1.0000234882608139,3761;1.0000192707064264,596;1.0000110798925714,2339;1.0000074191104666,508;1.0000054771943088,2823;0.9999943030919657,3568;0.9999487107372761,697;0.9999096665472972,1612;0.9992394730041931,2692;0.9991224038880573
