50
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50
12,2020;3072;510;840,daytime:morning,3638;1.0447432,2447;1.0384723,1044;1.037823,1628;1.0364037,3225;1.0227853,3611;1.0130329,1672;1.0075176,3677;1.0023181,3142;1.0019041,1976;1.0016273,118;1.0014542,2825;1.0013671,2562;1.0013084,1218;1.0012664,1132;1.0011947,750;1.0011332,3730;1.000986,2200;1.0009729,3251;1.0007515,2972;1.0007313,1984;1.0007068,1525;1.0006917,1074;1.0006807,548;1.0006552,1247;1.0006368,1915;1.0005823,2046;1.0005662,2237;1.0005586,634;1.0005522,1879;1.0005364,1819;1.0005302,3830;1.0005146,2772;1.0004929,2771;1.0004878,804;1.0000671747981433,168;0.9999866260569416,461;0.9999856580512706,2020;0.999957221923165,2250;0.9999537257775254,492;0.9999287996403753,360;0.9999264985216021,2010;0.9999091498332984,2365;0.9999077578937018,510;0.9998913496698549,179;0.9998908548040764,2735;0.9998814230827028,1103;0.9998776581540515,3072;0.9998596623008751,703;0.9998115259015891,840;0.9995303628355873
12,3067;1886;1071;239,daytime:evening,3638;1.0447432,2447;1.0384723,1044;1.037823,1628;1.0364037,3225;1.0227853,3611;1.0130329,1672;1.0075176,3677;1.0023181,3142;1.0019041,1976;1.0016273,118;1.0014542,2825;1.0013671,2562;1.0013084,1218;1.0012664,3679;1.0012367,1132;1.0011947,750;1.0011332,3730;1.000986,2200;1.0009729,3251;1.0007515,2972;1.0007313,3067;0.9999812713075064,3202;0.9999810100206641,392;0.999961994175501,261;0.999952560573602,596;0.9999380408743044,1021;0.9999369524662166,2009;0.9999334577819661,2646;0.9999274526855562,1541;0.9999149332146445,270;0.9999072564684867,585;0.9999070886782458,1619;0.9999005047308767,1071;0.9998971223621939,3414;0.9998927852731443,36;0.9998840223382327,1886;0.9998810567496281,821;0.9998807315370914,2852;0.9998779537402256,2345;0.9998772084925335,2412;0.9998755397335855,1023;0.9998752853391486,831;0.9998652295776786,544;0.999864998236864,239;0.9998553761102998,2480;0.9998549534882519,1350;0.9998429922848407,199;0.9998421847645458,1789;0.9998172988782353,3807;0.9991185630642931
12,1833;2663;386;1547,daytime:afternoon,3638;1.0447432,2447;1.0384723,1044;1.037823,1628;1.0364037,3225;1.0227853,3611;1.0130329,1672;1.0075176,3677;1.0023181,3142;1.0019041,1976;1.0016273,2825;1.0013671,2562;1.0013084,1218;1.0012664,3679;1.0012367,1132;1.0011947,750;1.0011332,3730;1.000986,2200;1.0009729,3251;1.0007515,2972;1.0007313,1984;1.0007068,1525;1.0006917,1074;1.0006807,548;1.0006552,1247;1.0006368,667;1.000339858677155,2021;1.0000383754123292,1081;0.9999789873648466,2887;0.999940715336219,281;0.999938284421712,1547;0.9999378595485715,2545;0.9999328710958826,727;0.9999206075456185,3319;0.9999123149114855,771;0.9999076391263891,758;0.9999039863950591,280;0.9999000808753037,1526;0.9998957426737466,408;0.9998921809178137,1122;0.9998910652621938,1833;0.9998901119803613,601;0.999887241664796,1118;0.9998871721058564,2211;0.9998867045097525,3710;0.9998803651710241,670;0.9998688815259855,1686;0.9998497936003362,2663;0.9998492344326392,386;0.9998479318547097,1131;0.9998154996148357
12,1454;459;349;458,daytime:night,3638;1.0447432,2447;1.0384723,1044;1.037823,1628;1.0364037,3225;1.0227853,3611;1.0130329,1672;1.0075176,3677;1.0023181,3142;1.0019041,1976;1.0016273,118;1.0014542,2825;1.0013671,2562;1.0013084,1218;1.0012664,3679;1.0012367,1132;1.0011947,750;1.0011332,3730;1.000986,2200;1.0009729,3251;1.0007515,2972;1.0007313,1984;1.0007068,1525;1.0006917,1074;1.0006807,548;1.0006552,1247;1.0006368,1915;1.0005823,2046;1.0005662,2237;1.0005586,634;1.0005522,1879;1.0005364,1819;1.0005302,3830;1.0005146,2772;1.0004929,2771;1.0004878,1652;1.0000251915830416,1454;0.9999187738517744,459;0.9999145982332394,349;0.9998887302708643,187;0.9998871058315834,2880;0.9998820639655075,632;0.999877951143666,610;0.9998709504359998,3692;0.9998650984783444,680;0.9998588311613322,57;0.9998525431480217,476;0.9998481305415818,458;0.9998350163886593,456;0.9998257629812143,3352;0.9998128119338903
139,678;176;2762;2291,daytime:morning,3638;1.0448824,2447;1.0385662,1044;1.0379345,1628;1.0364907,3225;1.0228974,3611;1.0130922,1672;1.0076234,3677;1.002415,3142;1.0019641,1976;1.0017058,118;1.0015442,2825;1.0014856,2562;1.0014172,3679;1.0013593,1218;1.0013483,1132;1.001283,750;1.0012313,3730;1.0011,1166;1.00009433822995,1942;1.0000635874254697,333;1.0000595437207456,2615;1.0000565664144512,1595;1.0000524249606926,2034;1.00005189669865,2291;1.0000511677221444,3753;1.0000397647585733,281;1.0000371950146418,3286;1.0000293068027748,2762;1.0000290923687876,1167;1.0000152807536002,1190;1.000006570041145,605;1.0000044524421776,1566;0.999994826320154,1671;0.9999934474313213,2177;0.9999882552950995,678;0.9999862365730003,2477;0.9999815660284784,1843;0.9999789980858483,2029;0.9999775419997543,309;0.9999755295368951,2413;0.9999722916165129,176;0.9999709890797971,2011;0.999969556996221,3771;0.9999657529104902,2008;0.9999651721901948,869;0.9999551190551784,1739;0.9999514166522244,1378;0.9999390354098988,594;0.9999350069320169,2218;0.9998690350146927
139,187;1054;983;1151;544,daytime:evening,3638;1.0448824,2447;1.0385662,1044;1.0379345,1628;1.0364907,3225;1.0228974,3611;1.0130922,1672;1.0076234,3677;1.002415,3142;1.0019641,1976;1.0017058,2825;1.0014856,2562;1.0014172,1218;1.0013483,1132;1.001283,750;1.0012313,3730;1.0011,2200;1.0010695,2972;1.0008357,3251;1.0008318,1525;1.0007961,548;1.0007793,1984;1.0007783,1074;1.0007606,1247;1.0007458,1915;1.0007089,2237;1.0007012,634;1.0006704,2046;1.0006579,1819;1.0006232,2701;1.000209739743037,1139;1.0001146541029764,396;1.000072605347393,2449;1.00003619638601,2043;1.000014987400515,983;1.0000093611082446,1164;1.0000018218468791,772;0.999997169250748,1151;0.9999936226264695,2596;0.999993576596679,187;0.9999875331972812,1667;0.9999840569424291,1184;0.9999790813118535,1718;0.9999729218827302,1656;0.9999636484414003,1054;0.9999578368625955,544;0.9999543538243151,3713;0.9999534307774496,2639;0.999938550103605,2;0.9998749615209741,3839;0.9668863864437077
139,365;3541;1637;1275,daytime:afternoon,3638;1.0448824,2447;1.0385662,1044;1.0379345,1628;1.0364907,3225;1.0228974,3611;1.0130922,1672;1.0076234,3677;1.002415,3142;1.0019641,1976;1.0017058,118;1.0015442,2825;1.0014856,2562;1.0014172,3679;1.0013593,1218;1.0013483,1132;1.001283,750;1.0012313,3730;1.0011,2200;1.0010695,2972;1.0008357,3251;1.0008318,1525;1.0007961,548;1.0007793,1984;1.0007783,365;1.0000948059774588,3541;1.0000627607284067,1197;1.000055230657138,2911;1.0000539101351908,2460;1.000050742725647,452;1.0000475301167098,1844;1.0000451004512927,1275;1.0000429824361494,496;1.0000400773983682,2690;1.000037261038239,1321;1.0000362721334857,1637;1.00001111808567,648;1.0000087022085293,2432;1.0000082358156412,2378;1.000007286257231,1523;1.0000063739073393,1778;1.0000057067992658,2974;0.9999983591050396,1327;0.9999973139688052,1329;0.999983315048696,2236;0.9999821176918882,127;0.9999820235381245,2211;0.9999761894228048,1192;0.9999599922732949,218;0.9999577566905846,212;0.9997168127281715
139,831;1224;92;3424;41,daytime:night,3638;1.0448824,2447;1.0385662,1044;1.0379345,1628;1.0364907,3225;1.0228974,3611;1.0130922,1672;1.0076234,3677;1.002415,3142;1.0019641,1976;1.0017058,118;1.0015442,2825;1.0014856,2562;1.0014172,3679;1.0013593,1218;1.0013483,1132;1.001283,750;1.0012313,3730;1.0011,2200;1.0010695,2972;1.0008357,3251;1.0008318,1525;1.0007961,548;1.0007793,1984;1.0007783,1074;1.0007606,1247;1.0007458,1915;1.0007089,2237;1.0007012,634;1.0006704,2046;1.0006579,1819;1.0006232,2771;1.0006199,407;1.0000745850517274,41;1.0000594524377067,92;1.0000562236643482,3005;1.0000531912546935,2368;1.0000377228168913,2005;1.0000256847174671,3607;1.0000202720076312,2531;1.000005879062034,3597;1.000001257884387,1224;1.000000408455174,1780;0.9999990076580656,2734;0.9999941575531173,652;0.999990579788314,2840;0.9999839701186809,1948;0.9999810775150451,1370;0.9999645638175556,831;0.9999537234968583,3424;0.9998729627566907
140,2780;3704;588,daytime:morning,3638;1.04493,2447;1.0385745,1044;1.0379717,1628;1.0364809,3225;1.0229117,3611;1.0130725,1672;1.0076346,3677;1.0024279,3142;1.0019488,1976;1.00171,118;1.0015526,2825;1.0015066,2562;1.001441,3679;1.0013746,1218;1.0013361,1132;1.0012966,750;1.0012411,3730;1.0011259,2200;1.0010843,2972;1.0008535,3251;1.0008299,548;1.0008135,1525;1.0008104,1984;1.0007694,1247;1.0007625,1915;1.0007426,2237;1.0007372,3704;1.00017047393802,2431;1.0001249536306236,3034;1.0001059994054415,1917;1.0000994305793722,588;1.0000918474978437,549;1.000082583560995,2780;1.0000784334402881,3075;1.0000693583915217,2682;1.0000627030986127,299;1.000059677955232,1301;1.000055961306417,905;1.0000504054362547,2787;1.0000455570012456,518;1.0000434367841398,1217;1.0000323414213752,3789;1.0000094461229132,2696;1.000002074793036,2855;0.9999963565377905,3217;0.9999854677117425,3288;0.999984616928426,761;0.9999618763637144,274;0.9999473917556597,1205;0.9999452253155919
140,891;16;643;2403;283,daytime:evening,3638;1.04493,2447;1.0385745,1044;1.0379717,1628;1.0364809,3225;1.0229117,3611;1.0130725,1672;1.0076346,3677;1.0024279,3142;1.0019488,1976;1.00171,118;1.0015526,2825;1.0015066,2562;1.001441,3752;1.00026394670998,2605;1.000145821721414,38;1.0000797055256982,891;1.000075640430765,2393;1.0000665562395885,2313;1.0000657040693823,1002;1.0000652395749425,2457;1.000054775875488,3099;1.0000513505479307,48;1.000050824136724,947;1.0000485553930434,273;1.0000344952571285,3550;1.0000309222591615,1528;1.0000278962985918,643;1.000025733076392,2347;1.000024928315043,3018;1.0000160183977884,2403;1.0000152955926938,283;1.0000120591732196,3630;1.0000103793767559,1089;1.0000025880646841,980;0.9999894964254923,371;0.9999883786488518,432;0.9999878696552742,2944;0.9999875353470457,1789;0.9999870516582159,16;0.9999861094555336,1512;0.9999707356312764,207;0.9999619590065564,2335;0.9999605602202606,1428;0.9999580470525993,2071;0.9999415503552562,1622;0.9999375722679545,2786;0.9999236806699423,2102;0.9999064877750247,3138;0.9998923590469809,2671;0.9997858647516186
