50
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50
12,420;859;496,daytime:morning,3675;1.049375,3611;1.0306095,965;1.0180911,1044;1.017781,1672;1.0146013,1840;1.0062308,1797;1.0056264,3677;1.0033854,1221;1.0029942,3226;1.0026277,3092;1.0019834,2245;1.0019174,1028;1.0017873,2972;1.0017864,3040;1.0017313,3717;1.0017179,633;1.0016965,1829;1.0016872,806;1.0015144,2417;1.0014217,2753;1.0013773,3833;1.001334,1313;1.001291,2777;1.0012418,63;1.001236,617;1.001183,732;1.0004961726518011,442;1.0003847379274644,279;1.0002799876369945,2877;1.0002454690400833,991;1.0002392674212275,205;1.000227507081747,1481;1.0002100812197228,1842;1.0002039843417403,628;1.0002025926083808,2038;1.0002019398788293,2163;1.0001973588638113,496;1.0001967255449677,1942;1.0001901381559248,859;1.00018380353031,599;1.0001836874646084,1332;1.0001796096572262,2191;1.0001680432770024,1434;1.0001662405794258,2928;1.0001565876265186,1927;1.0001545190796206,420;1.0001488788494377,131;1.0001013909926997,3848;1.0000854649424318,3679;0.9996025468787553
12,977;2836;235;706;1440,daytime:evening,3675;1.049375,3611;1.0306095,965;1.0180911,1044;1.017781,1672;1.0146013,1840;1.0062308,1797;1.0056264,3677;1.0033854,1221;1.0029942,3226;1.0026277,3092;1.0019834,2245;1.0019174,1028;1.0017873,2972;1.0017864,3040;1.0017313,3717;1.0017179,992;1.0017108,633;1.0016965,1829;1.0016872,806;1.0015144,15;1.001471,2417;1.0014217,2753;1.0013773,3833;1.001334,1313;1.001291,2777;1.0012418,63;1.001236,617;1.001183,542;1.0011709,631;1.0011159,2981;1.0011122,321;1.000420817664527,3594;1.000289500523982,2361;1.0002185004972342,549;1.0002072547961929,2836;1.0001940510082619,6;1.0001877769282772,419;1.0001779084609745,2337;1.0001650122598813,2600;1.000164621496696,235;1.0001631782334637,4;1.0001555385983316,2099;1.0001472528360926,706;1.0001420417039464,1440;1.0001374836269288,2536;1.000128491032937,977;1.0001264113518877,954;1.0001203546646527,1274;1.0001032775294827,1308;1.0000998886883163
12,2406;2277;2160;2577;2804,daytime:afternoon,3675;1.049375,3611;1.0306095,965;1.0180911,1044;1.017781,1672;1.0146013,1840;1.0062308,1797;1.0056264,3677;1.0033854,1221;1.0029942,3226;1.0026277,3092;1.0019834,2245;1.0019174,1028;1.0017873,2972;1.0017864,3040;1.0017313,3717;1.0017179,992;1.0017108,633;1.0016965,1829;1.0016872,806;1.0015144,15;1.001471,2417;1.0014217,2753;1.0013773,3833;1.001334,63;1.001236,617;1.001183,542;1.0011709,631;1.0011159,2981;1.0011122,1005;1.0010936,2803;1.0010824,1097;1.000303285095313,1593;1.000236035887633,545;1.0002137101212376,1377;1.0001930734533588,1746;1.0001803439641759,2384;1.000174257384588,1202;1.0001738173713113,2406;1.000171065941109,1240;1.000169715648297,1985;1.000161893094722,3284;1.0001617966587864,2577;1.0001538555966378,2277;1.0001436300104294,1846;1.0001360995048285,18;1.0001254244127766,2160;1.0001233719462026,963;1.0001184886693735,2804;1.0000892907973673,1951;1.0000453088260721
12,231;311;2382;3265;80,daytime:night,3675;1.049375,3611;1.0306095,965;1.0180911,1044;1.017781,1672;1.0146013,1840;1.0062308,1797;1.0056264,3677;1.0033854,1221;1.0029942,3226;1.0026277,3092;1.0019834,2245;1.0019174,1028;1.0017873,2972;1.0017864,3040;1.0017313,3717;1.0017179,992;1.0017108,633;1.0016965,1829;1.0016872,806;1.0015144,15;1.001471,2417;1.0014217,2753;1.0013773,3833;1.001334,1313;1.001291,2777;1.0012418,63;1.001236,617;1.001183,542;1.0011709,631;1.0011159,2981;1.0011122,1005;1.0010936,2803;1.0010824,1665;1.0002196740373606,3412;1.0002120496985716,688;1.0002083832465698,61;1.0002032767784836,1944;1.000199298493462,2944;1.0001921888577865,2382;1.0001742047671627,10;1.0001600667918873,3265;1.000134909826316,80;1.0001320071205528,231;1.0001265197135576,2236;1.000124874669616,2842;1.0001083148203345,2514;1.0001066282974096,5;1.000092533856762,2576;1.0000874970302922,311;0.9998994389793344
139,1292;2206;3007;3097,daytime:morning,3675;1.0492723,3611;1.0304073,965;1.0177807,1044;1.0175099,1672;1.0144669,1840;1.006067,1797;1.0054979,3677;1.0032561,1221;1.0028499,3226;1.0024389,3092;1.0018445,2245;1.0017439,3040;1.0016642,1028;1.001623,2972;1.0016127,3717;1.0015864,1829;1.0015657,992;1.0015405,633;1.0014805,2417;1.0014331,15;1.0012457,3663;1.0000863789722119,1227;1.000076559345333,3769;1.0000578128783908,3097;1.0000552150808988,785;1.0000454594683374,2206;1.000042240612518,2336;1.0000407837319574,3789;1.0000358842160506,3420;1.0000157338315723,2275;1.0000148302556262,665;1.0000133616788447,1368;1.0000092776469167,494;1.000005506339696,1260;1.0000054120876762,885;1.0000047274507176,3007;0.9999994985387285,1292;0.9999938628075092,700;0.9999927892192533,662;0.9999876848584616,1416;0.9999784452904694,2016;0.9999762189511336,2137;0.9999740008423732,2990;0.9999693008903596,2823;0.9999431866899708,3289;0.9999319158345662,170;0.9999281145120531,17;0.9999271877114164,2155;0.999922444619766,1832;0.9998796312719372
139,2482;3088;2462;592,daytime:evening,3675;1.0492723,3611;1.0304073,965;1.0177807,1044;1.0175099,1672;1.0144669,1840;1.006067,1797;1.0054979,3677;1.0032561,1221;1.0028499,3226;1.0024389,3092;1.0018445,2245;1.0017439,3040;1.0016642,1028;1.001623,2972;1.0016127,3717;1.0015864,992;1.0015405,633;1.0014805,2417;1.0014331,806;1.0013496,15;1.0012457,142;1.0004304814294807,3402;1.0003455086398152,2998;1.0001357775947939,3223;1.000113874911571,1870;1.000075751939052,2482;1.0000718025713045,3088;1.000061963470313,342;1.000051404279333,2462;1.0000425219878273,477;1.0000280056116866,1740;1.0000234976544005,2439;1.000017514730836,2546;1.0000116451861012,337;1.000009982544149,592;1.0000049801375999,364;1.000004014828146,2859;0.9999993982618829,2874;0.9999952736607768,1072;0.999991560980078,2625;0.9999902068639583,1906;0.9999891761962809,404;0.9999823198160854,2077;0.999980469030782,2327;0.9999795398423541,1606;0.9999752907133128,163;0.9999403147178505,757;0.9999206332662991,765;0.9999157152905603,731;0.9999114721842586
139,3739;841;2290;2791,daytime:afternoon,3675;1.0492723,3611;1.0304073,965;1.0177807,1044;1.0175099,1672;1.0144669,1840;1.006067,1797;1.0054979,3677;1.0032561,1221;1.0028499,3226;1.0024389,3092;1.0018445,2245;1.0017439,3040;1.0016642,1028;1.001623,2972;1.0016127,3717;1.0015864,1829;1.0015657,992;1.0015405,633;1.0014805,2417;1.0014331,806;1.0013496,15;1.0012457,2753;1.0012189,2777;1.0012002,1313;1.0010674,882;1.0000933229625262,1911;1.000077383842593,2290;1.0000714866186489,2088;1.0000580764393323,2945;1.0000518747889173,862;1.0000454189841823,1428;1.0000381309753037,3114;1.0000347294936134,36;1.000028790944984,2643;1.0000201145724568,3026;1.0000186227847214,677;1.0000186107848947,95;1.0000084495998123,1398;1.000006592675325,1686;1.0000050473792093,2768;1.0000038188341538,3739;0.9999966378067633,2824;0.9999945974956723,3146;0.9999882533734875,313;0.9999866237384437,2791;0.9999822380118787,428;0.999949226186202,1730;0.9999432301529642,2044;0.999928759173371,841;0.9999159376962905
139,207;3256;2224,daytime:night,3675;1.0492723,3611;1.0304073,965;1.0177807,1044;1.0175099,1672;1.0144669,1840;1.006067,1797;1.0054979,3677;1.0032561,1221;1.0028499,3226;1.0024389,3092;1.0018445,2245;1.0017439,3040;1.0016642,1028;1.001623,2972;1.0016127,3717;1.0015864,1829;1.0015657,992;1.0015405,633;1.0014805,2417;1.0014331,806;1.0013496,15;1.0012457,2753;1.0012189,2777;1.0012002,1313;1.0010674,63;1.0010616,617;1.0010204,3833;1.0010157,1825;1.0010043,547;1.0000610727018975,1558;1.0000409087727127,3129;1.000039431474252,1685;1.0000393625734831,279;1.0000380357801049,2315;1.000018131433124,2184;1.0000116685194054,930;1.0000085729256676,2681;1.0000085666685565,754;0.9999895057188496,2191;0.9999829445491368,1361;0.9999751094986519,3256;0.9999694967822906,2224;0.9999552146396299,2179;0.9999530697105109,2178;0.9999477954071939,3220;0.9999428776871603,1913;0.9999366351366751,1732;0.9999274518869533,207;0.9999255046300228,1639;0.9999111401639756
140,2057;1185;2630;2738,daytime:morning,3675;1.0492799,3611;1.0304266,965;1.017801,1044;1.0175192,1672;1.0144609,1840;1.0061327,1797;1.0055226,3677;1.0032961,1221;1.0028824,3226;1.0024462,3092;1.00186,2245;1.0017436,3040;1.0017241,1028;1.001627,2972;1.0016088,1829;1.0016053,3717;1.0015813,992;1.0015683,2417;1.001493,633;1.0014796,806;1.0013725,2753;1.0012867,2777;1.0012609,63;1.0010638,2358;1.0003548098385846,2630;1.0001273939774844,2936;1.000115054493093,568;1.0001026862819569,1851;1.000087013585559,45;1.0000736737058014,1532;1.0000711318432534,1621;1.0000406829847168,3601;1.0000404363714115,2439;1.000035528971822,115;1.0000331976653047,1794;1.00003225841317,2057;1.0000243256120935,719;1.0000233176051316,1229;1.0000208543335434,1329;1.0000059571776103,1506;1.0000014319038326,2738;1.0000007879455886,1185;0.9999904769706273,1570;0.9999820731109703,2798;0.999981696899764,168;0.9999750622825073,167;0.9999682843196739,2952;0.9999541239280796,670;0.9999534006872266,1811;0.9999230043849043
140,321;2508;2263;714;824,daytime:evening,3675;1.0492799,3611;1.0304266,965;1.017801,1044;1.0175192,1672;1.0144609,1840;1.0061327,1797;1.0055226,3677;1.0032961,1221;1.0028824,3226;1.0024462,2799;1.0004602962464275,321;1.000310039263323,2263;1.0001517179206894,3764;1.0000779678257832,771;1.0000733321101312,2751;1.0000673288071367,417;1.0000612661217683,2853;1.0000583908080452,628;1.0000554983873502,1969;1.000054546432274,230;1.0000532239825641,2351;1.000053034402083,2556;1.0000520944741893,963;1.0000478439575198,1748;1.0000471815928955,665;1.0000469277497601,2074;1.0000452243925055,714;1.000043471451738,970;1.000042583527711,396;1.0000348042643656,522;1.0000342304650338,1980;1.0000154859765888,3280;1.00001113428278,245;1.0000092734694175,2540;1.0000049130556539,984;1.0000048000886774,1262;1.0000012742578281,1977;0.9999941634713878,824;0.999991912922723,2508;0.9999901193133443,1096;0.9999746460900217,552;0.9999729600516332,904;0.9999671215190609,1771;0.9999669909423532,657;0.9999476614127639,1052;0.9999457381054625,3111;0.9999428535626036,269;0.9999222224372608,2430;0.9999194635501909,1231;0.9998667967725792
