50
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50
12,205;131;2163,daytime:morning,118;9.677543,552;9.356177,442;9.265292,544;9.084682,652;8.903029,218;8.588647,458;8.586421,3807;8.581071,1047;8.573071,242;8.552963,4;8.470195,142;8.427027,706;8.361351,831;8.326321,262;8.319006,176;8.316116,2;8.287038,619;8.253705,445;8.22404,37;8.195199,2056;8.161886,39;8.15987,1235;8.15782,41;8.149966,1219;8.134246,177;8.114004,280;8.082273,2261;8.06171,1434;7.713873320910457,279;7.433308840857795,732;7.378254309805865,1927;7.29354145004411,1332;7.053116233629775,991;6.980410374540626,628;6.689018425881043,3848;6.451890866397281,131;6.437727899126311,1842;6.33339031304189,496;6.302814175978522,2191;6.158583678991734,2038;5.969756220976618,205;5.730816222585935,2877;5.519592178608914,1942;5.189974150805542,599;5.136684064824993,2163;4.9822322072954695,2928;4.93908558630751,1481;4.42277182532401,859;3.6463294918417066,420;0.9559080424695726
12,2361;977;549;2836;2337,daytime:evening,118;9.677543,552;9.356177,442;9.265292,652;8.903029,3548;8.78664,3395;8.744387,458;8.586421,1047;8.573071,242;8.552963,58;8.50509,4;8.470195,142;8.427027,568;8.3808565,706;8.361351,600;8.270885,619;8.253705,445;8.22404,2037;8.209439,39;8.15987,41;8.149966,2275;8.135248,1219;8.134246,1262;8.086108,280;8.082273,880;8.063472,2261;8.06171,1162;8.057504,1103;8.038975,38;7.983256,884;7.9767675,2748;7.9697604,232;7.921596,161;7.9061027,672;7.897558,6;7.00475601789844,321;6.822375635075618,3594;6.602687579197859,2836;6.536866730253274,2536;6.441461026926612,1308;6.208624715471935,549;5.895126225876657,977;5.876959981988713,2600;5.858698245648063,2099;5.726057832121565,1274;5.671424045120323,419;5.0166760095393785,954;4.026760874099598,2337;3.6627048407122453,2361;3.652671465312222,1440;2.550542828786095
12,1202;1846;1593;1240;1377,daytime:afternoon,552;9.356177,442;9.265292,544;9.084682,3548;8.78664,3395;8.744387,218;8.588647,458;8.586421,3807;8.581071,1047;8.573071,58;8.50509,4;8.470195,142;8.427027,568;8.3808565,706;8.361351,831;8.326321,262;8.319006,176;8.316116,2;8.287038,600;8.270885,619;8.253705,2037;8.209439,37;8.195199,2056;8.161886,1235;8.15782,2275;8.135248,177;8.114004,1262;8.086108,880;8.063472,2261;8.06171,1162;8.057504,1103;8.038975,545;7.185120276963923,1593;6.7985738979403,3284;6.642705824924039,2277;6.545076388996437,18;6.4499063593797406,963;6.1544313554305745,2406;6.081410165955749,1240;5.955512136775704,1097;5.75702707566641,1846;5.70445599722195,1985;5.429682295727536,1951;5.282590481500822,1377;5.2589909481076065,1202;5.114011083161394,2577;5.017165720655701,2160;4.8629919500371175,2384;4.176476412551033,1746;4.068739339604576,2804;3.4727187516022697
12,2842;1665;2514;61;2944,daytime:night,118;9.677543,442;9.265292,544;9.084682,652;8.903029,3548;8.78664,3395;8.744387,218;8.588647,3807;8.581071,1047;8.573071,242;8.552963,58;8.50509,4;8.470195,142;8.427027,568;8.3808565,706;8.361351,831;8.326321,262;8.319006,176;8.316116,2;8.287038,600;8.270885,619;8.253705,445;8.22404,2037;8.209439,37;8.195199,2056;8.161886,39;8.15987,1235;8.15782,41;8.149966,2275;8.135248,1219;8.134246,177;8.114004,1262;8.086108,280;8.082273,688;7.47555234880521,1944;6.823784904861703,2382;6.793450286460227,5;6.657705992202448,311;6.541189164056234,61;6.323203532074229,231;6.299782158059338,80;6.298450851389642,2514;6.27535553563517,2236;5.943038216691116,1665;5.615901785408185,10;5.387996544629204,3412;5.008249499943715,2842;4.297309477940345,2576;4.168946870460811,3265;4.106644090571987,2944;3.5432432829848204
139,700;3663;2275;665,daytime:morning,201;8.230406,1010;8.025893,268;8.010179,218;7.9706306,842;7.810168,181;7.7817106,445;7.7375536,372;7.5515676,969;7.4872947,37;7.4636083,1651;7.410905,1612;7.4093285,1086;7.314445,2748;7.272914,747;7.2227364,442;7.179265,159;7.160929,1112;7.1370955,1294;7.117205,600;7.100181,1667;7.0991898,488;7.093055,2394;7.0663633,2137;6.237493256822258,662;5.731782244503082,170;5.54178468810926,700;5.482094338071339,2275;5.441705698370497,785;5.425799768472547,2016;5.414020274299937,665;5.182545483258413,3663;5.012331908273154,3420;4.490279751599783,1368;4.461299784414325,3097;4.376867288395099,2990;4.059382246705578,2206;4.0410996885574715,2823;3.972838847422346,3769;3.880901690493595,494;3.8531309592211174,3007;3.8066557571366535,2336;3.7595127032672377,1227;3.7502801592675086,2155;3.6163516501651887,885;3.3336116176623647,3789;3.123793276394363,1832;3.0918760742413323,1416;2.8471723825233632,3289;0.8079128095596709,1260;0.35685539284298323
139,3088;364;1906;2874,daytime:evening,268;8.010179,218;7.9706306,842;7.810168,181;7.7817106,333;7.744815,372;7.5515676,254;7.535479,969;7.4872947,37;7.4636083,1651;7.410905,2748;7.272914,747;7.2227364,16;7.22059,442;7.179265,159;7.160929,1017;7.1599193,1041;7.1515584,1112;7.1370955,2291;7.1107564,2394;7.0663633,1531;7.0626936,280;7.0458283,142;6.518300871264883,364;5.734665119785059,337;5.514662070592172,2077;5.413528438806576,2439;5.102833057335121,2859;4.9536046761893475,163;4.947450443103751,3088;4.93386107229936,3223;4.930484788881551,2482;4.9046834302632325,2462;4.805782536912598,1870;4.7949201471822045,1906;4.773749444567738,757;4.751412325380144,2998;4.744108613371666,2327;4.730884796274996,2546;4.654804757597235,592;4.6284588915056535,2874;4.568713809316077,342;4.430859566724464,3402;4.239212822054253,1740;4.238313024138063,1606;4.192817797269593,765;4.09954288623126,404;4.018244760202576,1072;3.676864644158338,731;2.812997573476174,2625;2.4773787128543536
139,3739;3026;677;2791,daytime:afternoon,201;8.230406,1010;8.025893,268;8.010179,842;7.810168,181;7.7817106,333;7.744815,445;7.7375536,254;7.535479,969;7.4872947,37;7.4636083,1651;7.410905,1612;7.4093285,1086;7.314445,2748;7.272914,747;7.2227364,16;7.22059,442;7.179265,159;7.160929,1017;7.1599193,1041;7.1515584,1294;7.117205,2291;7.1107564,600;7.100181,1667;7.0991898,488;7.093055,1428;6.581773451202177,36;6.161568814462241,841;6.135265029898625,2768;5.8121100069308556,1398;5.671327169694579,428;5.458607162135388,95;5.454125673605326,2803;5.451256690001596,2643;5.423217604081486,2791;5.396422345209583,1911;5.302869613712756,1730;5.1897271062457495,677;5.18216353461727,1686;5.162964741927087,2945;5.112416172948779,2824;5.045237726685679,3146;4.960077351894775,313;4.404525956021987,2088;3.9951670390334333,2044;3.966576908963026,862;3.450051841574588,3026;3.12649679073545,3739;3.0835286577818706,3114;2.496132912604431,882;2.3573313660557766
139,207;2681;1913,daytime:night,201;8.230406,1010;8.025893,218;7.9706306,181;7.7817106,333;7.744815,445;7.7375536,372;7.5515676,254;7.535479,37;7.4636083,1651;7.410905,1612;7.4093285,1086;7.314445,2748;7.272914,16;7.22059,442;7.179265,1017;7.1599193,1041;7.1515584,1112;7.1370955,1294;7.117205,2291;7.1107564,600;7.100181,1667;7.0991898,488;7.093055,2394;7.0663633,1531;7.0626936,1429;7.0387425,3323;7.0268435,1441;7.0112104,371;7.006595,17;6.9930096,1361;6.702237931680373,754;6.652762601570801,2315;6.42904021980599,207;5.954713376718195,930;5.439826506981381,2178;5.434885144612427,1639;5.383925419701245,279;5.124716876031093,1732;5.097293422600111,1558;4.76891276520042,2681;4.739100664364321,2184;4.721150828778346,2191;4.68205670198129,1685;4.5943649957138,2224;4.388262813149041,3220;3.991692707567592,2179;3.6849702168730443,3256;3.684873874183911,3129;3.549716788649621,547;2.2046794505001213
140,2358;2738;2952;2798,daytime:morning,544;9.113141,652;9.101045,3548;8.938326,2;8.773318,458;8.387749,118;8.343952,176;8.334905,552;8.307195,2261;8.236416,404;8.219635,218;8.064755,880;7.945443,1174;7.870682,706;7.859334,2056;7.853113,783;7.8211536,2748;7.8211465,442;7.780365,41;7.7650547,257;7.7618093,392;7.7267118,2167;7.6346097,1023;7.534189,172;7.5199413,2057;6.908122156348753,568;6.884171323132049,2798;6.828284415446076,1570;6.6893981983123085,2936;6.288163778339284,167;6.270773888938784,719;6.252170742814125,1621;6.018729275548769,45;6.018080022159196,115;5.803613308781963,1811;5.73146280850098,3601;5.728238639889362,670;5.6584909913700665,1794;5.526014275692494,1185;5.462408549049356,1329;5.219915487120707,2358;5.121864475524294,1229;5.069136644518688,2952;5.063192066223895,2630;4.971029526730975,2738;4.90617664505125,2439;4.576927872413715,1506;4.446856429468466,1532;4.3819085490881955,1851;4.280059895731762,168;3.888218278026312
140,245;984;552;230;1096,daytime:evening,544;9.113141,652;9.101045,3548;8.938326,118;8.343952,176;8.334905,552;8.307195,39;7.9874864,880;7.945443,114;7.9029255,1174;7.870682,706;7.859334,783;7.8211536,2748;7.8211465,1052;6.832905243358932,396;6.315868960873065,2430;6.136387568127034,2263;6.003089347620744,1096;5.694346072570878,2540;5.67163910594499,628;5.628192492275637,417;5.520046660003438,657;5.372364169418438,522;5.341484661696097,3280;5.3152977207882435,771;5.305612727592078,904;5.292277444610599,665;5.148648474384431,230;5.057674178093763,1977;5.052752759359143,963;4.991167396401389,2351;4.8248616717664925,970;4.7966313750080225,2853;4.793002759135029,1748;4.736161991197155,824;4.702389599602323,2508;4.661302498352905,714;4.566004294538859,1771;4.411102203665179,321;4.366884450148522,2556;4.3432939588248285,3111;4.280545270241972,2799;4.129916967320259,984;4.083003016925416,1969;3.797547146680999,2751;3.738063564756474,1231;3.7290326377066116,2074;3.714074361972151,1980;3.705721650340095,269;3.4138794998300255,3764;2.7524829934693917
