50
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50
12,2913;3789;1570;2861,daytime:morning,3830;1.0302801,3069;1.0301896,3611;1.0126066,3225;1.0125908,387;1.0092475,3616;1.0082023,2825;1.0052042,3799;1.0049864,3675;1.0041438,1672;1.0031368,3798;1.0030732,3800;1.0025673,559;1.0022823,1827;1.0019608,1207;1.0017493,63;1.0015925,548;1.0015435,1882;1.0014182,64;1.001344,2200;1.0012872,2959;1.0012242,1783;1.001222,1576;1.0012218,1310;1.0004231314212728,592;1.000251754847565,2438;1.0001889370790351,892;1.0001261370348729,216;1.0001133184621311,2834;1.0001085045658318,432;1.0001041640376958,1262;1.000090856054841,1018;1.0000905078817124,719;1.0000846676905562,2861;1.0000664536759414,895;1.0000630948069151,1570;1.0000615318017367,2760;1.0000547523064078,2913;1.0000524640668245,2693;1.0000463666534114,245;1.0000423043174578,2636;1.0000414132679436,2640;1.0000403255751276,847;1.000040234253593,794;1.0000287157414627,1793;1.0000189398752672,3789;0.9999993634588987,2783;0.9999850425224737,25;0.9999845840465762,2295;0.9999094614595251,2581;0.9998511277070726
12,2516;1795;136;21,daytime:evening,3830;1.0302801,3069;1.0301896,3611;1.0126066,3225;1.0125908,387;1.0092475,3616;1.0082023,2825;1.0052042,3799;1.0049864,3675;1.0041438,1672;1.0031368,3798;1.0030732,3800;1.0025673,559;1.0022823,600;1.0019782,1827;1.0019608,1207;1.0017493,63;1.0015925,548;1.0015435,1882;1.0014182,64;1.001344,2200;1.0012872,2959;1.0012242,1783;1.001222,1576;1.0012218,1417;1.0012207,3129;1.0011933,1287;1.0011761,635;1.0010602,3133;1.0010427,1692;1.0010244,513;1.0010239,1478;1.0010197,2230;1.0010031,1571;1.0009828,116;1.0009819,2046;1.0009798,1977;1.0001625570536334,1799;1.0000888257624552,21;1.0000856070997104,2685;1.0000805264510721,99;1.0000695213921373,2798;1.0000632934054434,1106;1.0000605986051319,1766;1.000053226609989,1795;1.0000102401722006,537;0.9999943149346021,2516;0.9999935096346985,2790;0.9999892802758285,1815;0.9999877200266919,136;0.9999785257730565
12,1866;1838;2902;1128,daytime:afternoon,3830;1.0302801,3069;1.0301896,3611;1.0126066,3225;1.0125908,387;1.0092475,3616;1.0082023,2825;1.0052042,3799;1.0049864,3675;1.0041438,1672;1.0031368,3798;1.0030732,3800;1.0025673,559;1.0022823,600;1.0019782,1827;1.0019608,1207;1.0017493,63;1.0015925,548;1.0015435,1882;1.0014182,64;1.001344,2200;1.0012872,2959;1.0012242,1783;1.001222,1576;1.0012218,1417;1.0012207,1313;1.0006644625708279,2955;1.000119563120874,644;1.0001065999755376,830;1.0000956120120164,39;1.000090915391807,165;1.0000901581897443,1174;1.0000839399973693,1838;1.000082166153916,1730;1.000068475837994,1086;1.0000657967893902,391;1.0000601205543689,1889;1.000059392220922,2232;1.0000532533947246,2902;1.0000496906541672,1866;1.000022610677906,3;1.0000194674474694,1128;1.0000111274508352,3601;1.0000089754884594,1595;0.9999971188127117,1353;0.9999970007322201,2070;0.9999585720720033,352;0.9999525664472273,230;0.9999080157830197,2995;0.9998547414314434,2569;0.9996944747898672
12,3286;364;161;2400,daytime:night,3830;1.0302801,3069;1.0301896,3611;1.0126066,3225;1.0125908,387;1.0092475,3616;1.0082023,2825;1.0052042,3799;1.0049864,3675;1.0041438,1672;1.0031368,3798;1.0030732,3800;1.0025673,559;1.0022823,600;1.0019782,1827;1.0019608,1207;1.0017493,63;1.0015925,548;1.0015435,1882;1.0014182,64;1.001344,2200;1.0012872,2959;1.0012242,1783;1.001222,1576;1.0012218,1417;1.0012207,3129;1.0011933,1287;1.0011761,969;1.0011094,635;1.0010602,3133;1.0010427,1692;1.0010244,513;1.0010239,1478;1.0010197,2230;1.0010031,1571;1.0009828,2046;1.0009798,1157;1.0009735,1527;1.0001069587142706,364;1.000097650045555,2222;1.0000893581225745,1621;1.0000753852945137,2400;1.0000066601938806,1962;0.9999959802941097,1600;0.9999923721440177,3286;0.9999904285908169,1459;0.9999841336620455,1226;0.9999833989844471,320;0.9999625303434716,2615;0.9999388894183933,161;0.9999294221565264
139,1575;2891;2770;1593,daytime:morning,3830;1.0302643,3069;1.030161,3225;1.0125811,3611;1.012526,387;1.0092466,3616;1.008129,2825;1.0051494,3799;1.0049418,3675;1.0041211,1672;1.0030895,3798;1.003057,3800;1.0024846,559;1.0022144,1827;1.0019451,600;1.0019107,1207;1.0017097,63;1.0015935,548;1.0015185,1882;1.0014206,64;1.0012978,2200;1.0012426,1417;1.0012244,3129;1.0012019,1754;1.0001988603204666,3322;1.0000964410951263,1322;1.0000961254460443,3112;1.0000799022223203,716;1.000077128333872,2345;1.0000741464946752,1593;1.000071313961384,405;1.000049729807259,1857;1.0000492204056939,3352;1.000037118104489,2713;1.0000350103904276,2891;1.0000332904910465,1365;1.0000274094604207,2892;1.00002042922213,1023;1.0000182950180736,2479;1.0000120066182832,2770;1.0000113893724203,3272;0.9999934157992107,1001;0.9999923988694718,2297;0.9999842362727589,2753;0.9999813265203686,205;0.9999799489403671,262;0.9999382899410911,459;0.9999299368595206,2532;0.9999260319136652,1575;0.9998951802108814,1059;0.9994648714213986
139,2235;933;1081;299,daytime:evening,3830;1.0302643,3069;1.030161,3225;1.0125811,3611;1.012526,387;1.0092466,3616;1.008129,2825;1.0051494,3799;1.0049418,3675;1.0041211,1672;1.0030895,3798;1.003057,3800;1.0024846,559;1.0022144,1827;1.0019451,1207;1.0017097,63;1.0015935,548;1.0015185,1882;1.0014206,64;1.0012978,2200;1.0012426,1417;1.0012244,3129;1.0012019,933;1.0006590292967439,2603;1.0001131752984076,2235;1.0001123750008178,2351;1.0001041329729905,1502;1.0000814222771892,2171;1.0000776021034752,1849;1.0000652835601898,2209;1.0000602970746215,1609;1.0000505815029608,1665;1.0000455765606948,3051;1.0000339041358848,794;1.0000262860337814,3684;1.0000262230822625,3019;1.0000238653216469,1789;1.0000238149481082,739;1.0000218679515263,2386;1.0000102876741697,1456;1.0000075839674156,566;0.9999969249648036,714;0.9999876049829662,2652;0.9999858715320586,3185;0.9999732338605652,1081;0.9999724607336159,299;0.9999605702715222,1431;0.9999523229881742,3282;0.9999378931422882,3657;0.999928501327584,2357;0.999890085477365
139,1661;3574;2660;1547,daytime:afternoon,3830;1.0302643,3069;1.030161,3225;1.0125811,3611;1.012526,387;1.0092466,3616;1.008129,2825;1.0051494,3799;1.0049418,3675;1.0041211,1672;1.0030895,3798;1.003057,3800;1.0024846,559;1.0022144,1827;1.0019451,600;1.0019107,1207;1.0017097,63;1.0015935,548;1.0015185,1882;1.0014206,2200;1.0012426,1417;1.0012244,3129;1.0012019,1576;1.0011853,1977;1.0001200206873213,2866;1.0001197087194065,2854;1.0001117480189223,1687;1.0001066771764457,1320;1.0000993160395364,1482;1.000096625290096,1236;1.0000806559069138,1452;1.000068504063614,480;1.0000624361141341,926;1.0000525076891702,283;1.0000524335513403,1721;1.000024485912768,1451;1.000012688260672,435;1.0000092604941593,1547;0.9999982921531096,2146;0.9999935446125893,2057;0.9999836409462155,3574;0.9999746466529253,1084;0.9999715000295901,636;0.9999697994219375,775;0.9999697686356309,1233;0.9999634984943829,3021;0.9999579731345418,2660;0.9999527827649117,2928;0.9999175437802718,1661;0.9998521404908662,616;0.9990974274126928
139,1670;276;2906;758;932,daytime:night,3830;1.0302643,3069;1.030161,3225;1.0125811,3611;1.012526,387;1.0092466,3616;1.008129,2825;1.0051494,3799;1.0049418,3675;1.0041211,1672;1.0030895,3798;1.003057,3800;1.0024846,559;1.0022144,1827;1.0019451,600;1.0019107,1207;1.0017097,63;1.0015935,548;1.0015185,1882;1.0014206,64;1.0012978,2200;1.0012426,1417;1.0012244,1576;1.0011853,2959;1.0011814,1783;1.0011723,1287;1.0011019,1478;1.0010448,513;1.0010214,1692;1.001021,3133;1.0010096,635;1.0009978,2656;1.0001087845183603,1670;1.0000623377014999,1886;1.0000620589556872,1159;1.000061832464773,276;1.000040378748559,1708;1.0000353290169326,2759;1.00003239862845,357;1.0000302477269543,932;1.0000104447528138,2018;1.0000099613291313,1500;0.9999969279385241,758;0.999981414988493,529;0.9999794499068428,908;0.9999755559070239,643;0.9999592071575807,705;0.9999573235781631,2051;0.9999571876872422,2906;0.9999522147947673,417;0.9999411136823471
140,2893;39;2743,daytime:morning,3830;1.0305998,3069;1.0305723,3225;1.012986,3611;1.0129231,387;1.0096394,3616;1.0085303,2825;1.005561,3799;1.0053494,3675;1.0045284,1672;1.0035628,3798;1.0034314,3800;1.0029316,559;1.002642,600;1.0023311,1827;1.0023133,1207;1.0020893,63;1.0019846,548;1.0019412,1882;1.0018551,64;1.0017034,2200;1.0016489,1576;1.0016316,1417;1.0016282,3129;1.0016091,1783;1.0015819,2959;1.0015602,1287;1.0015205,1478;1.0014753,1537;1.0007774102242761,446;1.0005151015170257,1787;1.0004759791542404,3165;1.0004693927340682,2805;1.0004566877555134,337;1.0004564767520414,39;1.0004459545868882,1857;1.0004446193381789,383;1.000443530449607,1606;1.0004414007750952,3749;1.0004398673320918,2893;1.0004183872233234,1436;1.0004179971283627,2096;1.0004059363826203,327;1.0004044574821276,902;1.0003743331870547,2510;1.0003577626581417,2703;1.0003401648913655,732;1.000333068153879,2743;1.0003156497415948,372;1.0002802437876206,2569;1.0000658464404937
140,1584;2153;437;2767;3769,daytime:evening,3830;1.0305998,3069;1.0305723,3225;1.012986,3611;1.0129231,387;1.0096394,3616;1.0085303,2825;1.005561,3799;1.0053494,3675;1.0045284,1672;1.0035628,3798;1.0034314,3800;1.0029316,877;1.00061077065545,437;1.000607404930567,1613;1.000543027710387,364;1.0005381039806265,3059;1.0005191758548573,404;1.0005052868703874,2100;1.000497679580785,218;1.0004911735556894,3155;1.0004745901380236,1292;1.0004623377642756,1088;1.0004495357772305,384;1.0004491322598636,1414;1.0004398753308033,853;1.0004359336531645,255;1.0004341921862485,199;1.0004299081673167,2003;1.0004246202585976,2419;1.000419913287284,3769;1.0004137837065592,307;1.0004121710275848,2767;1.0004090552163696,2659;1.0003924175073136,26;1.0003921960801565,242;1.0003836553173024,940;1.000375283109896,3702;1.0003735527884894,2120;1.0003716009759978,2383;1.000371044175067,3747;1.0003560454291618,2153;1.000354635002119,88;1.0003534859796466,1867;1.0003429260518841,2013;1.0003410668855874,584;1.0003320683047485,1584;1.0003313694832807,578;1.0003294585716564,2310;1.0003155523731895,2899;0.999497584574298
