10
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
1026,282,sleepiness:sleepy;mood:sad,289;4.1666665,720;4.125,263;4.0,295;3.857143,677;3.75,712;3.75,742;3.75,681;3.625,703;3.6,282;1.8
1026,286,roadtype:highway,289;4.1666665,720;4.125,263;4.0,295;3.857143,677;3.75,712;3.75,742;3.75,681;3.625,703;3.6,286;2.3125
1019,747,drivingstyle:relaxed driving,289;4.1666665,263;4.0,295;3.857143,677;3.75,742;3.75,681;3.625,703;3.6,265;3.5,746;3.5,747;2.5
1019,275,weather:rainy;roadtype:serpentine;drivingstyle:relaxed driving,289;4.1666665,720;4.125,263;4.0,295;3.857143,677;3.75,712;3.75,742;3.75,681;3.625,703;3.6,275;2.0555555555555554
1019,276,weather:snowing;trafficconditions:lots of cars;roadtype:serpentine;mood:active;landscape:coast line,289;4.1666665,720;4.125,263;4.0,295;3.857143,677;3.75,712;3.75,742;3.75,681;3.625,703;3.6,276;2.5
1019,267,naturalphenomena:morning;drivingstyle:relaxed driving,289;4.1666665,720;4.125,263;4.0,295;3.857143,677;3.75,712;3.75,742;3.75,681;3.625,703;3.6,267;2.9
1019,689,trafficconditions:lots of cars;naturalphenomena:morning;landscape:mountains,289;4.1666665,720;4.125,263;4.0,295;3.857143,677;3.75,712;3.75,742;3.75,681;3.625,703;3.6,689;3.3333333333333335
1019,282,trafficconditions:lots of cars,289;4.1666665,720;4.125,263;4.0,295;3.857143,677;3.75,712;3.75,742;3.75,681;3.625,703;3.6,282;1.8
1019,264,roadtype:highway,289;4.1666665,720;4.125,263;4.0,295;3.857143,677;3.75,712;3.75,742;3.75,681;3.625,703;3.6,264;2.5
1019,265;290,weather:cloudy;sleepiness:awake;naturalphenomena:morning,289;4.1666665,720;4.125,263;4.0,295;3.857143,677;3.75,712;3.75,742;3.75,681;3.625,703;3.6,290;3.125
1019,248,trafficconditions:free road;roadtype:highway,289;4.1666665,720;4.125,263;4.0,295;3.857143,677;3.75,712;3.75,742;3.75,681;3.625,703;3.6,248;2.333333333333333
1019,296,trafficconditions:free road;naturalphenomena:day time;landscape:country side,289;4.1666665,720;4.125,263;4.0,295;3.857143,677;3.75,712;3.75,742;3.75,681;3.625,703;3.6,296;2.3333333333333335
1019,280,sleepiness:sleepy,289;4.1666665,720;4.125,263;4.0,295;3.857143,677;3.75,712;3.75,742;3.75,681;3.625,703;3.6,280;2.3333333333333335
1019,730,naturalphenomena:day time,289;4.1666665,720;4.125,263;4.0,295;3.857143,677;3.75,712;3.75,742;3.75,703;3.6,265;3.5,730;2.7
1019,264,weather:sunny;trafficconditions:free road;sleepiness:awake;drivingstyle:relaxed driving,289;4.1666665,720;4.125,263;4.0,295;3.857143,677;3.75,712;3.75,742;3.75,681;3.625,703;3.6,264;2.5
1019,266,sleepiness:sleepy;drivingstyle:relaxed driving,289;4.1666665,720;4.125,263;4.0,295;3.857143,677;3.75,712;3.75,742;3.75,681;3.625,703;3.6,266;3.145833333333333
1019,261,weather:sunny;roadtype:highway;drivingstyle:relaxed driving,289;4.1666665,720;4.125,263;4.0,295;3.857143,677;3.75,712;3.75,742;3.75,681;3.625,703;3.6,261;3.1666666666666665
1019,263,trafficconditions:lots of cars;sleepiness:sleepy;drivingstyle:sport driving,289;4.1666665,720;4.125,263;4.0,295;3.857143,677;3.75,712;3.75,742;3.75,681;3.625,703;3.6,265;3.5
1019,283,weather:snowing;trafficconditions:traffic jam;mood:lazy;landscape:mountains,289;4.1666665,720;4.125,263;4.0,295;3.857143,677;3.75,712;3.75,742;3.75,681;3.625,703;3.6,283;3.1666666666666665
1032,675,drivingstyle:relaxed driving,289;4.1666665,720;4.125,263;4.0,295;3.857143,677;3.75,712;3.75,742;3.75,681;3.625,703;3.6,675;2.7
1032,727,landscape:coast line,289;4.1666665,720;4.125,263;4.0,295;3.857143,677;3.75,712;3.75,742;3.75,681;3.625,703;3.6,727;2.0
1032,719,naturalphenomena:morning;drivingstyle:relaxed driving,289;4.1666665,720;4.125,263;4.0,295;3.857143,677;3.75,712;3.75,742;3.75,681;3.625,703;3.6,719;3.1666666666666665
