10
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
1025,253,naturalphenomena:afternoon;mood:lazy,689;3.9166667,248;3.875,265;3.8,263;3.7916667,290;3.7333333,746;3.5625,720;3.5416667,288;3.4333334,283;3.4285715,289;3.4166667
1026,266,landscape:urban,689;3.9166667,248;3.875,265;3.8,263;3.7916667,290;3.7333333,746;3.5625,720;3.5416667,288;3.4333334,283;3.4285715,289;3.4166667
1026,266,drivingstyle:sport driving,689;3.9166667,248;3.875,265;3.8,263;3.7916667,290;3.7333333,746;3.5625,720;3.5416667,288;3.4333334,283;3.4285715,289;3.4166667
1018,709,naturalphenomena:morning,689;3.9166667,248;3.875,265;3.8,263;3.7916667,290;3.7333333,746;3.5625,720;3.5416667,288;3.4333334,283;3.4285715,289;3.4166667
1018,686,roadtype:city,689;3.9166667,248;3.875,265;3.8,263;3.7916667,290;3.7333333,746;3.5625,720;3.5416667,288;3.4333334,283;3.4285715,289;3.4166667
1019,253,trafficconditions:traffic jam;naturalphenomena:afternoon,689;3.9166667,248;3.875,265;3.8,263;3.7916667,290;3.7333333,746;3.5625,720;3.5416667,288;3.4333334,283;3.4285715,289;3.4166667
1019,707,mood:lazy,689;3.9166667,248;3.875,265;3.8,263;3.7916667,290;3.7333333,746;3.5625,720;3.5416667,288;3.4333334,283;3.4285715,289;3.4166667
1019,258,mood:active,689;3.9166667,248;3.875,265;3.8,263;3.7916667,290;3.7333333,720;3.5416667,288;3.4333334,283;3.4285715,289;3.4166667,677;3.375
1019,254,weather:cloudy;trafficconditions:free road,689;3.9166667,248;3.875,265;3.8,263;3.7916667,290;3.7333333,746;3.5625,720;3.5416667,288;3.4333334,283;3.4285715,289;3.4166667
1019,295,weather:snowing;mood:active;drivingstyle:sport driving,689;3.9166667,248;3.875,265;3.8,263;3.7916667,290;3.7333333,746;3.5625,720;3.5416667,288;3.4333334,283;3.4285715,289;3.4166667
1019,289,roadtype:city;naturalphenomena:night;drivingstyle:sport driving,689;3.9166667,248;3.875,265;3.8,263;3.7916667,290;3.7333333,746;3.5625,720;3.5416667,288;3.4333334,283;3.4285715,289;3.4166667
1032,675,weather:cloudy,689;3.9166667,248;3.875,265;3.8,263;3.7916667,290;3.7333333,746;3.5625,720;3.5416667,288;3.4333334,283;3.4285715,289;3.4166667
1032,758,trafficconditions:free road,689;3.9166667,248;3.875,265;3.8,263;3.7916667,290;3.7333333,746;3.5625,720;3.5416667,288;3.4333334,283;3.4285715,289;3.4166667
1012,273,landscape:mountains,689;3.9166667,248;3.875,265;3.8,263;3.7916667,290;3.7333333,746;3.5625,720;3.5416667,288;3.4333334,283;3.4285715,289;3.4166667
