50
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50
12,38;665;1761;2395;3332,daytime:morning,3675;1.0339913,1628;1.0150777,1877;1.0086447,1672;1.0069524,2073;1.0061771,2792;1.0033395,1824;1.0021961,2562;1.0017478,3136;1.0017203,2237;1.0017071,1050;1.0014662,526;1.0014321,3677;1.0013673,2425;1.0013438,718;1.001322,388;1.0013198,3798;1.0012966,746;1.0012178,1518;1.0012108,548;1.0011332,3551;1.0011153,3672;1.0011027,2904;1.0011022,1248;1.0011014,768;1.0010321,2837;1.0010139,3361;1.0010114,2619;1.0009788,90;1.0009619,1805;1.0009496,2487;1.0009176,869;1.0009124,2984;1.0008734,3109;1.0008692,1232;1.000078193122913,853;1.0000745790758545,665;1.0000518123670126,175;1.000050704943061,1035;1.0000448141521263,1761;1.0000378436128199,2893;1.0000099159600604,3332;1.0000082072631022,884;1.0000047663798046,2112;1.0000023600625387,2395;0.9999943018774814,38;0.9999833514068055,2475;0.999964151648813,675;0.999951286485193,20;0.999919164391591,600;0.9998709237389494
12,3328;273;2078,daytime:evening,3675;1.0339913,1628;1.0150777,1877;1.0086447,1672;1.0069524,2073;1.0061771,2792;1.0033395,1824;1.0021961,2562;1.0017478,3136;1.0017203,2237;1.0017071,1050;1.0014662,526;1.0014321,3677;1.0013673,2425;1.0013438,718;1.001322,388;1.0013198,3798;1.0012966,746;1.0012178,1518;1.0012108,548;1.0011332,3551;1.0011153,3672;1.0011027,2904;1.0011022,1248;1.0011014,768;1.0010321,2837;1.0010139,3361;1.0010114,2619;1.0009788,90;1.0009619,1857;1.0003298161943233,1467;1.0001245590210568,522;1.0001086288860024,1;1.0000702060896753,2078;1.0000633340562575,2450;1.0000628181363571,3312;1.0000530198867392,1925;1.000035426384373,2436;1.000034168146658,550;1.0000258821211963,534;1.0000234648104362,493;1.0000197256740104,2030;1.0000122078082094,1532;1.000003497388281,1868;1.000000955356495,3328;0.9999966398148102,273;0.9999943979848782,1429;0.9999912671563151,2721;0.9999908521405511,988;0.9999707759533553,1759;0.9999344406523482
12,1075;1462;172;2486,daytime:afternoon,3675;1.0339913,1628;1.0150777,1877;1.0086447,1672;1.0069524,2073;1.0061771,2792;1.0033395,1824;1.0021961,2562;1.0017478,3136;1.0017203,2237;1.0017071,1050;1.0014662,526;1.0014321,3677;1.0013673,2425;1.0013438,388;1.0013198,3798;1.0012966,746;1.0012178,1518;1.0012108,548;1.0011332,3551;1.0011153,3672;1.0011027,2904;1.0011022,1248;1.0011014,768;1.0010321,2837;1.0010139,2619;1.0009788,90;1.0009619,1805;1.0009496,2487;1.0009176,869;1.0009124,2984;1.0008734,3109;1.0008692,1087;1.0008318,3800;1.0008174,2772;1.0008098,1299;1.0000659049279688,1031;1.0000630642959247,652;1.0000597786956806,215;1.0000520617863435,2003;1.0000479074271333,1750;1.0000410698428328,1420;1.0000398804770627,605;1.000030308910773,1603;1.0000231495907208,1075;1.0000220715961727,172;1.0000115842646364,1991;1.0000000781803686,2486;0.9999745245005988,1462;0.9999541776612946,1660;0.9998842998723283
12,117;1802;47;735;401,daytime:night,3675;1.0339913,1628;1.0150777,1877;1.0086447,1672;1.0069524,2073;1.0061771,2792;1.0033395,1824;1.0021961,2562;1.0017478,3136;1.0017203,2237;1.0017071,1050;1.0014662,526;1.0014321,3677;1.0013673,2425;1.0013438,718;1.001322,388;1.0013198,3798;1.0012966,746;1.0012178,1518;1.0012108,548;1.0011332,3551;1.0011153,3672;1.0011027,2904;1.0011022,1248;1.0011014,768;1.0010321,2837;1.0010139,3361;1.0010114,2619;1.0009788,90;1.0009619,1805;1.0009496,2487;1.0009176,869;1.0009124,2984;1.0008734,2399;1.0001566755037803,47;1.000066773451736,1259;1.0000644387696205,1002;1.0000606291339555,789;1.0000606164700407,1802;1.0000594870526578,210;1.0000507305602975,571;1.0000465871164546,735;1.0000372927415349,1393;1.0000355956988811,3742;1.0000131331737028,887;1.0000081605519835,117;1.000006323093275,401;0.9999961430906908,100;0.9999894176758697,1206;0.9999560973484555,1329;0.9999433173279303
139,2569;2257;1313;2553,daytime:morning,3675;1.0339327,1628;1.015062,1877;1.0086318,1672;1.0069507,2073;1.0062201,2792;1.0032912,1824;1.002229,2562;1.0017638,3136;1.0017408,2237;1.0016863,1050;1.0014433,3798;1.0013471,526;1.0013323,2425;1.001322,388;1.0012883,3677;1.0012809,746;1.0012099,1518;1.0011345,1248;1.0011032,3551;1.0010687,548;1.0010674,1805;1.0010539,2904;1.0010517,3672;1.0010313,3361;1.0010244,604;1.0001340453371765,2173;1.0000798307338448,2569;1.0000542811453437,791;1.0000421363362317,197;1.0000290270647683,1776;1.0000188771941605,2606;1.000012269560147,568;0.9999959724275649,16;0.9999959718717614,2730;0.9999919621002328,1517;0.9999883402815328,2999;0.9999860711010846,1633;0.9999832734760374,752;0.9999765316432658,1420;0.9999735890593354,2836;0.999970612679383,2553;0.9999498989058089,3670;0.9999485668416278,2306;0.9999366716979025,2697;0.999931646437482,2257;0.9999262826151131,1133;0.9999241045202871,5;0.9999149873179116,1272;0.999893672487868,1313;0.9996327819987804
139,1498;835;3209,daytime:evening,3675;1.0339327,1628;1.015062,1877;1.0086318,1672;1.0069507,2073;1.0062201,2792;1.0032912,1824;1.002229,2562;1.0017638,3136;1.0017408,2237;1.0016863,1050;1.0014433,3798;1.0013471,718;1.0013343,526;1.0013323,2425;1.001322,388;1.0012883,3677;1.0012809,746;1.0012099,1518;1.0011345,1248;1.0011032,3551;1.0010687,548;1.0010674,1805;1.0010539,2904;1.0010517,3672;1.0010313,3361;1.0010244,768;1.0010176,2837;1.000981,869;1.0009323,121;1.0001409917286954,118;1.0000707848764516,2086;1.0000667719690015,2511;1.0000564856581413,702;1.0000412831784007,1498;1.0000373561215656,131;1.0000327590571654,835;1.0000281309358052,1636;0.999992374946857,1285;0.9999859014926252,928;0.9999836331930126,664;0.9999790157117561,216;0.9999761552105038,778;0.9999715092130973,3209;0.9999699265933472,1675;0.9999681349152565,3572;0.9999652834930134,1552;0.99995764098208,2398;0.9999567489273684,2721;0.9999217552224253,2421;0.999916804653722
139,1669;3067;2344,daytime:afternoon,3675;1.0339327,1628;1.015062,1877;1.0086318,1672;1.0069507,2073;1.0062201,2792;1.0032912,1824;1.002229,2562;1.0017638,3136;1.0017408,2237;1.0016863,1050;1.0014433,3798;1.0013471,718;1.0013343,526;1.0013323,2425;1.001322,388;1.0012883,3677;1.0012809,746;1.0012099,1518;1.0011345,1248;1.0011032,3551;1.0010687,548;1.0010674,1805;1.0010539,2904;1.0010517,3672;1.0010313,3361;1.0010244,768;1.0010176,2837;1.000981,869;1.0009323,1669;1.000122478556714,1871;1.0000388989683175,58;1.0000382688482774,1511;1.000026414525524,2346;1.0000228965899811,1610;1.0000219981763738,1742;1.0000035072778286,1958;1.000002680121657,3067;0.9999945757505465,684;0.9999903764627216,2006;0.9999891380112172,2047;0.9999833608747775,1391;0.9999816617360991,1217;0.9999805636352079,2098;0.9999551210945146,2382;0.9999511079482583,549;0.9999484426913461,160;0.9999277974669573,2377;0.9999252862296405,2344;0.9998987293138438,2167;0.9998942652214557
139,2391;1475;872;706,daytime:night,3675;1.0339327,1628;1.015062,1877;1.0086318,1672;1.0069507,2073;1.0062201,2792;1.0032912,1824;1.002229,2562;1.0017638,3136;1.0017408,2237;1.0016863,1050;1.0014433,3798;1.0013471,718;1.0013343,526;1.0013323,2425;1.001322,388;1.0012883,3677;1.0012809,746;1.0012099,1518;1.0011345,1248;1.0011032,3551;1.0010687,548;1.0010674,1805;1.0010539,2904;1.0010517,1475;1.0002416191915462,872;1.0001901761074448,2591;1.0000968551229876,57;1.0000764840107557,969;1.000070664046639,2133;1.0000500898653493,706;1.000037296122769,2391;1.000029082378918,2222;1.0000205456614806,1621;1.0000091808089815,1311;1.000002175273343,951;0.9999965724127046,2954;0.9999907162998823,3338;0.9999883594522767,1569;0.9999862405383112,2465;0.9999764421779327,2662;0.999976206341768,48;0.9999712449967785,1267;0.9999684382572929,315;0.9999675184084472,2204;0.99996688596879,2790;0.9999403500431987,2626;0.9999399252371615,2240;0.9999245620969193,192;0.9999238425538916,2295;0.9999010283775766
140,1785;1066;2677;656,daytime:morning,3675;1.0339638,1628;1.0150467,1877;1.0085486,1672;1.0069038,2073;1.0061823,2792;1.0032473,1824;1.0021274,2562;1.0017136,3136;1.0017034,2237;1.001638,1050;1.0014188,526;1.0013742,2425;1.0013185,718;1.0013072,388;1.0013026,3798;1.0013002,3677;1.0012397,1518;1.0011618,746;1.0011301,548;1.0010532,3551;1.0010382,1248;1.0010351,3672;1.001032,2904;1.0010253,768;1.0009884,1805;1.0009862,3361;1.0009286,2837;1.0009264,2984;1.0009097,869;1.0008854,2619;1.0008821,90;1.000852,2487;1.0007917,3109;1.0007794,3800;1.0007565,1025;1.000747,159;1.000381782696881,2557;1.000053144808163,1785;1.0000249148169653,3224;1.0000117086932625,2809;1.000005173732972,459;0.9999721092557786,2072;0.9999479044250393,1995;0.9999433374430259,1066;0.999939281140657,3345;0.9999233604860962,524;0.9999139508059477,703;0.9997693253589414,116;0.9996266416317685,2677;0.9993053208194222
140,2770;76;2698;3147;3586,daytime:evening,3675;1.0339638,1628;1.0150467,1877;1.0085486,1672;1.0069038,2073;1.0061823,2792;1.0032473,1824;1.0021274,2562;1.0017136,3136;1.0017034,2237;1.001638,1050;1.0014188,526;1.0013742,2425;1.0013185,718;1.0013072,388;1.0013026,3798;1.0013002,3677;1.0012397,1518;1.0011618,850;1.000115746676773,745;1.000101379524305,496;1.0000963063842894,2275;1.0000648210398853,3147;1.0000578310637012,2173;1.0000343013596646,1211;1.000021965770033,2791;1.0000213752820764,2698;1.000020212981722,33;1.000003565104797,1112;1.0000028860450396,2851;0.9999965301444169,1619;0.999996389884426,2770;0.9999884012649073,2261;0.9999880143271965,187;0.9999874584041216,1316;0.9999870825900237,3586;0.9999822062911669,76;0.9999791936363616,908;0.9999762468281741,193;0.9999606101208288,1160;0.9999604732301799,591;0.9999468016731171,235;0.9999433332774036,1312;0.999934541993287,100;0.9999294592748108,495;0.9999280154485314,3278;0.9999100357049234,644;0.9998948144181156,1117;0.999878339203603,2037;0.999831995200345,667;0.9995428726269042
