50
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50
12,1474;48;3023,daytime:morning,3267;9.8891735,544;9.375429,552;9.338462,177;9.235262,281;9.1655035,176;8.920753,652;8.900438,118;8.577271,41;8.461892,116;8.341001,121;8.334083,396;8.277936,2794;8.24297,1521;8.218047,37;8.169321,2026;8.046835,320;8.028046,772;8.009395,1621;7.9991136,1560;7.9963813,187;7.940157,146;7.9340653,456;7.9049864,830;7.9042983,2514;7.895182,688;7.885306,458;7.8842106,1235;7.8665967,667;7.80227,2318;6.640432678340133,48;6.583867068347235,1675;6.469468472436212,1160;6.0429279909569,2996;5.818945713987919,3023;5.586233119607097,841;5.458935389741326,3263;5.281874873012742,1085;5.2207221789095515,2857;5.081155233449889,508;4.90627872874522,1009;4.705092701189001,3049;4.696874131759783,1441;4.669456430838729,1474;4.556559161395152,102;4.4557957105059085,2266;3.9386175027517103,3042;3.79022538060374,3757;3.7524800470655877,2551;3.5758773563887796,1038;3.2313869114280385
12,95;130;266,daytime:evening,3267;9.8891735,3548;9.482983,552;9.338462,281;9.1655035,652;8.900438,600;8.778338,118;8.577271,41;8.461892,279;8.428748,116;8.341001,396;8.277936,2794;8.24297,1521;8.218047,1743;8.213408,568;8.212974,320;8.028046,1621;7.9991136,1560;7.9963813,58;7.9829936,187;7.940157,146;7.9340653,880;7.921709,456;7.9049864,830;7.9042983,2514;7.895182,688;7.885306,458;7.8842106,95;7.3723377663205385,1475;6.836467931813607,454;6.535104454178714,3141;6.504016591490267,1229;6.32578253903354,1183;6.251486376130452,201;6.2032501160169256,702;6.179472373288146,344;6.1632903067936615,2609;6.024572912502054,1993;5.636948794715427,1211;5.580349708780417,308;5.2111544244267725,3004;5.0921097100173975,266;5.049229102907527,2439;4.83314774485188,2050;4.818755173049433,303;4.656504970716577,2304;4.3705677923086315,130;4.282650169607593,1865;4.083444639853754,3719;3.6407186647842313,2715;3.439459580421929
12,2458;2813;2252,daytime:afternoon,3267;9.8891735,3548;9.482983,544;9.375429,552;9.338462,177;9.235262,176;8.920753,600;8.778338,279;8.428748,116;8.341001,121;8.334083,396;8.277936,2794;8.24297,1743;8.213408,568;8.212974,37;8.169321,2026;8.046835,320;8.028046,772;8.009395,1621;7.9991136,58;7.9829936,187;7.940157,880;7.921709,456;7.9049864,2514;7.895182,688;7.885306,458;7.8842106,84;7.880338,225;7.8688226,337;7.035723112524071,445;7.015972820982164,1166;6.812520065455427,282;6.756600349486619,411;6.635182270023475,2408;6.632494185227661,2873;6.601188491751176,430;6.003429488703374,1533;5.712087143878552,1940;5.575113264149458,70;5.174840548833338,2936;5.002528944388209,1872;4.752833707273434,2458;4.681538015040614,2932;4.647330106116722,2280;4.105664326298362,945;4.028850092160076,2777;3.4177886114211775,2813;3.122503173338489,3116;2.8915758693678266,2252;2.702783584674442,2014;2.641988799447388
12,93;1383;1964,daytime:night,3548;9.482983,544;9.375429,177;9.235262,281;9.1655035,176;8.920753,652;8.900438,600;8.778338,118;8.577271,41;8.461892,279;8.428748,121;8.334083,2794;8.24297,1521;8.218047,1743;8.213408,568;8.212974,37;8.169321,2026;8.046835,772;8.009395,1560;7.9963813,58;7.9829936,146;7.9340653,880;7.921709,830;7.9042983,84;7.880338,225;7.8688226,1235;7.8665967,667;7.80227,262;7.7563024,438;7.7523794,218;7.7456036,1350;7.74322,112;7.7197294,1257;7.702149,1927;7.6738358,727;7.645184,891;7.644832,373;7.6400023,1342;7.6342154,360;7.6165204,1017;6.997305826584517,68;6.7327623262664735,480;5.91754327983804,1046;5.4680758438089025,803;5.457254270165104,939;5.385812562233452,1383;5.007670268530662,1964;4.9458234599122495,2964;4.214367345546706,93;3.9649328931834535,155;3.805885316892268
139,2533;2971;18;3320,daytime:morning,684;6.9848065,1010;6.777267,2394;6.6935015,1860;6.607466,268;6.5886045,1464;6.529339,321;6.4801493,181;6.47231,2748;6.37648,1277;6.2925377,1058;6.267385,488;6.254495,201;6.2489257,1665;6.234611,1500;6.232544,1483;6.1820784,3320;6.174856,994;6.1508617,1005;6.1264997,1025;6.0876713,159;6.057848,1252;6.037925,445;6.0064144,2290;5.992987,1612;5.967972,1361;5.9669766,1667;5.9427266,946;5.239300161129715,461;5.010874812720652,1085;4.889986981424038,1303;4.8457691895771875,1944;4.56109110100403,1851;4.51491601838065,18;4.254078480838231,2352;3.9862164427306173,3108;3.9470699726070495,3055;3.928448169382318,1406;3.8652431632142212,789;3.8400350854394225,3617;3.4772982779016357,596;3.2686791571022376,2971;3.2207389657016257,39;3.2040519735252246,1613;3.085350979623325,2533;2.9706918321622897,3189;2.525196551456068,19;2.030309467561046,3321;2.023404829255266,718;2.015317225727119,75;1.7933978685896228
139,2024;602;1086;627,daytime:evening,1292;7.0802746,684;6.9848065,333;6.8567257,1017;6.7192183,2394;6.6935015,1860;6.607466,268;6.5886045,1464;6.529339,321;6.4801493,181;6.47231,2748;6.37648,2797;6.37441,1277;6.2925377,254;6.270205,1058;6.267385,1500;6.232544,2569;6.2043786,1483;6.1820784,3320;6.174856,994;6.1508617,1005;6.1264997,1025;6.0876713,159;6.057848,1041;6.0450244,1252;6.037925,1074;6.0094633,3680;5.2762554210925625,1086;5.2090951345610375,1162;5.075644323294431,1204;4.858219626581134,627;4.716015087603058,1231;4.50786088174773,61;4.481107061655311,602;4.465529149892067,1557;4.441866673260791,1003;4.29083390367562,411;4.233985103141144,1161;4.230523469491539,2372;4.17459370219481,2416;3.9899599691266325,1494;3.926588877087132,2247;3.8396099629308837,2024;3.6417071214651178,2268;3.3818771581105045,1490;3.1940010763610727,2289;2.9312666505768976,1127;2.8554185775712133,350;2.837858187920642,2004;2.6882068383097053,2390;0.8724136888534006
139,1071;2810;2996,daytime:afternoon,1292;7.0802746,333;6.8567257,1010;6.777267,1017;6.7192183,2394;6.6935015,1860;6.607466,268;6.5886045,1464;6.529339,321;6.4801493,181;6.47231,2748;6.37648,2797;6.37441,1277;6.2925377,254;6.270205,488;6.254495,201;6.2489257,1665;6.234611,1500;6.232544,2569;6.2043786,1483;6.1820784,3320;6.174856,994;6.1508617,1005;6.1264997,1025;6.0876713,159;6.057848,1041;6.0450244,1252;6.037925,1074;6.0094633,445;6.0064144,1648;4.66765541541906,2568;4.5346287390215245,787;4.4789241886733535,1759;4.384141597506856,2000;4.117472556564304,1939;4.109491475566136,3014;4.084702477549262,3059;4.051652283433616,3398;3.889537793659419,844;3.8654330709959352,2996;3.841082017101573,360;3.7814968114640664,1071;3.626550145645775,1543;3.420795785836187,326;3.2575944851969973,1471;3.1024554813124454,2880;3.0234023403632126,2180;2.868889369793434,2729;2.7608093519698125,1578;2.245690098504133,2810;1.9156363579194544
139,2053;393;906;354,daytime:night,1292;7.0802746,684;6.9848065,333;6.8567257,1010;6.777267,1017;6.7192183,2394;6.6935015,181;6.47231,2748;6.37648,2797;6.37441,1277;6.2925377,254;6.270205,1058;6.267385,488;6.254495,201;6.2489257,1665;6.234611,2569;6.2043786,1483;6.1820784,3320;6.174856,994;6.1508617,1025;6.0876713,1041;6.0450244,1074;6.0094633,445;6.0064144,3336;5.536433227570331,842;5.377503471967793,2070;5.308691723423753,466;5.19351222802268,906;4.51113112339445,2053;4.411294024125234,2045;4.402130960196465,2572;4.389683926397648,483;4.265319896612541,1334;4.229703535054342,1709;4.220091970943384,2366;4.215119435137606,3023;4.091839988426198,2834;4.081693583478791,1714;3.6303600540311836,2778;3.53607319927354,1427;3.507876908561452,3132;3.394745828226633,8;3.3812660205669998,1455;3.3303491608524984,1550;3.242570388877507,458;3.2344076378442645,2958;3.132159711388528,3193;2.6803599233151716,3077;2.317167448394302,354;1.1872015144652985,393;0.40001609234074653
140,637;1086;3685;2814,daytime:morning,544;10.76167,552;10.087223,176;9.833256,442;9.701157,3267;9.652199,600;9.567821,1743;9.538726,118;9.506403,458;9.346173,1843;9.293129,3548;9.292668,2876;9.258199,177;9.241649,41;9.237558,899;9.084831,281;8.946271,652;8.901435,2261;8.698914,218;8.69655,1235;8.372165,320;8.367311,386;8.333578,772;8.291948,891;8.282051,404;8.267738,58;8.257826,3051;7.7194537455138015,1521;7.707488974492576,1721;7.352336458167719,2026;7.128496187537881,1575;6.513422563771893,3685;6.176550080391301,1086;6.025719673591992,1113;5.979635317085591,2612;5.852900302676849,34;5.4120816898454205,2211;5.262124710814313,1351;5.013514120186922,2564;5.00007240915876,1730;4.996433979211057,3263;4.948436410787603,741;4.824047653518068,2443;4.786796829326092,2601;4.609358797624415,1390;4.5691350423482655,866;4.420651973265437,2988;4.165494982606102,2814;2.5288980120769398,3543;2.420009570131589,637;1.397111760184488
140,997;2692;508;1083;170,daytime:evening,544;10.76167,176;9.833256,442;9.701157,3267;9.652199,600;9.567821,1743;9.538726,118;9.506403,1843;9.293129,3548;9.292668,2876;9.258199,177;9.241649,899;9.084831,279;9.059666,281;8.946271,652;8.901435,568;8.648062,116;8.497266,3319;8.482468,701;7.538768816612375,1944;7.470762023119243,805;7.293784016562375,3175;6.981495645119033,1612;6.962839910976297,1641;6.947788220760086,1607;6.355580240548496,2294;6.021638388052922,596;5.990323820634725,1083;5.891120566775089,3286;5.881550928624813,3680;5.6994996105065665,3095;5.685942798975323,997;5.617300130993703,508;5.510779848146976,520;5.360848047392458,2762;5.059336133365884,1657;5.038058319562073,1544;4.894949037791474,2692;4.825470197447945,2622;4.731344066505232,2339;4.679214013520817,2271;4.629992411823897,1786;4.612961903475903,3568;4.549368963374239,1534;4.3403152859274305,2533;3.63971463793953,697;3.292019863173306,2823;2.9788706441216597,236;2.72611075271023,3761;2.6379738716460674,3663;2.24088228969867
