10
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
1026,286,roadtype:highway,289;3.9444444,689;3.8333333,248;3.7916667,265;3.75,295;3.65,720;3.625,290;3.6,746;3.5,263;3.4761906,677;3.375
1019,276,weather:snowing;trafficconditions:lots of cars;roadtype:serpentine;mood:active;landscape:coast line,289;3.9444444,689;3.8333333,248;3.7916667,265;3.75,295;3.65,720;3.625,290;3.6,746;3.5,263;3.4761906,677;3.375
1019,730,naturalphenomena:day time,289;3.9444444,689;3.8333333,248;3.7916667,265;3.75,295;3.65,720;3.625,290;3.6,746;3.5,263;3.4761906,677;3.375
1019,264,weather:sunny;trafficconditions:free road;sleepiness:awake;drivingstyle:relaxed driving,289;3.9444444,689;3.8333333,248;3.7916667,265;3.75,295;3.65,720;3.625,290;3.6,746;3.5,263;3.4761906,677;3.375
1019,266,sleepiness:sleepy;drivingstyle:relaxed driving,289;3.9444444,689;3.8333333,248;3.7916667,265;3.75,295;3.65,720;3.625,290;3.6,746;3.5,263;3.4761906,677;3.375
1019,282,trafficconditions:lots of cars,289;3.9444444,689;3.8333333,248;3.7916667,265;3.75,295;3.65,720;3.625,290;3.6,746;3.5,263;3.4761906,677;3.375
1019,264,roadtype:highway,289;3.9444444,689;3.8333333,248;3.7916667,265;3.75,295;3.65,720;3.625,290;3.6,746;3.5,263;3.4761906,677;3.375
1019,263,trafficconditions:lots of cars;sleepiness:sleepy;drivingstyle:sport driving,289;3.9444444,689;3.8333333,248;3.7916667,265;3.75,295;3.65,720;3.625,290;3.6,746;3.5,263;3.4761906,677;3.375
1019,283,weather:snowing;trafficconditions:traffic jam;mood:lazy;landscape:mountains,289;3.9444444,689;3.8333333,248;3.7916667,265;3.75,295;3.65,720;3.625,290;3.6,746;3.5,263;3.4761906,677;3.375
1032,705,landscape:coast line;drivingstyle:relaxed driving,289;3.9444444,689;3.8333333,248;3.7916667,265;3.75,295;3.65,720;3.625,290;3.6,746;3.5,263;3.4761906,677;3.375
1012,292,weather:rainy,289;3.9444444,689;3.8333333,248;3.7916667,265;3.75,295;3.65,720;3.625,290;3.6,746;3.5,263;3.4761906,677;3.375
1009,263,naturalphenomena:night,289;3.9444444,689;3.8333333,248;3.7916667,265;3.75,295;3.65,720;3.625,290;3.6,746;3.5,263;3.4761906,677;3.375
1033,724,drivingstyle:relaxed driving,289;3.9444444,248;3.7916667,265;3.75,295;3.65,720;3.625,290;3.6,746;3.5,263;3.4761906,677;3.375,253;3.351852
1033,252,weather:snowing,689;3.8333333,248;3.7916667,265;3.75,295;3.65,720;3.625,290;3.6,746;3.5,263;3.4761906,677;3.375,293;3.3333333
1033,290;248,weather:cloudy,289;3.9444444,689;3.8333333,248;3.7916667,265;3.75,295;3.65,720;3.625,290;3.6,746;3.5,263;3.4761906,677;3.375
1033,743,landscape:mountains,289;3.9444444,689;3.8333333,248;3.7916667,265;3.75,295;3.65,720;3.625,290;3.6,746;3.5,263;3.4761906,677;3.375
1033,743,naturalphenomena:morning,289;3.9444444,689;3.8333333,248;3.7916667,265;3.75,295;3.65,720;3.625,290;3.6,746;3.5,263;3.4761906,677;3.375
1033,761,naturalphenomena:day time,289;3.9444444,689;3.8333333,248;3.7916667,265;3.75,295;3.65,720;3.625,290;3.6,746;3.5,263;3.4761906,677;3.375
1033,676,roadtype:city;landscape:urban,289;3.9444444,689;3.8333333,248;3.7916667,265;3.75,295;3.65,720;3.625,290;3.6,746;3.5,263;3.4761906,677;3.375
1033,682;722,roadtype:highway,289;3.9444444,689;3.8333333,248;3.7916667,265;3.75,295;3.65,290;3.6,263;3.4761906,677;3.375,253;3.351852,293;3.3333333
1033,703,trafficconditions:free road;landscape:coast line,289;3.9444444,689;3.8333333,248;3.7916667,265;3.75,295;3.65,720;3.625,290;3.6,746;3.5,263;3.4761906,677;3.375
1033,704,mood:active,289;3.9444444,689;3.8333333,265;3.75,295;3.65,720;3.625,290;3.6,746;3.5,263;3.4761906,677;3.375,253;3.351852
