50
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50
12,1365;2057;1265;2149;96,daytime:morning,3675;1.0275447,1628;1.0166202,3638;1.0145507,3040;1.0047612,1797;1.0033228,91;1.0026321,3017;1.0024095,475;1.002085,3251;1.0018928,2903;1.0018841,3225;1.0017396,3481;1.0016049,90;1.001597,3069;1.0014955,1347;1.0013983,2245;1.0013189,1689;1.0011593,441;1.001147,825;1.0011467,2046;1.0010718,3255;1.0010676,2992;1.0010414,2571;1.0010325,3851;1.0010145,3404;1.0010071,1576;1.0009954,1050;1.0009375,617;1.0009278,2372;1.0008916,425;1.0008762,1156;1.0001523964266823,524;1.0001045323731352,3038;1.0000940196819874,3026;1.0000853051191554,607;1.0000842854929464,1394;1.0000835443083653,579;1.000071512775051,1265;1.0000692954185337,2057;1.0000654686325285,2089;1.000056812778818,1309;1.0000488335165822,96;1.0000467919345608,2194;1.0000461952122706,2738;1.0000431804530896,1365;1.0000415860304723,2219;1.000034758879582,568;1.000026381269776,2149;1.0000088847829682,1421;0.999981596699735,2037;0.9995834579050829
12,1575;2456;1512;1185;1740,daytime:evening,3675;1.0275447,1628;1.0166202,3638;1.0145507,3040;1.0047612,1797;1.0033228,91;1.0026321,3017;1.0024095,475;1.002085,3251;1.0018928,2903;1.0018841,3225;1.0017396,3481;1.0016049,90;1.001597,3069;1.0014955,1347;1.0013983,2245;1.0013189,1689;1.0011593,441;1.001147,825;1.0011467,2046;1.0010718,3255;1.0010676,2992;1.0010414,2571;1.0010325,3851;1.0010145,3404;1.0010071,1576;1.0009954,1050;1.0009375,617;1.0009278,2372;1.0008916,425;1.0008762,1575;1.000205213342528,1438;1.00014995772003,1727;1.00014509053462,1185;1.0001349377812934,1729;1.0001338008934686,2056;1.0001005023235594,13;1.000085712971112,2456;1.0000732682201388,1870;1.0000678387884674,342;1.0000624358641599,2366;1.0000514992987155,330;1.0000513733815095,1487;1.0000492711890843,1740;1.0000449356775905,511;1.0000404106628267,739;1.0000394936592278,1512;1.0000263041407367,1489;0.9999882424720885,762;0.9999862559662117,1272;0.9999661991778337
12,19;1029;2290,daytime:afternoon,3675;1.0275447,1628;1.0166202,3638;1.0145507,3040;1.0047612,1797;1.0033228,91;1.0026321,3017;1.0024095,475;1.002085,3251;1.0018928,2903;1.0018841,3225;1.0017396,3481;1.0016049,90;1.001597,3069;1.0014955,1347;1.0013983,2245;1.0013189,1689;1.0011593,441;1.001147,825;1.0011467,2046;1.0010718,3255;1.0010676,2992;1.0010414,2571;1.0010325,3851;1.0010145,3404;1.0010071,1576;1.0009954,1050;1.0009375,617;1.0009278,2290;1.000180952701255,156;1.000176534711099,1482;1.0001078470248637,744;1.0001064103400055,901;1.0000886592154843,2305;1.00008374450284,998;1.0000837178303112,19;1.0000794701727225,2310;1.0000776689737767,671;1.0000661667625534,1029;1.000064327123706,1554;1.0000609597117003,257;1.0000574480373958,2376;1.000051291901592,1521;1.0000486906582284,2294;1.0000451803438137,283;1.0000380666775177,1364;1.0000348960384469,125;1.0000225778196419,1219;1.000005931422738,1217;1.000000284290393,2914;0.9999901981265723
12,2142;960;2466;1588,daytime:night,3675;1.0275447,1628;1.0166202,3638;1.0145507,3040;1.0047612,1797;1.0033228,91;1.0026321,3017;1.0024095,475;1.002085,3251;1.0018928,2903;1.0018841,3225;1.0017396,3481;1.0016049,90;1.001597,3069;1.0014955,1347;1.0013983,2245;1.0013189,1689;1.0011593,441;1.001147,825;1.0011467,2046;1.0010718,3255;1.0010676,2992;1.0010414,2571;1.0010325,3851;1.0010145,3404;1.0010071,1576;1.0009954,1050;1.0009375,617;1.0009278,2372;1.0008916,425;1.0008762,2904;1.0007285,3530;1.0007285,2073;1.0007263,2298;1.0007212,145;1.0007097,1220;1.0006934,3267;1.0000973190168407,1588;1.0000968651499207,2466;1.0000905974587206,2387;1.0000756849017394,2942;1.0000749243598026,2142;1.000072011909671,960;1.0000700157568612,2409;1.0000692251794658,1159;1.0000642424565955,202;1.0000629593483412,2377;1.0000200923840987,1655;1.000005145373957,2748;0.999978154861571,159;0.9993763443081193
139,1770;688;2445;3591;2797,daytime:morning,3675;1.0274452,1628;1.0165461,3638;1.0144818,3040;1.0046664,1797;1.003239,91;1.0025436,3017;1.0023104,475;1.0019937,3251;1.00181,2903;1.001795,3225;1.0016487,90;1.0015156,3481;1.001509,2230;1.0001520326561124,1963;1.0000668169350277,1770;1.0000331872472605,28;1.0000316422720665,3183;1.0000091780668554,1581;1.0000041365944259,2535;1.0000003966089164,3340;1.0000003141273404,1183;0.9999964908896404,2445;0.9999889999772489,257;0.9999830207910372,500;0.9999799507107229,688;0.9999720294688162,98;0.9999711960152211,1521;0.9999694275302802,3263;0.9999659369082631,935;0.9999656344049047,1731;0.999961239332753,2408;0.999960967433563,2330;0.9999563359900563,696;0.9999552902398924,1429;0.9999545630033613,1118;0.9999486087333471,1041;0.9999465419303121,1749;0.9999433395191618,3181;0.9999387548231967,2797;0.9999367467305824,1017;0.9999351011902388,1412;0.9999333552648014,1512;0.9999326483561637,235;0.9999312707880185,3368;0.9999298780346285,3591;0.999929691722797,3555;0.999921373764783,1079;0.999919419403789,186;0.9999099489340498,2185;0.9997620756806722
139,3020;3268;112,daytime:evening,3675;1.0274452,1628;1.0165461,3638;1.0144818,3040;1.0046664,1797;1.003239,91;1.0025436,3017;1.0023104,475;1.0019937,3251;1.00181,2903;1.001795,3225;1.0016487,90;1.0015156,3481;1.001509,3069;1.0014158,1347;1.0013163,2245;1.0012196,1689;1.0010655,441;1.0010641,825;1.0010526,2046;1.0010021,3255;1.00098,2992;1.0009419,2571;1.000937,3851;1.0009255,1576;1.000918,3404;1.0009122,617;1.0008518,469;1.000113589551468,112;1.0000485976197764,1394;1.0000043841760164,876;0.9999977187101665,2589;0.9999956955537487,329;0.9999904677915192,1274;0.999986128289774,2921;0.9999840559548421,1990;0.9999839074368732,3268;0.9999726934781056,1716;0.9999725802575335,3646;0.9999720654352241,2129;0.9999677866482612,3020;0.9999674547902678,1064;0.9999673461475492,153;0.9999665191090075,2091;0.9999617412811335,1992;0.9999609258981208,177;0.9999572223125032,3057;0.999949906346998,3239;0.9999436904585782,3025;0.9999425277881498,3553;0.9998577317736669
139,3602;1542;1083;2149;894,daytime:afternoon,3675;1.0274452,1628;1.0165461,3638;1.0144818,3040;1.0046664,1797;1.003239,91;1.0025436,3017;1.0023104,475;1.0019937,3251;1.00181,2903;1.001795,3225;1.0016487,90;1.0015156,3481;1.001509,3069;1.0014158,1347;1.0013163,2245;1.0012196,1689;1.0010655,441;1.0010641,825;1.0010526,2046;1.0010021,3255;1.00098,2992;1.0009419,2571;1.000937,3851;1.0009255,1576;1.000918,3404;1.0009122,617;1.0008518,1050;1.0008447,2372;1.0008073,425;1.0007919,2904;1.0006388,1607;1.0001419599903452,894;1.0000756072730976,1083;1.0000127347326397,2775;1.0000048913170647,1855;0.9999929571799436,2717;0.9999874259541847,2205;0.9999833323297466,913;0.9999797787265203,2362;0.9999766743615641,2312;0.9999735766804753,348;0.999971013459349,3430;0.9999665588151002,3602;0.9999617782801424,1798;0.999960565837606,1542;0.9999554197853544,830;0.9999374935578423,343;0.9999301453868766,2149;0.9999215075501522,1350;0.9999006648482833
139,2794;2818;1763;824,daytime:night,3675;1.0274452,1628;1.0165461,3638;1.0144818,3040;1.0046664,1797;1.003239,91;1.0025436,3017;1.0023104,475;1.0019937,3251;1.00181,2903;1.001795,3225;1.0016487,90;1.0015156,3481;1.001509,3069;1.0014158,1347;1.0013163,2245;1.0012196,1689;1.0010655,441;1.0010641,825;1.0010526,2046;1.0010021,3255;1.00098,2992;1.0009419,1005;1.0002194074611994,824;1.0000473938578933,2028;1.0000444649829063,128;1.0000343705184749,292;1.0000189900282033,2317;1.0000171668099231,220;1.0000063046359857,3643;1.0000037892968534,1387;0.999995108469399,2912;0.9999926992537186,2796;0.9999908841832041,1644;0.999981396025856,1251;0.9999660479251926,1763;0.9999603446439532,1306;0.9999598011632538,1268;0.9999578073118104,1254;0.9999569414040038,2794;0.999952341445349,855;0.9999479144570069,2022;0.9999453052259745,1245;0.9999417860622993,1031;0.9999324722586308,2953;0.9999311020327896,2042;0.9999274752096369,3031;0.9999274276779113,2818;0.9999214995280781,2030;0.9999033759253733,3237;0.9995181994916066
140,3004;1430;2324;1869,daytime:morning,3675;1.0274987,1628;1.0165329,3638;1.0144604,3040;1.0046953,1797;1.0032283,91;1.002536,3017;1.002365,475;1.0020313,3251;1.0018325,2903;1.0017705,3225;1.0016786,3481;1.0015489,90;1.0015371,3069;1.0014404,1347;1.0013489,2245;1.0012267,1689;1.0010992,441;1.0010967,825;1.0010532,2046;1.0010147,3255;1.0010124,2992;1.0009955,3851;1.0009452,3404;1.0009354,1593;1.0003379871999207,433;1.0000959363953208,580;1.0000865792920426,3193;1.0000730681507175,3038;1.0000640855281226,3105;1.000049658776973,3004;1.0000320724073346,280;1.0000164062161105,20;1.0000092667166025,2324;1.000008374550916,632;1.0000063177117917,4;1.000003476907054,1869;0.9999884173985432,672;0.999983163584965,599;0.9999805018582689,2737;0.9999713763541801,2448;0.9999712384946182,87;0.9999616242239416,1430;0.9999599010434324,830;0.9999552875110397,831;0.9999539363206699,21;0.9999516212060543,1652;0.9999436836513808,1077;0.9999347299841891,3319;0.9999281670056039,1885;0.9999268917726805
140,2582;2503;3053;3743,daytime:evening,3675;1.0274987,1628;1.0165329,3638;1.0144604,3040;1.0046953,1797;1.0032283,91;1.002536,3017;1.002365,475;1.0020313,3251;1.0018325,2903;1.0017705,3225;1.0016786,3481;1.0015489,90;1.0015371,3069;1.0014404,1347;1.0013489,1689;1.0010992,441;1.0010967,825;1.0010532,2046;1.0010147,3255;1.0010124,2992;1.0009955,2571;1.0009855,3851;1.0009452,3404;1.0009354,1576;1.0009229,2163;1.0000935671827063,43;1.0000242893243092,2196;1.0000215167153368,2741;1.0000147674822901,823;1.0000140987646733,1731;1.0000124469889602,1560;1.0000104558408582,3743;1.0000075198208132,3053;1.0000074025679662,58;0.9999981227885937,2582;0.9999960749247215,1006;0.9999955560772149,1294;0.9999893310488468,700;0.9999874108914739,152;0.9999872751738089,2123;0.9999778932906574,3121;0.9999689000543618,2503;0.9999591963758494,181;0.9999547404542538,407;0.9999543490167145,1997;0.9999474964597387,2803;0.9999348926090101,1127;0.9999243107373164,1972;0.9998864133977329,2161;0.9988822915167913
