50
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50
12,2219;1394;2089;1421;96,daytime:morning,3638;1.0465461,1797;1.0170305,1672;1.0162828,1044;1.0158404,3675;1.0133146,1221;1.0034846,3040;1.0029103,2073;1.0025691,3654;1.0019816,2825;1.00178,559;1.0014681,813;1.0014025,746;1.0013238,3404;1.0012766,2487;1.0012549,203;1.0012412,3481;1.0012374,1525;1.0010833,3215;1.000977,1478;1.0009687,2642;1.0009595,1549;1.0009594,2858;1.0009235,2231;1.0009043,254;1.0008873,1454;1.0008845,825;1.0008665,3264;1.0008367,686;1.0008122,1220;1.0008115,1421;1.0002134419270936,607;1.000204919992636,2089;1.000186640438465,2149;1.0001690450095064,1309;1.000143647458759,96;1.0001313559881844,1394;1.0001275902147653,568;1.0001124576685168,3026;1.0001063730421025,579;1.0000987277093494,1265;1.0000939305010845,2219;1.0000926315289211,2738;1.0000730033992944,2194;1.0000643345511973,1156;1.0000292145901057,3038;1.0000287389430311,1365;1.000017412139198,2057;0.9999981583257836,524;0.9999964002886128,2037;0.9999576971106349
12,2056;1512;1185;1487;1727,daytime:evening,3638;1.0465461,1797;1.0170305,1672;1.0162828,1044;1.0158404,3675;1.0133146,1221;1.0034846,3040;1.0029103,2073;1.0025691,3654;1.0019816,2825;1.00178,559;1.0014681,813;1.0014025,746;1.0013238,3404;1.0012766,600;1.001271,1310;1.0012699,2487;1.0012549,203;1.0012412,3481;1.0012374,1525;1.0010833,3215;1.000977,1478;1.0009687,2642;1.0009595,1549;1.0009594,2858;1.0009235,2231;1.0009043,254;1.0008873,1454;1.0008845,825;1.0008665,3264;1.0008367,1272;1.0002819341506857,1740;1.00021204744376,1512;1.000164294482782,1438;1.000160539673563,1575;1.0001586851319817,762;1.0001395151720818,1870;1.0001333883033439,2456;1.000118210464581,1727;1.000091036252444,342;1.0000780670712057,511;1.0000731708874153,1489;1.0000652802784407,1185;1.000057629389931,2056;1.0000462557427308,330;1.000041314880974,1487;1.0000382356551525,13;1.000026288876858,1729;1.000017267236364,739;0.9999851095091277,2366;0.999974221368185
12,744;2305;998,daytime:afternoon,3638;1.0465461,1797;1.0170305,1672;1.0162828,1044;1.0158404,3675;1.0133146,1221;1.0034846,3040;1.0029103,2073;1.0025691,3654;1.0019816,2825;1.00178,559;1.0014681,813;1.0014025,746;1.0013238,3404;1.0012766,600;1.001271,1310;1.0012699,2487;1.0012549,203;1.0012412,3481;1.0012374,1525;1.0010833,3215;1.000977,1478;1.0009687,2642;1.0009595,1549;1.0009594,2858;1.0009235,2231;1.0009043,254;1.0008873,1454;1.0008845,1482;1.0002442165978949,1521;1.0001980547643623,1364;1.0001812106889973,2914;1.000174041060902,2294;1.0001578917861005,744;1.0001527084665105,283;1.0001170188661992,901;1.0001141022731053,1217;1.0000925603258934,257;1.0000896202942706,2305;1.0000886762410153,125;1.0000869204421325,2310;1.0000747572701725,1029;1.0000694760522542,1219;1.0000658306474377,19;1.000051219882244,671;1.000041646464132,2376;1.000038788949796,1554;1.0000382393218614,998;0.9999531513488376,2290;0.9999416975078962,156;0.9998866868105102
12,2387;1655;3267;1588,daytime:night,3638;1.0465461,1797;1.0170305,1672;1.0162828,1044;1.0158404,3675;1.0133146,1221;1.0034846,3040;1.0029103,2073;1.0025691,3654;1.0019816,2825;1.00178,559;1.0014681,813;1.0014025,746;1.0013238,3404;1.0012766,600;1.001271,1310;1.0012699,2487;1.0012549,203;1.0012412,3481;1.0012374,1525;1.0010833,3215;1.000977,1478;1.0009687,2642;1.0009595,1549;1.0009594,2858;1.0009235,2231;1.0009043,254;1.0008873,825;1.0008665,3264;1.0008367,686;1.0008122,1220;1.0008115,1198;1.0007893,166;1.000776,2596;1.0007745,443;1.0007662,965;1.0007551,159;1.0006135832867435,3267;1.0002060790817924,2377;1.0001408072099123,2466;1.0001374320674077,2142;1.0001164419435766,1159;1.0001028740474607,2942;1.000096629955354,2387;1.0000828576713405,2748;1.0000792974653865,960;1.0000554544030673,202;1.0000321074790053,1588;0.9999858612301016,2409;0.9999842522500554,1655;0.9995813594859538
139,1963;1512;3555;3263;3591,daytime:morning,3638;1.046341,1797;1.0170723,1672;1.0161636,1044;1.0157827,3675;1.0131449,1221;1.0034189,3040;1.0028136,2073;1.0023954,3654;1.0019541,2825;1.0017889,559;1.0013981,813;1.0013704,746;1.0013016,2185;1.0002813034302593,3181;1.0001485870771583,2797;1.0000636222366965,935;1.0000631466378163,1581;1.000051258038162,2535;1.0000477450537912,3368;1.0000448503397636,1512;1.0000444424499795,1770;1.0000429536081084,235;1.000042596621247,1412;1.0000394778185113,1731;1.0000389520491166,1749;1.000034986693474,1017;1.0000299644039132,3263;1.0000278972544145,3555;1.0000230407182273,1429;1.000023001972802,3591;1.0000228538466225,2445;1.0000181952962277,186;1.0000170072499195,1521;1.0000100303445902,1041;1.0000081519148916,1963;1.0000079770537285,1079;1.0000077886727141,2330;0.9999999370295658,2408;0.9999939772398213,98;0.9999900772020901,1118;0.9999807544849686,500;0.9999800780079369,696;0.9999776805824612,1183;0.999975207809701,257;0.9999688465669929,688;0.9999661259145916,3183;0.9999655255387344,2230;0.9999493407206107,28;0.9999433949992411,3340;0.9999248323303648
139,469;3553;3646,daytime:evening,3638;1.046341,1797;1.0170723,1672;1.0161636,1044;1.0157827,3675;1.0131449,1221;1.0034189,3040;1.0028136,2073;1.0023954,3654;1.0019541,2825;1.0017889,559;1.0013981,813;1.0013704,746;1.0013016,2487;1.0012403,3404;1.0011904,1310;1.0011376,203;1.0010753,3481;1.0010626,1525;1.0010271,2858;1.0009913,1478;1.0008984,3264;1.0008539,1549;1.0008371,254;1.0008371,3215;1.0008321,2642;1.0008321,2231;1.0008167,3020;1.0000735976276127,469;1.0000684912034956,1716;1.0000522176846383,2091;1.000047372957192,1992;1.0000424002200028,3553;1.0000413153237961,3239;1.0000151782991542,3025;1.0000126807425354,153;1.0000124397880275,177;1.000011091261932,3268;1.000004446030442,876;0.9999964095885405,1394;0.9999955242145712,2589;0.9999922618330395,1990;0.9999920733389721,3646;0.9999911794395295,2129;0.9999884248393444,1064;0.9999860831069989,3057;0.9999843810144385,1274;0.9999743278675174,329;0.9999693802757391,2921;0.9999385944633526,112;0.9998407319772389
139,830;1607;2362;2149;2775,daytime:afternoon,3638;1.046341,1797;1.0170723,1672;1.0161636,1044;1.0157827,3675;1.0131449,1221;1.0034189,3040;1.0028136,2073;1.0023954,3654;1.0019541,2825;1.0017889,559;1.0013981,813;1.0013704,746;1.0013016,2487;1.0012403,3404;1.0011904,600;1.0011727,1310;1.0011376,203;1.0010753,3481;1.0010626,1525;1.0010271,2858;1.0009913,1478;1.0008984,3264;1.0008539,1549;1.0008371,254;1.0008371,3215;1.0008321,2642;1.0008321,2231;1.0008167,1220;1.0007701,1454;1.0007563,825;1.0007297,2312;1.0000974373331935,2362;1.0000429646588036,2205;1.000039008547584,830;1.000035287879787,2717;1.000028515889633,1607;1.0000166495840201,1798;1.0000140649184792,1350;1.000006932152992,2149;1.0000026850938861,894;0.999996520795278,3602;0.9999862993031831,1542;0.9999807977763555,3430;0.9999799825939213,1855;0.9999695767971559,2775;0.999969284651338,348;0.9999620586565227,913;0.9999484615999608,1083;0.9999310185336509,343;0.9999290114046999
139,2030;3643;1387;1251,daytime:night,3638;1.046341,1797;1.0170723,1672;1.0161636,1044;1.0157827,3675;1.0131449,1221;1.0034189,3040;1.0028136,2073;1.0023954,3654;1.0019541,2825;1.0017889,559;1.0013981,813;1.0013704,746;1.0013016,2487;1.0012403,3404;1.0011904,600;1.0011727,1310;1.0011376,203;1.0010753,3481;1.0010626,1525;1.0010271,2858;1.0009913,1478;1.0008984,3031;1.000055859142133,1245;1.000055210571764,1306;1.0000498315049196,1031;1.000037748488541,128;1.0000373539121858,2022;1.0000319032676548,1644;1.0000279584891352,1763;1.0000270780606024,1251;1.0000268858553087,855;1.0000221925440334,1387;1.000018192661343,1268;1.000016221360373,2794;1.0000058344945228,1254;1.000003411302701,2912;1.0000011400965405,2042;0.9999891778802262,2953;0.999982152625185,2818;0.9999726249662987,2796;0.9999690203840571,2028;0.9999679971116077,220;0.9999584223758171,2030;0.9999432789656773,3643;0.999928011045246,824;0.9999141963179405,292;0.9998947669580132,2317;0.9998870279424108,1005;0.9998639769813912,3237;0.9998574629703844
140,830;580;1077;20,daytime:morning,3638;1.0464274,1797;1.0171969,1672;1.0161406,1044;1.0158229,3675;1.0131968,1221;1.0034381,3040;1.0028266,2073;1.0024327,3654;1.0020329,2825;1.0018038,559;1.0014565,813;1.001409,2487;1.0012879,3404;1.0012685,746;1.0012681,600;1.0012374,1310;1.0011774,3481;1.0011476,203;1.001097,1525;1.0010667,2858;1.0010543,1478;1.0009423,2642;1.0009006,254;1.0008937,21;1.0001299954152005,1430;1.0001154566980361,1593;1.0001110973849558,280;1.000095384697666,433;1.0000853580351705,87;1.000083308443809,4;1.0000805384196783,672;1.000071850252398,580;1.0000703861837954,2737;1.0000703254942453,2448;1.0000644544059016,599;1.0000506329496917,3004;1.0000503088465496,831;1.0000485111268667,3319;1.0000484770229119,830;1.000046770077384,632;1.0000465969823487,2324;1.0000437281566363,1077;1.000030721051327,1869;1.000029206833571,3193;1.000026458335993,20;1.000024502816914,1885;1.000023687963935,3038;1.0000236541951821,3105;1.0000188294384396,1652;0.9997877213395283
140,2741;2582;3121;1006,daytime:evening,3638;1.0464274,1797;1.0171969,1672;1.0161406,1044;1.0158229,3675;1.0131968,1221;1.0034381,3040;1.0028266,2073;1.0024327,3654;1.0020329,2825;1.0018038,559;1.0014565,813;1.001409,2487;1.0012879,3404;1.0012685,746;1.0012681,600;1.0012374,1310;1.0011774,3481;1.0011476,203;1.001097,1525;1.0010667,2858;1.0010543,1478;1.0009423,2642;1.0009006,254;1.0008937,58;1.000125504671564,2741;1.0001248443429436,181;1.0001134956062596,700;1.0001087633524377,2803;1.0001018197602238,2196;1.0000919318909371,2582;1.0000883559242417,2503;1.0000850246860722,3053;1.0000838471502569,1731;1.0000809522076475,407;1.0000755269104824,2123;1.0000739906775094,1294;1.0000685182554403,3121;1.0000681801770595,1997;1.0000664591442674,1127;1.000060773117572,1560;1.000060453740272,1972;1.0000454480636485,43;1.0000397991809158,3743;1.0000122517413035,2163;1.0000091763051724,1006;0.9999962255562349,152;0.9999867838285564,823;0.999983118357252,2161;0.9999162220690339,1689;0.9989944706298772
