userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
1026,290,drivingstyle:relaxed driving,753;2.4537036,691;2.4537036,736;2.4537036,719;2.4537036,762;2.4537036,277;2.4537036,757;2.4537036,296;2.4537036,735;2.4537036,690;2.4537036,732;2.4537036,276;2.4537036,278;2.4537036,739;2.4537036,748;2.4537036,714;2.4537036,253;2.4537036,725;2.4537036,274;2.4537036,679;2.4537036
1026,747,trafficconditions:traffic jam;naturalphenomena:afternoon;landscape:mountains,699;2.4537036,753;2.4537036,691;2.4537036,736;2.4537036,719;2.4537036,762;2.4537036,277;2.4537036,757;2.4537036,296;2.4537036,735;2.4537036,690;2.4537036,732;2.4537036,276;2.4537036,278;2.4537036,739;2.4537036,748;2.4537036,714;2.4537036,253;2.4537036,725;2.4537036,274;2.4537036
1026,692,weather:cloudy,699;2.4537036,753;2.4537036,691;2.4537036,736;2.4537036,719;2.4537036,762;2.4537036,277;2.4537036,757;2.4537036,296;2.4537036,735;2.4537036,690;2.4537036,732;2.4537036,276;2.4537036,278;2.4537036,739;2.4537036,748;2.4537036,714;2.4537036,253;2.4537036,725;2.4537036,274;2.4537036
1018,700,drivingstyle:sport driving,699;2.3452382,753;2.3452382,691;2.3452382,736;2.3452382,719;2.3452382,762;2.3452382,277;2.3452382,757;2.3452382,296;2.3452382,735;2.3452382,690;2.3452382,276;2.3452382,278;2.3452382,739;2.3452382,748;2.3452382,714;2.3452382,253;2.3452382,725;2.3452382,274;2.3452382,679;2.3452382
1019,251,weather:cloudy;sleepiness:awake;mood:sad,699;2.391076,753;2.391076,691;2.391076,736;2.391076,719;2.391076,762;2.391076,277;2.391076,757;2.391076,296;2.391076,735;2.391076,690;2.391076,732;2.391076,276;2.391076,278;2.391076,739;2.391076,748;2.391076,714;2.391076,253;2.391076,725;2.391076,274;2.391076
1019,255,weather:rainy;sleepiness:sleepy;roadtype:city;naturalphenomena:afternoon,699;2.391076,753;2.391076,691;2.391076,736;2.391076,719;2.391076,762;2.391076,277;2.391076,757;2.391076,296;2.391076,735;2.391076,690;2.391076,732;2.391076,276;2.391076,278;2.391076,739;2.391076,748;2.391076,714;2.391076,253;2.391076,725;2.391076,274;2.391076
1019,277,weather:rainy;roadtype:city;mood:lazy,699;2.391076,753;2.391076,691;2.391076,736;2.391076,719;2.391076,762;2.391076,277;2.391076,757;2.391076,296;2.391076,735;2.391076,690;2.391076,732;2.391076,276;2.391076,278;2.391076,739;2.391076,748;2.391076,714;2.391076,253;2.391076,725;2.391076,274;2.391076
1019,256,trafficconditions:traffic jam,699;2.391076,753;2.391076,691;2.391076,736;2.391076,719;2.391076,762;2.391076,277;2.391076,757;2.391076,296;2.391076,735;2.391076,690;2.391076,732;2.391076,276;2.391076,278;2.391076,739;2.391076,748;2.391076,714;2.391076,253;2.391076,725;2.391076,274;2.391076
1019,258,trafficconditions:lots of cars;roadtype:highway;drivingstyle:sport driving,699;2.391076,753;2.391076,691;2.391076,736;2.391076,719;2.391076,762;2.391076,277;2.391076,757;2.391076,296;2.391076,735;2.391076,690;2.391076,732;2.391076,276;2.391076,278;2.391076,739;2.391076,748;2.391076,714;2.391076,253;2.391076,725;2.391076,274;2.391076
1028,252,trafficconditions:lots of cars,699;1.1666666,753;1.1666666,691;1.1666666,736;1.1666666,719;1.1666666,762;1.1666666,277;1.1666666,757;1.1666666,296;1.1666666,735;1.1666666,690;1.1666666,732;1.1666666,276;1.1666666,278;1.1666666,739;1.1666666,748;1.1666666,714;1.1666666,253;1.1666666,725;1.1666666,274;1.1666666
1012,290,mood:happy,699;1.9104477,753;1.9104477,691;1.9104477,736;1.9104477,719;1.9104477,762;1.9104477,277;1.9104477,757;1.9104477,296;1.9104477,735;1.9104477,690;1.9104477,732;1.9104477,276;1.9104477,278;1.9104477,739;1.9104477,748;1.9104477,714;1.9104477,253;1.9104477,725;1.9104477,274;1.9104477
1040,753,naturalphenomena:morning,699;2.2666667,753;2.2666667,691;2.2666667,736;2.2666667,719;2.2666667,762;2.2666667,277;2.2666667,757;2.2666667,296;2.2666667,735;2.2666667,690;2.2666667,732;2.2666667,276;2.2666667,278;2.2666667,739;2.2666667,748;2.2666667,714;2.2666667,253;2.2666667,725;2.2666667,274;2.2666667
1040,754,weather:sunny,699;2.2666667,753;2.2666667,691;2.2666667,736;2.2666667,719;2.2666667,762;2.2666667,277;2.2666667,757;2.2666667,296;2.2666667,735;2.2666667,690;2.2666667,732;2.2666667,276;2.2666667,278;2.2666667,739;2.2666667,748;2.2666667,714;2.2666667,253;2.2666667,725;2.2666667,274;2.2666667
1009,274,roadtype:city;landscape:coast line,699;2.2537313,753;2.2537313,691;2.2537313,736;2.2537313,719;2.2537313,762;2.2537313,277;2.2537313,757;2.2537313,296;2.2537313,735;2.2537313,690;2.2537313,732;2.2537313,276;2.2537313,278;2.2537313,739;2.2537313,748;2.2537313,714;2.2537313,253;2.2537313,725;2.2537313,274;2.2537313
1009,276,mood:sad,699;2.2537313,753;2.2537313,691;2.2537313,736;2.2537313,719;2.2537313,762;2.2537313,277;2.2537313,757;2.2537313,296;2.2537313,735;2.2537313,690;2.2537313,732;2.2537313,276;2.2537313,278;2.2537313,739;2.2537313,748;2.2537313,714;2.2537313,253;2.2537313,725;2.2537313,274;2.2537313
1033,681,weather:sunny;landscape:coast line,699;2.6915205,753;2.6915205,691;2.6915205,736;2.6915205,719;2.6915205,762;2.6915205,277;2.6915205,757;2.6915205,296;2.6915205,735;2.6915205,690;2.6915205,732;2.6915205,276;2.6915205,278;2.6915205,739;2.6915205,748;2.6915205,714;2.6915205,253;2.6915205,725;2.6915205,274;2.6915205
1033,253,weather:snowing,699;2.6915205,753;2.6915205,691;2.6915205,736;2.6915205,719;2.6915205,762;2.6915205,277;2.6915205,757;2.6915205,296;2.6915205,735;2.6915205,690;2.6915205,732;2.6915205,276;2.6915205,278;2.6915205,739;2.6915205,748;2.6915205,714;2.6915205,253;2.6915205,725;2.6915205,274;2.6915205
1033,287,landscape:mountains,699;2.6915205,753;2.6915205,691;2.6915205,736;2.6915205,719;2.6915205,762;2.6915205,277;2.6915205,757;2.6915205,296;2.6915205,735;2.6915205,690;2.6915205,732;2.6915205,276;2.6915205,278;2.6915205,739;2.6915205,748;2.6915205,714;2.6915205,253;2.6915205,274;2.6915205,679;2.6915205
1033,295,roadtype:highway;drivingstyle:relaxed driving,699;2.6915205,753;2.6915205,691;2.6915205,736;2.6915205,719;2.6915205,762;2.6915205,277;2.6915205,757;2.6915205,296;2.6915205,735;2.6915205,690;2.6915205,732;2.6915205,276;2.6915205,278;2.6915205,739;2.6915205,748;2.6915205,714;2.6915205,253;2.6915205,725;2.6915205,274;2.6915205
1033,715,naturalphenomena:night,699;2.6915205,753;2.6915205,691;2.6915205,736;2.6915205,719;2.6915205,762;2.6915205,277;2.6915205,757;2.6915205,296;2.6915205,735;2.6915205,690;2.6915205,732;2.6915205,276;2.6915205,278;2.6915205,739;2.6915205,748;2.6915205,714;2.6915205,253;2.6915205,725;2.6915205,274;2.6915205
1033,281;720;760,roadtype:highway,699;2.6915205,753;2.6915205,691;2.6915205,736;2.6915205,719;2.6915205,762;2.6915205,277;2.6915205,757;2.6915205,296;2.6915205,735;2.6915205,690;2.6915205,732;2.6915205,276;2.6915205,278;2.6915205,739;2.6915205,748;2.6915205,714;2.6915205,253;2.6915205,725;2.6915205,274;2.6915205
1033,746,mood:sad,699;2.6915205,753;2.6915205,691;2.6915205,719;2.6915205,762;2.6915205,277;2.6915205,757;2.6915205,296;2.6915205,735;2.6915205,690;2.6915205,732;2.6915205,276;2.6915205,278;2.6915205,739;2.6915205,748;2.6915205,714;2.6915205,253;2.6915205,725;2.6915205,274;2.6915205,679;2.6915205
1033,269,roadtype:city,699;2.6915205,753;2.6915205,691;2.6915205,736;2.6915205,719;2.6915205,762;2.6915205,277;2.6915205,757;2.6915205,296;2.6915205,735;2.6915205,690;2.6915205,732;2.6915205,276;2.6915205,278;2.6915205,739;2.6915205,748;2.6915205,714;2.6915205,253;2.6915205,725;2.6915205,274;2.6915205
1033,716,weather:sunny,699;2.6915205,753;2.6915205,691;2.6915205,736;2.6915205,719;2.6915205,762;2.6915205,277;2.6915205,757;2.6915205,296;2.6915205,735;2.6915205,690;2.6915205,732;2.6915205,276;2.6915205,278;2.6915205,739;2.6915205,748;2.6915205,253;2.6915205,725;2.6915205,274;2.6915205,679;2.6915205
1023,274,drivingstyle:relaxed driving,699;3.0142858,753;3.0142858,691;3.0142858,736;3.0142858,719;3.0142858,762;3.0142858,277;3.0142858,757;3.0142858,296;3.0142858,735;3.0142858,690;3.0142858,732;3.0142858,276;3.0142858,278;3.0142858,739;3.0142858,748;3.0142858,714;3.0142858,253;3.0142858,725;3.0142858,274;3.0142858
1023,295,weather:cloudy,699;3.0142858,753;3.0142858,691;3.0142858,736;3.0142858,719;3.0142858,762;3.0142858,277;3.0142858,757;3.0142858,296;3.0142858,735;3.0142858,690;3.0142858,732;3.0142858,276;3.0142858,278;3.0142858,739;3.0142858,748;3.0142858,714;3.0142858,253;3.0142858,725;3.0142858,274;3.0142858
1023,292,naturalphenomena:night,699;3.0142858,753;3.0142858,691;3.0142858,736;3.0142858,719;3.0142858,762;3.0142858,277;3.0142858,757;3.0142858,296;3.0142858,735;3.0142858,690;3.0142858,732;3.0142858,276;3.0142858,278;3.0142858,739;3.0142858,748;3.0142858,714;3.0142858,253;3.0142858,725;3.0142858,274;3.0142858
1008,689,landscape:country side;drivingstyle:relaxed driving,699;1.8263888,753;1.8263888,691;1.8263888,736;1.8263888,719;1.8263888,762;1.8263888,277;1.8263888,757;1.8263888,296;1.8263888,735;1.8263888,690;1.8263888,732;1.8263888,276;1.8263888,278;1.8263888,739;1.8263888,748;1.8263888,714;1.8263888,253;1.8263888,725;1.8263888,274;1.8263888
1006,708,drivingstyle:relaxed driving,699;2.3175437,753;2.3175437,691;2.3175437,736;2.3175437,719;2.3175437,762;2.3175437,277;2.3175437,757;2.3175437,296;2.3175437,735;2.3175437,690;2.3175437,732;2.3175437,276;2.3175437,278;2.3175437,748;2.3175437,714;2.3175437,253;2.3175437,725;2.3175437,274;2.3175437,679;2.3175437
1006,689,weather:cloudy;drivingstyle:sport driving,699;2.3175437,753;2.3175437,691;2.3175437,736;2.3175437,719;2.3175437,762;2.3175437,277;2.3175437,757;2.3175437,296;2.3175437,735;2.3175437,690;2.3175437,732;2.3175437,276;2.3175437,278;2.3175437,739;2.3175437,748;2.3175437,714;2.3175437,253;2.3175437,725;2.3175437,274;2.3175437
1014,275,landscape:coast line,699;3.1444445,753;3.1444445,691;3.1444445,736;3.1444445,719;3.1444445,762;3.1444445,277;3.1444445,757;3.1444445,296;3.1444445,735;3.1444445,690;3.1444445,732;3.1444445,276;3.1444445,278;3.1444445,739;3.1444445,748;3.1444445,714;3.1444445,253;3.1444445,725;3.1444445,274;3.1444445
1014,294,roadtype:highway,699;3.1444445,753;3.1444445,691;3.1444445,736;3.1444445,719;3.1444445,762;3.1444445,277;3.1444445,757;3.1444445,296;3.1444445,735;3.1444445,690;3.1444445,732;3.1444445,276;3.1444445,278;3.1444445,739;3.1444445,748;3.1444445,714;3.1444445,253;3.1444445,725;3.1444445,274;3.1444445
1014,742,drivingstyle:sport driving,699;3.1444445,753;3.1444445,691;3.1444445,736;3.1444445,719;3.1444445,762;3.1444445,277;3.1444445,757;3.1444445,296;3.1444445,735;3.1444445,690;3.1444445,732;3.1444445,276;3.1444445,278;3.1444445,739;3.1444445,748;3.1444445,714;3.1444445,253;3.1444445,725;3.1444445,274;3.1444445
1036,742,weather:cloudy,699;2.5933332,753;2.5933332,691;2.5933332,736;2.5933332,719;2.5933332,762;2.5933332,277;2.5933332,757;2.5933332,296;2.5933332,735;2.5933332,690;2.5933332,732;2.5933332,276;2.5933332,278;2.5933332,739;2.5933332,748;2.5933332,714;2.5933332,253;2.5933332,725;2.5933332,274;2.5933332
1036,693,weather:sunny,699;2.5933332,753;2.5933332,691;2.5933332,736;2.5933332,719;2.5933332,762;2.5933332,277;2.5933332,757;2.5933332,296;2.5933332,735;2.5933332,690;2.5933332,732;2.5933332,276;2.5933332,278;2.5933332,739;2.5933332,748;2.5933332,714;2.5933332,253;2.5933332,725;2.5933332,274;2.5933332
1005,708,sleepiness:sleepy;naturalphenomena:night,699;2.6666667,753;2.6666667,691;2.6666667,736;2.6666667,719;2.6666667,762;2.6666667,277;2.6666667,757;2.6666667,296;2.6666667,735;2.6666667,690;2.6666667,732;2.6666667,276;2.6666667,278;2.6666667,739;2.6666667,748;2.6666667,714;2.6666667,253;2.6666667,725;2.6666667,274;2.6666667
