10
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
1025,291,naturalphenomena:night,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1025,284,roadtype:city;mood:active,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1018,687,naturalphenomena:night;mood:happy,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1019,294,weather:snowing;trafficconditions:lots of cars;naturalphenomena:day time;mood:happy;drivingstyle:sport driving,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1019,720,drivingstyle:relaxed driving,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1019,262,trafficconditions:lots of cars;roadtype:serpentine,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1019,252,trafficconditions:free road;sleepiness:sleepy;roadtype:highway;mood:active;landscape:mountains,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1019,257,trafficconditions:free road;roadtype:highway;naturalphenomena:day time,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1019,291,weather:rainy,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1019,249,weather:cloudy;sleepiness:awake;roadtype:highway;mood:sad,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1012,254,trafficconditions:free road,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1009,262,weather:sunny;landscape:coast line,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1009,267,landscape:coast line;drivingstyle:sport driving,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1009,274,trafficconditions:free road;sleepiness:awake;roadtype:serpentine,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1033,283,roadtype:serpentine;landscape:coast line,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1033,685,trafficconditions:free road,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1033,723,mood:happy,290;4.0333333,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143,274;3.3333333,267;3.3055556
1033,754,roadtype:serpentine;mood:lazy,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1033,709;266,roadtype:city,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1023,262,naturalphenomena:morning;mood:happy,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1023,696,naturalphenomena:day time;mood:happy,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1023,676,naturalphenomena:afternoon,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1023,703,drivingstyle:sport driving,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1006,248,mood:lazy,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1006,277,roadtype:highway,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1014,679,naturalphenomena:morning,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1021,294,trafficconditions:free road,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1036,251,weather:snowing;mood:sad,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1036,678,mood:lazy;landscape:mountains;drivingstyle:relaxed driving,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1016,250,mood:lazy,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1030,760,naturalphenomena:morning,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1005,677,drivingstyle:relaxed driving,289;4.111111,290;4.0333333,248;4.0,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143,274;3.3333333
1005,273,sleepiness:sleepy,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1038,684,naturalphenomena:night,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1020,738,naturalphenomena:morning,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1002,760,naturalphenomena:day time,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1002,715,landscape:urban,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1022,281,roadtype:city;landscape:mountains,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1022,688,roadtype:city;mood:happy,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1029,699,landscape:mountains,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1029,674,trafficconditions:traffic jam;drivingstyle:relaxed driving,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1029,283,mood:active,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
1039,253,weather:rainy;naturalphenomena:morning,289;4.111111,290;4.0333333,248;4.0,263;3.9166667,689;3.75,265;3.7,746;3.5625,295;3.5,287;3.375,255;3.357143
