50
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50
12,2935;15;2275;1192;1492,daytime:morning,3610;1.0391877,3611;1.0292083,3040;1.025023,387;1.0248288,3638;1.0222245,1797;1.0188811,1628;1.0170336,2956;1.0088753,1207;1.0063918,478;1.0053097,816;1.0046865,1877;1.0038396,1198;1.0027065,3225;1.0026082,91;1.0022798,1823;1.001935,2562;1.0018743,1612;1.0017735,1938;1.001677,2772;1.0016226,1221;1.0015556,1915;1.001512,159;1.0014479,3094;1.0013151,275;1.0011809,3481;1.001035,3671;1.0010076,807;1.0010028,1170;1.000852,2599;1.000835,641;1.0008172,3251;1.0008155,15;1.0000839794216747,1458;1.0000265169495943,75;1.0000084606302053,3217;1.0000023466025396,437;0.999998364843055,1192;0.9999940221679913,3548;0.9999798837227315,2935;0.999953363306657,2934;0.9999521044300385,1492;0.9999519990470762,1006;0.9999283462506129,1149;0.9999277600855354,3413;0.9999188388589041,3007;0.999916825636957,2275;0.9999125599211417,681;0.9999032551408402,1948;0.9998779985192225,2671;0.9990423749608444
12,2201;772;1818;1643,daytime:evening,3610;1.0391877,3611;1.0292083,3040;1.025023,387;1.0248288,3638;1.0222245,1797;1.0188811,1628;1.0170336,2956;1.0088753,1207;1.0063918,478;1.0053097,816;1.0046865,1877;1.0038396,1198;1.0027065,3225;1.0026082,91;1.0022798,1823;1.001935,2562;1.0018743,1612;1.0017735,1938;1.001677,2772;1.0016226,1221;1.0015556,1915;1.001512,159;1.0014479,3094;1.0013151,732;1.0012608,275;1.0011809,3481;1.001035,3671;1.0010076,807;1.0010028,1170;1.000852,2599;1.000835,641;1.0008172,3251;1.0008155,1295;1.0008063,724;1.000766,2487;1.0007516,825;1.0007093,2201;1.0000196380981663,608;1.0000172866693853,107;0.9999920535405137,1643;0.9999810235424547,176;0.99996652675587,2686;0.9999589477595149,772;0.9999556987910982,1444;0.9999479047305628,674;0.999936842069476,1818;0.9999346598879915,1169;0.999919491711516,3421;0.9999102077340256,1674;0.9998958234182146
12,712;3057;43;2167,daytime:afternoon,3610;1.0391877,3611;1.0292083,3040;1.025023,387;1.0248288,3638;1.0222245,1797;1.0188811,1628;1.0170336,2956;1.0088753,1207;1.0063918,478;1.0053097,816;1.0046865,1877;1.0038396,1198;1.0027065,3225;1.0026082,91;1.0022798,1823;1.001935,2562;1.0018743,1612;1.0017735,1938;1.001677,2772;1.0016226,1221;1.0015556,1915;1.001512,1869;1.0000349293342332,1000;1.0000349187038986,1414;1.0000080169106216,3057;1.0000070533935088,2911;1.0000064496175813,2167;1.000001881121726,1922;0.9999912012531934,621;0.9999797440184721,1968;0.9999796031507586,2282;0.9999789429107601,2550;0.9999783383102032,431;0.9999706081926699,269;0.9999653645126861,146;0.9999626222900274,242;0.999962443008111,2143;0.999962125186921,181;0.9999582612355898,701;0.9999482727809114,2411;0.9999479517844959,1215;0.9999421658716013,712;0.999932641618297,852;0.9999291165470786,3361;0.9999264559201216,1911;0.9999264423115333,43;0.9999025356673481,868;0.9998597723825347,1340;0.9997756166907048,118;0.99917096118288
12,2263;1780;1162;3105;672,daytime:night,3610;1.0391877,3611;1.0292083,3040;1.025023,387;1.0248288,3638;1.0222245,1797;1.0188811,1628;1.0170336,2956;1.0088753,1207;1.0063918,478;1.0053097,816;1.0046865,1877;1.0038396,1198;1.0027065,3225;1.0026082,91;1.0022798,1823;1.001935,2562;1.0018743,1612;1.0017735,1938;1.001677,2772;1.0016226,1221;1.0015556,1915;1.001512,3094;1.0013151,732;1.0012608,275;1.0011809,3481;1.001035,3671;1.0010076,807;1.0010028,1170;1.000852,2599;1.000835,641;1.0008172,1300;1.0001831311292533,116;1.0000475885003437,1245;0.9999976345166616,1720;0.9999956184546435,2263;0.9999699390287983,87;0.9999676974926658,1162;0.9999558545582062,372;0.999949644815631,2993;0.9999330420146763,1292;0.9999317408626193,2324;0.9999305881776475,3543;0.9999271005422768,3105;0.9999178844931976,672;0.99991771557473,1780;0.999911590411519,2673;0.9999064952610761,56;0.9998929076347332,2242;0.9998890420196499,696;0.9998768340088758
139,875;3008;3406;523,daytime:morning,3610;1.0392313,3611;1.029312,3040;1.0250988,387;1.0249015,3638;1.0222733,1797;1.0189503,1628;1.017132,2956;1.0089649,1207;1.0064652,478;1.0053607,816;1.0047605,1877;1.0039396,1198;1.0028235,3225;1.002695,91;1.0023695,1823;1.0020211,2562;1.0019357,1612;1.0018803,1938;1.0017419,2772;1.0017012,1221;1.0016218,1915;1.0015817,806;1.0003374522034005,3008;1.0002064345737884,2170;1.0001456508825368,173;1.000117096015364,1787;1.0001159765187513,2040;1.0000876317622114,2965;1.0000635143446188,1013;1.000062248072885,875;1.0000612064921959,2689;1.0000590373506002,2367;1.0000443040161697,3415;1.0000433273693436,1807;1.000039692034328,2612;1.0000357425241142,3406;1.0000346696937972,523;1.0000317006162749,819;1.000030775088249,2830;1.0000286562080718,96;1.000026844673218,1281;1.0000256142550539,3655;1.0000166900680818,265;1.0000163537867361,2964;1.0000094269606228,924;1.0000071288287693,2993;0.9999936375303421,300;0.9999788364528844,2001;0.9999631592664602,3315;0.9999577054641042
139,439;3332;1257,daytime:evening,3610;1.0392313,3611;1.029312,3040;1.0250988,387;1.0249015,3638;1.0222733,1797;1.0189503,1628;1.017132,2956;1.0089649,1207;1.0064652,478;1.0053607,816;1.0047605,1877;1.0039396,1198;1.0028235,3225;1.002695,91;1.0023695,1823;1.0020211,2562;1.0019357,1938;1.0017419,2772;1.0017012,1221;1.0016218,1915;1.0015817,159;1.0015419,3094;1.0013618,732;1.0013595,275;1.0012184,3481;1.0011346,3671;1.0011086,369;1.0000947348523939,805;1.0000678986493254,1294;1.0000666210115965,2061;1.0000643800655906,1817;1.0000603601294784,3395;1.0000596227826177,556;1.0000558725326367,1158;1.0000533938841585,1257;1.0000474289540104,2041;1.00004023232231,439;1.0000396072943465,3332;1.000029554501054,303;1.0000245964190018,1872;1.0000244970527534,2708;1.0000184600311375,579;1.000016146024758,552;1.0000153484285705,1030;1.0000149986788216,34;1.0000149144520196,1863;0.9999969419488547,2608;0.9999799909485247,424;0.9999799049638121,1052;0.999976017978087
139,1531;682;1223,daytime:afternoon,3610;1.0392313,3611;1.029312,3040;1.0250988,387;1.0249015,3638;1.0222733,1797;1.0189503,1628;1.017132,2956;1.0089649,1207;1.0064652,478;1.0053607,816;1.0047605,1877;1.0039396,1198;1.0028235,3225;1.002695,91;1.0023695,1823;1.0020211,2562;1.0019357,1612;1.0018803,1938;1.0017419,2772;1.0017012,1221;1.0016218,1915;1.0015817,159;1.0015419,3094;1.0013618,732;1.0013595,275;1.0012184,3481;1.0011346,3671;1.0011086,807;1.0010751,2226;1.0001970483332794,2012;1.0001034920264396,1531;1.0000970015519015,2078;1.0000857475099572,2407;1.0000806719729785,1223;1.0000797596742674,237;1.000078447409761,2622;1.0000518255090975,3140;1.0000484415672453,1705;1.0000383918822509,3688;1.0000379342182517,581;1.0000378209784153,2693;1.0000348478138739,682;1.0000332483155177,1585;1.0000242307630076,1618;1.0000154057512078,1828;1.0000151597405984,2655;1.0000129224836887,3652;1.0000092900779463,1496;0.9999485050485666,1774;0.9999214572371267
139,3047;2160;959,daytime:night,3610;1.0392313,3611;1.029312,3040;1.0250988,387;1.0249015,3638;1.0222733,1797;1.0189503,1628;1.017132,2956;1.0089649,1207;1.0064652,478;1.0053607,816;1.0047605,1877;1.0039396,1198;1.0028235,3225;1.002695,91;1.0023695,1823;1.0020211,2562;1.0019357,1612;1.0018803,1938;1.0017419,2772;1.0017012,1221;1.0016218,1915;1.0015817,3094;1.0013618,732;1.0013595,275;1.0012184,3481;1.0011346,3671;1.0011086,3178;1.0001538315295353,3047;1.0001413995776087,2714;1.0001301168410959,735;1.000092703128022,2873;1.0000819579694467,3585;1.0000791872351935,2160;1.0000715022344242,2472;1.0000692953310855,434;1.0000608720924502,1653;1.0000594249882089,629;1.0000576765423432,3548;1.0000530825587928,717;1.0000503345696494,3735;1.0000465408195636,1111;1.0000461245468855,570;1.0000452108420173,1928;1.0000392929429986,959;1.0000254030904143,1062;1.0000246815806342,11;1.0000150495983455,3275;0.9999861556445323,68;0.9999471069355549,1710;0.9998887979274858
140,1215;932;3112,daytime:morning,3610;1.0393162,3611;1.0293994,3040;1.0251575,387;1.0249854,3638;1.0223757,1797;1.0190375,1628;1.0172095,2956;1.0090278,1207;1.0065557,478;1.0054735,816;1.0048325,1877;1.0040135,1198;1.0028979,3225;1.0027435,91;1.0024574,1823;1.002103,2562;1.0020323,1612;1.0019546,1938;1.0018111,2772;1.0017761,1221;1.0016799,1915;1.0016564,3094;1.0014526,275;1.0013195,3481;1.001223,3671;1.0011994,807;1.0011533,95;1.0004539566625623,342;1.0001830890293004,3171;1.0001723813077938,1740;1.000166839085147,1197;1.000150330107479,107;1.000147817331669,3112;1.0001425178198529,426;1.0001417901248588,2025;1.0001334366756418,2438;1.0001331145669838,1761;1.0001330887044628,537;1.0001249512808696,662;1.0001146843592754,2534;1.0001143868224247,1215;1.0001085050998282,2511;1.0001069662144608,2323;1.0001006751633699,142;1.000098741317263,720;1.0000856670490155,932;1.0000821206822896,1149;1.0000741564903068,2648;1.000074094080419,3148;0.9999714987025731
140,1339;1473;102;2654;1579,daytime:evening,3610;1.0393162,3611;1.0293994,3040;1.0251575,387;1.0249854,3638;1.0223757,1797;1.0190375,1628;1.0172095,2956;1.0090278,1207;1.0065557,478;1.0054735,816;1.0048325,1877;1.0040135,1198;1.0028979,3225;1.0027435,91;1.0024574,585;1.0002773195322499,232;1.0002324915316803,1225;1.0001777072793085,2900;1.0001699509977475,1252;1.0001633344743226,793;1.0001621384649948,1694;1.0001619649926692,1394;1.0001581832807345,1355;1.0001487247458978,1579;1.000143691111595,2278;1.0001401305974231,1145;1.0001386908143441,13;1.0001381589971172,1473;1.0001234859846733,102;1.0001233922945842,2297;1.000121041635483,2345;1.0001191958208144,3153;1.0001160335499883,1026;1.000115047258406,1784;1.000112711116635,3083;1.0001042586751727,2654;1.0001041772035477,2456;1.0001020080386611,3775;1.0001002284631342,1991;1.0000939787338128,1339;1.000093555827604,3549;1.0000884716011273,2066;1.000088018422534,2466;1.0000855023469541,486;1.000085144077344,2374;1.0000847629740641,99;1.000081554773095,70;1.0000741773575235,3228;1.0000414001465119,1680;1.0000376573003444
